index,brand,ultra_hd,full_hd,Price,Rating,inches,display_type,resolution_width,resolution_height,wifi,fast_charging,ram,rom,hdmi_port,Company,Spec_Score,usb_port
244,foxsky,FALSE,TRUE,8299,4.4,32,led,1920,1080,TRUE,30,,,TRUE,flipkart,31,2
245,marq,FALSE,TRUE,8999,4.6,32,led,1920,1080,TRUE,24,,,TRUE,flipkart,31,2
246,lg,TRUE,FALSE,25999,4.55,43,led,3840,2160,TRUE,20,,,TRUE,flipkart,49,2
247,xiaomi,TRUE,FALSE,29999,4.4,50,led,3840,2160,TRUE,40,2,16,TRUE,croma,54,2
248,xiaomi,TRUE,FALSE,24999,4.15,43,led,3840,2160,TRUE,30,2,16,TRUE,croma,53,2
249,blaupunkt,TRUE,FALSE,17999,4.15,49,led,3840,2160,TRUE,40,1,,TRUE,flipkart,42,2
250,samsung,TRUE,FALSE,93990,4.45,55,qled,3840,2160,TRUE,20,,,TRUE,croma,71,2
251,ifflacon,TRUE,FALSE,44999,4.45,65,led,3840,2160,TRUE,24,2,,TRUE,flipkart,52,1
252,akai,FALSE,TRUE,21490,4.05,43,led,1920,1080,FALSE,25,5,,TRUE,flipkart,38,1
253,ifflacon,TRUE,FALSE,26999,4.25,43,led,3840,2160,TRUE,24,2,,TRUE,flipkart,48,1
254,kodak,FALSE,TRUE,17999,4.05,43,qled,1920,1080,TRUE,40,1,,TRUE,flipkart,42,2
255,kodak,FALSE,FALSE,11999,4.35,32,qled,,768,TRUE,40,1,,TRUE,flipkart,38,2
256,lg,TRUE,FALSE,139999,4.1,75,miniled,3840,2160,TRUE,20,,,TRUE,flipkart,78,1
257,lg,TRUE,FALSE,303390,4,86,miniled,3840,2160,TRUE,20,,,TRUE,croma,81,2
258,sony,TRUE,FALSE,295690,4.25,85,led,3840,2160,TRUE,20,,,TRUE,croma,77,2
259,tcl,TRUE,FALSE,84990,4.5,75,qled,3840,2160,TRUE,30,,16,TRUE,croma,67,2
260,tcl,TRUE,FALSE,31990,4.15,43,led,3840,2160,TRUE,24,,,TRUE,amazon,48,
261,samsung,TRUE,FALSE,316990,4.25,75,micro,3840,2160,TRUE,30,,,TRUE,croma,82,2
262,tcl,TRUE,FALSE,39990,4.65,55,led,3840,2160,TRUE,24,,,TRUE,amazon,51,
263,tcl,TRUE,FALSE,58990,4.55,65,qled,3840,2160,TRUE,24,2,16,TRUE,amazon,62,1
264,lg,TRUE,FALSE,181490,4,55,oled,3840,2160,TRUE,40,,,TRUE,croma,81,3
265,lg,TRUE,FALSE,409990,4.75,77,oled,3840,2160,TRUE,20,,,TRUE,croma,81,2
266,samsung,TRUE,FALSE,122490,4.75,48,oled,3840,2160,TRUE,20,,,TRUE,croma,79,2
267,samsung,TRUE,FALSE,100990,4.45,55,qled,3840,2160,TRUE,30,,,TRUE,croma,72,2
268,samsung,TRUE,FALSE,54790,4.4,55,led,3840,2160,TRUE,30,,,TRUE,croma,58,1
269,samsung,TRUE,FALSE,60990,4.5,50,qled,3840,2160,TRUE,20,,,TRUE,croma,56,2
270,samsung,TRUE,FALSE,208990,4.25,85,led,3840,2160,TRUE,20,,,TRUE,croma,71,1
271,samsung,TRUE,FALSE,44990,4.4,55,led,3840,2160,TRUE,30,,,TRUE,flipkart,57,1
272,lg,TRUE,FALSE,201690,4.4,85,led,3840,2160,TRUE,20,,,TRUE,croma,70,1
273,tcl,TRUE,FALSE,89999,4.6,75,qled,3840,2160,TRUE,35,3,32,TRUE,flipkart,73,1
274,samsung,TRUE,FALSE,144999,4.3,65,oled,3840,2160,TRUE,20,,,TRUE,flipkart,77,2
275,vw,TRUE,FALSE,39999,4.45,65,qled,3840,2160,TRUE,60,2,32,TRUE,amazon,57,2
276,hisense,FALSE,TRUE,21999,4.6,43,qled,1920,1080,TRUE,26,,,TRUE,flipkart,45,2
277,motorola,TRUE,FALSE,55999,4.55,65,miniled,3840,2160,TRUE,20,2,64,TRUE,flipkart,68,3
278,croma,FALSE,FALSE,11990,4.5,32,led,,768,TRUE,20,1,,TRUE,croma,38,2
279,samsung,TRUE,FALSE,144490,4.45,55,oled,3840,2160,TRUE,20,,,TRUE,croma,80,2
280,samsung,TRUE,FALSE,103790,4.4,65,miniled,3840,2160,TRUE,20,,,TRUE,croma,73,1
281,samsung,TRUE,FALSE,153790,4.65,75,miniled,3840,2160,TRUE,20,,,TRUE,croma,74,1
282,samsung,TRUE,FALSE,102990,4.35,75,miniled,3840,2160,TRUE,20,,,TRUE,flipkart,70,1
283,lg,TRUE,FALSE,39999,4.75,50,led,3840,2160,TRUE,20,,,TRUE,amazon,52,1
284,samsung,TRUE,FALSE,70990,4.25,55,qled,3840,2160,TRUE,20,,,TRUE,amazon,63,2
285,lg,TRUE,FALSE,194990,4,65,oled,3840,2160,TRUE,20,,,TRUE,croma,78,2
286,samsung,TRUE,FALSE,50490,4.15,50,miniled,3840,2160,TRUE,20,,,TRUE,croma,59,1
287,samsung,TRUE,FALSE,88990,4,65,miniled,3840,2160,TRUE,20,,,TRUE,amazon,66,1
288,samsung,TRUE,FALSE,233390,4.2,85,miniled,3840,2160,TRUE,20,,,TRUE,croma,73,1
289,lg,TRUE,FALSE,102290,4.5,65,miniled,3840,2160,TRUE,20,,,TRUE,croma,73,1
290,samsung,TRUE,FALSE,120990,4.75,75,miniled,3840,2160,TRUE,20,,,TRUE,amazon,70,1
291,samsung,TRUE,FALSE,434990,4.65,77,oled,3840,2160,TRUE,70,,,TRUE,croma,87,3
292,reliance,FALSE,FALSE,10490,4,32,led,,768,TRUE,24,,,TRUE,flipkart,30,2
293,samsung,TRUE,FALSE,86990,4.75,55,qled,3840,2160,TRUE,20,,,TRUE,croma,59,2
294,samsung,TRUE,FALSE,189990,4.1,75,qled,3840,2160,TRUE,30,,,TRUE,croma,78,2
295,samsung,TRUE,FALSE,133490,4.75,65,qled,3840,2160,TRUE,30,,,TRUE,croma,76,2
296,lg,FALSE,FALSE,17499,4.75,32,led,,768,TRUE,10,5,,TRUE,amazon,35,1
297,samsung,TRUE,FALSE,192990,4.7,65,oled,3840,2160,TRUE,20,,,TRUE,flipkart,82,2
298,hisense,TRUE,FALSE,31990,4.5,50,led,3840,2160,TRUE,30,,,TRUE,amazon,52,2
299,hisense,TRUE,FALSE,26990,4.4,43,led,3840,2160,TRUE,30,,,TRUE,amazon,51,2
300,toshiba,FALSE,FALSE,15990,4.15,32,qled,,768,TRUE,26,,,TRUE,amazon,42,2
301,realme,TRUE,FALSE,22499,4.2,43,led,3840,2160,TRUE,30,2,32,TRUE,flipkart,46,2
302,haier,TRUE,FALSE,45990,4.6,55,led,3840,2160,TRUE,20,,,TRUE,flipkart,45,2
303,realme,FALSE,FALSE,11199,4.3,32,qled,,768,TRUE,20,1,,TRUE,flipkart,42,2
304,xiaomi,TRUE,FALSE,99999,4.3,75,miniled,3840,2160,TRUE,34,2,32,TRUE,flipkart,71,1
305,realme,TRUE,FALSE,23499,4.15,43,qled,3840,2160,TRUE,40,2,16,TRUE,flipkart,54,2
306,philips,TRUE,FALSE,89999,4.2,75,miniled,3840,2160,TRUE,36,2,32,TRUE,amazon,73,2
307,foxsky,TRUE,FALSE,64999,4.65,75,miniled,3840,2160,FALSE,40,1,,TRUE,flipkart,55,2
308,onida,TRUE,FALSE,30999,4.3,55,led,3840,2160,TRUE,,,,TRUE,amazon,43,2
309,onida,TRUE,FALSE,24499,4.25,43,qled,3840,2160,TRUE,,,,TRUE,amazon,43,2
310,bush,FALSE,FALSE,8499,4,32,qled,,768,TRUE,20,,,TRUE,flipkart,33,2
311,bush,FALSE,FALSE,8299,4.2,32,led,,768,TRUE,20,,,TRUE,flipkart,31,2
312,bush,TRUE,FALSE,19999,4.65,43,led,3840,2160,TRUE,20,,,TRUE,flipkart,40,2
313,vw,TRUE,FALSE,55199,4.15,75,qled,3840,2160,TRUE,48,2,16,TRUE,flipkart,57,2
314,lg,TRUE,FALSE,31990,4.15,43,led,3840,2160,TRUE,20,,,TRUE,flipkart,46,2
315,lg,TRUE,FALSE,189999,4.35,75,miniled,3840,2160,TRUE,20,,,TRUE,flipkart,74,2
316,uniboom,FALSE,FALSE,6990,4.7,24,led,,768,TRUE,30,,,TRUE,amazon,30,1
317,rgl,FALSE,TRUE,17987,4.25,40,led,1920,1080,TRUE,30,,,TRUE,flipkart,36,2
318,onida,TRUE,FALSE,45999,4.45,65,led,3840,2160,TRUE,20,,,TRUE,flipkart,55,1
319,onida,TRUE,FALSE,29499,4.35,50,led,3840,2160,TRUE,20,,,TRUE,flipkart,50,1
320,onida,TRUE,FALSE,32499,4.55,55,led,3840,2160,TRUE,20,,,TRUE,flipkart,52,1
321,croma,FALSE,FALSE,9990,4.15,32,led,,768,TRUE,24,1,,TRUE,croma,31,2
322,onida,TRUE,FALSE,36499,4.25,55,qled,3840,2160,TRUE,20,,,TRUE,amazon,58,2
323,wobble,TRUE,FALSE,32999,4.45,55,led,3840,2160,TRUE,36,2,16,TRUE,flipkart,52,2
324,foxsky,TRUE,FALSE,25999,4.55,50,miniled,3840,2160,FALSE,40,1,,TRUE,flipkart,47,2
325,foxsky,TRUE,FALSE,30999,4.3,55,miniled,3840,2160,FALSE,40,1,,TRUE,flipkart,48,2
326,foxsky,TRUE,FALSE,43999,4.55,65,miniled,3840,2160,FALSE,40,1,,TRUE,flipkart,51,2
327,realme,TRUE,FALSE,28999,4,50,led,3840,2160,TRUE,30,2,32,TRUE,flipkart,47,2
328,motorola,TRUE,FALSE,24599,4.3,43,qled,3840,2160,TRUE,30,2,32,TRUE,flipkart,47,2
329,elista,TRUE,FALSE,27021,4.05,50,led,3840,2160,TRUE,20,2,16,TRUE,flipkart,45,2
330,haier,FALSE,FALSE,15990,4.3,32,led,,768,TRUE,16,1,,TRUE,amazon,33,2
331,haier,TRUE,FALSE,36490,4.6,50,led,3840,2160,TRUE,20,2,32,TRUE,amazon,50,2
332,haier,TRUE,FALSE,29490,4.6,43,led,3840,2160,TRUE,20,2,32,TRUE,amazon,48,2
333,coocaa,TRUE,FALSE,45999,4.2,65,miniled,3840,2160,TRUE,36,2,32,TRUE,amazon,64,2
334,panasonic,TRUE,FALSE,48990,4.45,55,led,3840,2160,TRUE,20,2,16,TRUE,flipkart,61,2
335,hisense,TRUE,FALSE,39190,4.35,55,qled,3840,2160,TRUE,30,2,16,TRUE,flipkart,60,2
336,hisense,TRUE,FALSE,53890,4.15,65,qled,3840,2160,TRUE,30,2,16,TRUE,flipkart,63,2
337,vzy,TRUE,FALSE,27500,4.55,43,qled,3840,2160,TRUE,24,2,16,TRUE,amazon,54,2
338,kodak,TRUE,FALSE,57999,4.75,65,miniled,3840,2160,TRUE,8,,,TRUE,amazon,67,2
339,haier,TRUE,FALSE,129990,4.25,75,miniled,3840,2160,TRUE,50,4,64,TRUE,amazon,82,2
340,vzy,FALSE,FALSE,15990,4.2,32,led,,768,TRUE,20,1,,TRUE,amazon,36,2
341,panasonic,TRUE,FALSE,66980,4.65,65,led,3840,2160,TRUE,20,2,16,TRUE,flipkart,60,2
342,vzy,TRUE,FALSE,29725,4.45,43,qled,3840,2160,FALSE,40,2,16,TRUE,flipkart,55,2
343,acerpure,TRUE,FALSE,209999,4.7,100,qled,3840,2160,TRUE,60,3,32,TRUE,flipkart,80,2
344,vzy,TRUE,FALSE,38500,4.2,55,qled,3840,2160,FALSE,50,2,16,TRUE,amazon,55,2
345,onida,TRUE,FALSE,43999,4.45,50,miniled,3840,2160,TRUE,20,,,TRUE,amazon,57,2
346,toshiba,TRUE,FALSE,32990,4,50,qled,3840,2160,TRUE,24,,,TRUE,amazon,56,2
347,toshiba,TRUE,FALSE,31990,4.7,43,qled,3840,2160,TRUE,24,,,TRUE,amazon,55,2
348,acer,FALSE,FALSE,11999,4.5,32,led,,768,TRUE,,,,TRUE,amazon,33,2
349,onida,TRUE,FALSE,29499,4.45,55,led,3840,2160,TRUE,20,,,TRUE,flipkart,46,2
350,blaupunkt,TRUE,FALSE,33999,4.5,55,qled,3840,2160,TRUE,80,2,32,TRUE,flipkart,55,2
351,thomson,TRUE,FALSE,44999,4,65,qled,3840,2160,TRUE,70,2,32,TRUE,flipkart,64,2
352,blaupunkt,TRUE,FALSE,45999,4.2,65,qled,3840,2160,TRUE,80,2,32,TRUE,flipkart,58,2
353,kodak,TRUE,FALSE,32999,4.45,55,qled,3840,2160,TRUE,70,2,,TRUE,flipkart,57,2
354,thomson,TRUE,FALSE,64999,4.65,75,qled,3840,2160,TRUE,70,2,32,TRUE,flipkart,67,2
355,blaupunkt,TRUE,FALSE,65999,4.35,75,qled,3840,2160,TRUE,80,2,32,TRUE,flipkart,64,2
356,lg,TRUE,FALSE,48990,4.65,55,led,3840,2160,TRUE,20,,,TRUE,flipkart,52,1
357,acer,FALSE,FALSE,13499,4.2,32,qled,,768,TRUE,30,1,,TRUE,amazon,43,2
358,acer,TRUE,FALSE,23999,4.75,43,qled,3840,2160,TRUE,30,2,16,TRUE,flipkart,55,2
359,acer,TRUE,FALSE,33999,4.05,55,qled,3840,2160,TRUE,36,2,16,TRUE,amazon,56,2
360,philips,TRUE,FALSE,72999,4.4,75,qled,3840,2160,TRUE,50,3,16,TRUE,flipkart,67,2
361,wobble,FALSE,TRUE,15999,4.7,40,led,1920,1080,TRUE,30,5,16,TRUE,flipkart,38,2
362,wobble,FALSE,FALSE,11999,4,32,led,,768,TRUE,30,5,16,TRUE,flipkart,36,2
363,croma,TRUE,FALSE,29990,4,55,led,3840,2160,TRUE,20,,16,TRUE,croma,46,2
364,acer,FALSE,TRUE,15999,4.15,40,led,1920,1080,TRUE,26,,,TRUE,flipkart,36,2
365,acer,TRUE,FALSE,24999,4.65,50,led,3840,2160,TRUE,36,2,16,TRUE,amazon,53,2
366,acerpure,TRUE,FALSE,35999,4.25,55,qled,3840,2160,TRUE,40,2,16,TRUE,amazon,55,2
367,hisense,TRUE,FALSE,55898,4.1,65,qled,3840,2160,TRUE,48,,,TRUE,flipkart,57,2
368,hisense,TRUE,FALSE,38990,4.25,55,qled,3840,2160,TRUE,48,,,TRUE,amazon,53,2
369,metz,TRUE,FALSE,49999,4.35,55,qled,3840,2160,TRUE,30,,32,TRUE,flipkart,63,2
370,hisense,TRUE,FALSE,34990,4.2,50,qled,3840,2160,TRUE,48,,,TRUE,amazon,51,2
371,realme,TRUE,FALSE,61499,4.75,75,qled,3840,2160,TRUE,30,2,,TRUE,flipkart,56,2
372,vu,TRUE,FALSE,58499,4.15,75,qled,3840,2160,TRUE,24,2,16,TRUE,flipkart,67,2
373,blaupunkt,TRUE,FALSE,20999,4.6,43,qled,3840,2160,TRUE,50,2,,TRUE,flipkart,49,2
374,kodal,TRUE,FALSE,30999,4.65,55,qled,3840,2160,TRUE,60,2,16,TRUE,flipkart,53,2
375,thomson,TRUE,FALSE,24999,4.6,50,qled,3840,2160,TRUE,48,2,,TRUE,flipkart,45,2
376,bpl,TRUE,FALSE,24490,4.3,43,qled,3840,2160,TRUE,20,,,TRUE,flipkart,41,2
377,croma,FALSE,FALSE,15990,4.35,32,qled,,768,TRUE,40,1,,TRUE,croma,38,2
378,lg,TRUE,FALSE,243999,4.6,86,qned,3840,2160,TRUE,20,,,TRUE,flipkart,67,1
379,sony,TRUE,FALSE,66490,4.2,50,led,3840,2160,TRUE,20,,16,TRUE,amazon,55,2
380,sansui,FALSE,FALSE,13490,4.25,32,led,,768,TRUE,20,,,TRUE,flipkart,36,2
381,coocaa,TRUE,FALSE,24999,4.15,55,led,3840,2160,TRUE,20,,32,TRUE,flipkart,47,2
382,sansui,TRUE,FALSE,40490,4.65,55,qled,3840,2160,TRUE,30,2,32,TRUE,flipkart,63,2
383,sansui,TRUE,FALSE,32490,4.45,43,qled,3840,2160,TRUE,30,2,32,TRUE,amazon,55,2
384,tcl,FALSE,TRUE,14790,4.45,32,qled,,768,TRUE,20,,,TRUE,flipkart,37,2
385,tcl,TRUE,FALSE,79999,4.7,65,qled,3840,2160,TRUE,20,3,64,TRUE,flipkart,73,2
386,tcl,TRUE,FALSE,229999,4.55,85,miniled,3840,2160,TRUE,20,3,64,TRUE,flipkart,80,1
387,tcl,TRUE,FALSE,179999,4,75,miniled,3840,2160,TRUE,,3,64,TRUE,flipkart,81,2
388,croma,TRUE,FALSE,21990,4.3,43,qled,3840,2160,TRUE,20,2,32,TRUE,croma,49,2
389,kodak,TRUE,FALSE,41999,4,65,qled,3840,2160,TRUE,60,2,16,TRUE,flipkart,56,2
390,panasonic,FALSE,FALSE,16979,4.05,32,led,,768,TRUE,20,5,,TRUE,flipkart,34,2
391,tcl,TRUE,FALSE,269999,4.75,85,miniled,3840,2160,TRUE,,3,64,TRUE,flipkart,84,2
392,motorola,TRUE,FALSE,30499,4.4,50,qled,3840,2160,TRUE,48,2,32,TRUE,flipkart,54,2
393,sansui,TRUE,FALSE,36990,4.6,50,qled,3840,2160,TRUE,30,,,TRUE,amazon,54,2
394,croma,FALSE,FALSE,10994,4,32,qled,,768,TRUE,20,1,,TRUE,croma,40,2
395,blaupunkt,FALSE,TRUE,13999,4.05,40,led,1920,1080,TRUE,36,,,TRUE,flipkart,33,2
396,croma,TRUE,FALSE,19990,4.25,43,led,3840,2160,TRUE,20,2,32,TRUE,croma,45,2
397,infinix,FALSE,FALSE,10999,4.75,32,qled,,768,TRUE,20,,,TRUE,flipkart,35,2
398,coocaa,FALSE,FALSE,8599,4.6,31.5,led,,768,TRUE,20,,,TRUE,flipkart,29,2
399,reliance,FALSE,TRUE,11205,4.25,32,led,1920,1080,TRUE,24,,,TRUE,flipkart,35,3
400,innoq,FALSE,FALSE,5989,4.4,24,led,,768,TRUE,30,,,TRUE,flipkart,30,2
401,uniboom,FALSE,FALSE,5490,4.1,24,led,,768,FALSE,30,,,TRUE,amazon,19,2
402,uniboom,FALSE,TRUE,11790,4.2,40,led,1920,1080,FALSE,30,,,TRUE,amazon,31,2
403,blaupunkt,TRUE,FALSE,94999,4.35,75,led,3840,2160,TRUE,8,2,16,TRUE,flipkart,70,2
404,realme,TRUE,FALSE,42499,4.6,65,led,3840,2160,TRUE,30,2,,TRUE,flipkart,49,2
405,uniboom,FALSE,FALSE,8995,4.6,32,led,,768,TRUE,30,,,FALSE,amazon,31,
406,croma,FALSE,FALSE,10494,4.4,32,led,,768,TRUE,20,1,,TRUE,croma,36,2
407,toshiba,TRUE,FALSE,55990,4,65,qled,3840,2160,TRUE,24,,,TRUE,amazon,60,2
408,vu,TRUE,FALSE,47999,4.4,65,qled,3840,2160,TRUE,24,2,16,TRUE,amazon,66,2
409,croma,TRUE,FALSE,31990,4.3,50,qled,3840,2160,TRUE,20,2,32,TRUE,croma,53,2
410,vu,TRUE,FALSE,23990,4.15,43,qled,3840,2160,TRUE,24,2,16,TRUE,amazon,59,2
411,haier,TRUE,FALSE,26500,4.15,43,led,3840,2160,TRUE,20,2,32,TRUE,flipkart,44,2
412,realme,FALSE,FALSE,10999,4.05,32,qled,,768,TRUE,26,1,,TRUE,flipkart,36,2
413,sony,TRUE,FALSE,546690,4,98,miniled,3840,2160,TRUE,20,,,TRUE,croma,82,2
414,kenstar,TRUE,FALSE,25299,4.3,55,led,3840,2160,TRUE,24,5,,TRUE,flipkart,45,2
415,kenstar,TRUE,FALSE,21799,4,50,led,3840,2160,TRUE,24,5,,TRUE,flipkart,43,2
416,haier,TRUE,FALSE,65990,4.7,65,qled,3840,2160,TRUE,30,2,32,TRUE,croma,64,2
417,motorola,FALSE,FALSE,11699,4.35,32,qled,,768,TRUE,40,1,,TRUE,flipkart,38,2
418,iffalcon,TRUE,FALSE,69999,4.7,75,,,2160,TRUE,30,3,32,TRUE,flipkart,61,1
419,thomson,TRUE,FALSE,94999,4.25,75,miniled,3840,2160,TRUE,8,2,16,TRUE,flipkart,70,2
420,iffalcon,TRUE,FALSE,49999,4.45,65,qled,3840,2160,TRUE,20,3,32,TRUE,flipkart,63,1
421,kodak,FALSE,FALSE,9149,4.75,32,qled,,768,TRUE,36,,,TRUE,amazon,32,2
422,kodak,FALSE,TRUE,13999,4.4,40,qled,1920,1080,TRUE,36,,,TRUE,flipkart,35,2
423,kodak,FALSE,FALSE,6899,4.6,24,qled,,768,TRUE,24,,,TRUE,flipkart,31,2
424,toshiba,TRUE,FALSE,44999,4.3,65,led,3840,2160,TRUE,20,,16,TRUE,amazon,58,2
425,hisense,TRUE,FALSE,26999,4,50,led,3840,2160,TRUE,30,,,TRUE,amazon,48,2
426,xiaomi,TRUE,FALSE,23999,4.4,43,led,3840,2160,TRUE,24,2,,TRUE,flipkart,45,2
427,toshiba,FALSE,TRUE,19999,4.25,40,led,1920,1080,TRUE,20,,,TRUE,flipkart,38,2
428,philips,TRUE,FALSE,55999,4.75,65,qled,3840,2160,TRUE,30,2,32,TRUE,amazon,65,2
429,toshiba,FALSE,FALSE,13990,4.7,32,led,,768,TRUE,20,,,TRUE,amazon,35,2
430,nu,TRUE,FALSE,24999,4.55,43,led,3840,2160,TRUE,20,,,TRUE,flipkart,45,2
431,nu,TRUE,FALSE,34999,4.55,55,led,3840,2160,TRUE,20,,,TRUE,flipkart,48,2
432,nu,FALSE,TRUE,19999,4,43,led,1920,1080,TRUE,24,5,,TRUE,amazon,41,2
433,croma,TRUE,FALSE,52990,4.5,65,led,3840,2160,TRUE,20,2,32,TRUE,croma,56,2
434,philips,FALSE,TRUE,13499,4,32,led,,768,TRUE,24,5,,TRUE,amazon,39,2
435,coocaa,TRUE,FALSE,40999,4.25,65,qled,3840,2160,TRUE,40,2,32,TRUE,amazon,61,2
436,coocaa,TRUE,FALSE,26999,4.6,43,qled,3840,2160,TRUE,40,2,32,TRUE,amazon,56,2
437,sony,TRUE,FALSE,169390,4.2,65,miniled,3840,2160,TRUE,20,,,TRUE,croma,77,2
438,lg,TRUE,FALSE,164999,4.1,55,oled,3840,2160,TRUE,60,,,TRUE,flipkart,79,3
439,philips,TRUE,FALSE,41999,4.3,55,qled,3840,2160,TRUE,50,,16,TRUE,amazon,58,2
440,lg,TRUE,FALSE,74590,4.65,65,led,3840,2160,TRUE,20,,,TRUE,croma,57,2
441,xiaomi,TRUE,FALSE,36999,4.45,55,qled,3840,2160,TRUE,34,2,32,TRUE,flipkart,55,2
442,haier,TRUE,FALSE,104999,4.55,55,oled,3840,2160,TRUE,50,3,32,TRUE,flipkart,78,2
443,sony,TRUE,FALSE,367640,4.65,85,miniled,3840,2160,TRUE,20,,,TRUE,amazon,81,2
444,sony,TRUE,FALSE,139890,4.7,55,miniled,3840,2160,TRUE,20,,,TRUE,croma,75,2
445,kodak,TRUE,FALSE,18999,4.3,43,qled,3840,2160,TRUE,40,2,,TRUE,amazon,44,2
446,sony,TRUE,FALSE,156990,4,65,miniled,3840,2160,TRUE,20,,,TRUE,amazon,76,2
447,vu,TRUE,FALSE,63990,4.7,75,qled,3840,2160,TRUE,88,2,16,TRUE,amazon,68,2
448,vu,TRUE,FALSE,37495,4.4,50,qled,3840,2160,TRUE,88,2,16,TRUE,flipkart,62,2
449,haier,FALSE,FALSE,14599,4.3,32,led,,768,TRUE,16,,,TRUE,flipkart,31,2
450,vu,TRUE,FALSE,49990,4.55,65,qled,3840,2160,TRUE,88,2,16,TRUE,amazon,66,2
451,sony,TRUE,FALSE,241790,4,55,oled,3840,2160,TRUE,30,,32,TRUE,amazon,83,2
452,sony,TRUE,FALSE,129990,4.65,55,miniled,3840,2160,TRUE,20,,,TRUE,amazon,74,2
453,sony,TRUE,FALSE,332490,4.05,65,oled,3840,2160,TRUE,30,,32,TRUE,amazon,85,2
454,coocaa,FALSE,TRUE,15499,4.4,43,led,1920,1080,TRUE,30,,,TRUE,flipkart,33,1
455,sony,TRUE,FALSE,64590,4.55,50,led,3840,2160,TRUE,20,,16,TRUE,amazon,55,2
456,blaupunkt,TRUE,FALSE,30999,4.75,55,qled,3840,2160,TRUE,70,2,16,TRUE,flipkart,54,2
457,blaupunkt,TRUE,FALSE,27999,4.3,50,qled,3840,2160,TRUE,50,2,16,TRUE,flipkart,53,2
458,haier,FALSE,TRUE,18999,4.2,32,qled,1920,1080,FALSE,20,5,,TRUE,croma,37,2
459,hisense,TRUE,FALSE,269999,4.05,100,miniled,3840,2160,TRUE,30,,,TRUE,flipkart,84,2
460,hisense,TRUE,FALSE,149999,4.05,85,miniled,3840,2160,TRUE,30,,,TRUE,flipkart,82,2
461,hisense,TRUE,FALSE,69999,4.1,75,qled,3840,2160,TRUE,30,,,TRUE,amazon,71,2
462,lg,TRUE,FALSE,99990,4.05,75,led,3840,2160,TRUE,20,,,TRUE,croma,65,2
463,hisense,TRUE,FALSE,119999,4.1,85,qled,3840,2160,TRUE,30,,,TRUE,amazon,79,2
464,beston,TRUE,FALSE,36399,4.25,65,qled,3840,2160,TRUE,35,,,TRUE,flipkart,55,2
465,sony,TRUE,FALSE,60990,4,50,led,3840,2160,TRUE,20,,,TRUE,amazon,55,2
466,tcl,TRUE,FALSE,106991,4.25,75,miniled,3840,2160,TRUE,20,,,TRUE,flipkart,76,
467,samsung,TRUE,FALSE,84990,4.75,75,led,3840,2160,TRUE,20,,,TRUE,amazon,60,1
468,tcl,TRUE,FALSE,99990,4.5,75,miniled,3840,2160,TRUE,20,3,32,TRUE,amazon,76,1
469,lg,TRUE,FALSE,179990,4.25,65,oled,3840,2160,TRUE,40,,,TRUE,flipkart,78,3
470,lg,TRUE,FALSE,412290,4.35,77,oled,3840,2160,TRUE,60,,,TRUE,croma,81,3
471,sony,TRUE,FALSE,50190,4.35,43,led,3840,2160,TRUE,20,,16,TRUE,amazon,51,2
472,lg,FALSE,FALSE,13599,4,32,led,,768,TRUE,20,,,TRUE,croma,34,1
473,reliance,TRUE,FALSE,34307,4.7,55,led,3840,2160,TRUE,24,2,16,TRUE,flipkart,45,2
474,tcl,TRUE,FALSE,129990,4.5,85,qled,3840,2160,TRUE,20,3,32,TRUE,amazon,80,2
475,toshiba,TRUE,FALSE,79999,4.15,75,qled,3840,2160,TRUE,30,,16,TRUE,flipkart,72,2
476,toshiba,TRUE,FALSE,56999,4.05,65,qled,3840,2160,TRUE,20,,16,TRUE,amazon,68,2
477,toshiba,TRUE,FALSE,139999,4.3,85,qled,3840,2160,TRUE,50,,16,TRUE,flipkart,79,2
478,toshiba,TRUE,FALSE,41990,4.5,55,qled,3840,2160,TRUE,20,,16,TRUE,amazon,65,2
479,lg,TRUE,FALSE,384190,4.45,77,oled,3840,2160,TRUE,40,,,TRUE,croma,82,3
480,sony,TRUE,FALSE,125790,4,75,led,3840,2160,TRUE,20,,16,TRUE,croma,64,2
481,sony,TRUE,FALSE,86480,4,65,led,3840,2160,TRUE,20,,16,TRUE,amazon,59,2
482,tcl,TRUE,FALSE,49990,4.15,65,led,3840,2160,TRUE,20,,,TRUE,croma,52,1
483,reliance,FALSE,FALSE,11930,4.5,32,led,,768,TRUE,20,5,,TRUE,flipkart,34,2
484,tcl,TRUE,FALSE,34990,4.35,50,led,3840,2160,TRUE,10,2,16,TRUE,croma,51,1
485,tcl,TRUE,FALSE,59999,4.35,65,qled,3840,2160,TRUE,36,3,32,TRUE,flipkart,66,1
486,tcl,TRUE,FALSE,74990,4.75,75,qled,3840,2160,TRUE,30,2,16,TRUE,amazon,67,1
487,samsung,FALSE,TRUE,23750,4.75,43,led,1920,1080,TRUE,20,1,,TRUE,amazon,41,1
488,sony,TRUE,FALSE,50990,4.15,43,led,3840,2160,TRUE,20,,16,TRUE,amazon,52,2
489,lg,TRUE,FALSE,132990,4.7,75,miniled,3840,2160,TRUE,20,,,TRUE,croma,78,2
490,haier,TRUE,FALSE,49090,4.45,55,qled,3840,2160,TRUE,30,2,32,TRUE,croma,60,2
491,realme,TRUE,FALSE,23999,4.55,43,qled,3840,2160,TRUE,40,2,32,TRUE,flipkart,51,2
