index,brand,ultra_hd,full_hd,Price,Rating,inches,display_type,resolution_width,resolution_height,wifi,fast_charging,ram,rom,hdmi_port,Company,Spec_Score,usb_port
741,ifflacon,TRUE,FALSE,34999,4.45,55,led,3840,2160,TRUE,24,2,,TRUE,flipkart,50,1
742,lg,TRUE,FALSE,97990,4.25,75,led,3840,2160,TRUE,20,,,TRUE,croma,66,1
743,tcl,TRUE,FALSE,79990,4.75,75,qled,3840,2160,TRUE,24,2,16,TRUE,amazon,66,1
744,sansui,FALSE,TRUE,23990,4.2,43,led,1920,1080,TRUE,20,4,,TRUE,amazon,39,2
745,samsung,TRUE,FALSE,44290,4.1,50,led,3840,2160,TRUE,30,,,TRUE,croma,56,1
746,samsung,TRUE,FALSE,240990,4.1,65,micro,3840,2160,TRUE,70,,,TRUE,croma,80,2
747,samsung,TRUE,FALSE,77590,4.55,65,led,3840,2160,TRUE,30,,,TRUE,croma,63,1
748,samsung,TRUE,FALSE,54490,4.4,43,qled,3840,2160,TRUE,20,,,TRUE,croma,55,2
749,samsung,TRUE,FALSE,62999,4.4,65,led,3840,2160,TRUE,30,,,TRUE,flipkart,60,1
750,samsung,TRUE,FALSE,37990,4.25,43,led,3840,2160,TRUE,30,,,TRUE,croma,52,1
751,tcl,TRUE,FALSE,67999,4.6,65,qled,3840,2160,TRUE,35,3,32,TRUE,flipkart,70,1
752,tseries,FALSE,TRUE,20099,4.75,43,led,1920,1080,TRUE,20,,,TRUE,flipkart,38,2
753,hisense,FALSE,FALSE,13999,4.7,32,qled,,768,TRUE,26,,,TRUE,flipkart,40,2
754,lg,TRUE,FALSE,72790,4.45,65,led,3840,2160,TRUE,20,,,TRUE,croma,62,1
755,lg,TRUE,FALSE,67999,4.15,65,led,3840,2160,TRUE,20,,,TRUE,amazon,59,1
756,croma,FALSE,FALSE,13490,4,32,led,,768,TRUE,20,1,,TRUE,croma,39,2
757,realme,FALSE,TRUE,21899,4.55,43,led,1920,1080,TRUE,30,1,,TRUE,flipkart,42,2
758,toshiba,TRUE,FALSE,27990,4.25,43,led,3840,2160,TRUE,30,,,TRUE,amazon,49,2
759,hisense,TRUE,FALSE,49990,4.2,65,led,3840,2160,TRUE,30,,,TRUE,amazon,56,2
760,samsung,TRUE,FALSE,96889,4.65,65,qled,3840,2160,TRUE,20,,,TRUE,amazon,68,2
761,toshiba,TRUE,FALSE,31990,4.55,50,led,3840,2160,TRUE,30,,,TRUE,amazon,51,3
762,samsung,TRUE,FALSE,86990,4.5,75,led,3840,2160,TRUE,20,,,TRUE,amazon,67,1
763,samsung,TRUE,FALSE,180990,4.5,55,oled,3840,2160,TRUE,70,,,TRUE,croma,82,3
764,samsung,TRUE,FALSE,102490,4.25,75,led,3840,2160,TRUE,20,,,TRUE,croma,67,1
765,samsung,TRUE,FALSE,107999,4.55,55,oled,3840,2160,TRUE,20,,,TRUE,flipkart,75,2
766,samsung,TRUE,FALSE,219990,4.55,65,oled,3840,2160,TRUE,70,,,TRUE,amazon,84,3
767,samsung,TRUE,FALSE,570990,4.4,100,qled,3840,2160,TRUE,30,,,TRUE,croma,82,2
768,samsung,TRUE,FALSE,124990,4.2,65,qled,3840,2160,TRUE,20,,,TRUE,croma,66,2
769,toshiba,FALSE,TRUE,24990,4.35,43,qled,1920,1080,TRUE,26,,,TRUE,amazon,45,2
770,hisense,TRUE,FALSE,35990,4.15,55,led,3840,2160,TRUE,30,,,TRUE,amazon,54,2
771,motorola,FALSE,TRUE,22499,4.3,43,qled,1920,1080,TRUE,50,1,,TRUE,flipkart,46,2
772,croma,TRUE,FALSE,41990,4.65,55,qled,3840,2160,TRUE,20,2,32,TRUE,croma,57,2
773,coocaa,TRUE,FALSE,63999,4.35,75,miniled,3840,2160,TRUE,36,2,32,TRUE,amazon,69,2
774,akai,FALSE,FALSE,12980,4.4,32,led,,768,TRUE,20,1,,TRUE,flipkart,35,2
775,onida,TRUE,FALSE,32999,4.55,55,qled,3840,2160,TRUE,,,,TRUE,amazon,46,2
776,samsung,TRUE,FALSE,291490,4,98,qled,3840,2160,TRUE,20,,,TRUE,croma,71,1
777,bush,TRUE,FALSE,25499,4,55,led,3840,2160,TRUE,20,,,TRUE,flipkart,43,2
778,bush,FALSE,TRUE,14999,4.2,43,led,1920,1080,TRUE,20,,,TRUE,flipkart,36,2
779,haier,FALSE,TRUE,26980,4.5,43,led,1920,1080,TRUE,20,2,,TRUE,flipkart,39,2
780,realme,TRUE,FALSE,97499,4.3,85,qled,3840,2160,TRUE,30,2,32,TRUE,flipkart,72,2
781,realme,TRUE,FALSE,44499,4.45,65,qled,3840,2160,TRUE,40,2,32,TRUE,flipkart,59,2
782,onida,TRUE,FALSE,27799,4.6,43,qled,3840,2160,TRUE,20,,,TRUE,flipkart,50,2
783,onida,TRUE,FALSE,26499,4.75,43,led,3840,2160,TRUE,20,,,TRUE,flipkart,49,1
784,onida,TRUE,FALSE,32499,4.35,50,qled,3840,2160,TRUE,20,,,TRUE,flipkart,52,2
785,realme,FALSE,FALSE,11199,4.6,32,qled,,768,TRUE,20,1,,TRUE,flipkart,37,2
786,rgl,TRUE,FALSE,21986,4.45,43,led,3840,2160,TRUE,30,,,TRUE,flipkart,39,2
787,rgl,FALSE,TRUE,18987,4.55,43,led,1920,1080,FALSE,30,,,TRUE,flipkart,30,2
788,rgl,TRUE,FALSE,37006,4.75,55,led,3840,2160,FALSE,30,,,TRUE,flipkart,42,2
789,wobble,FALSE,TRUE,18999,4.5,43,led,1920,1080,TRUE,30,,,TRUE,flipkart,36,2
790,wobble,TRUE,FALSE,43999,4.35,65,led,3840,2160,TRUE,36,2,16,TRUE,flipkart,55,2
791,wobble,TRUE,FALSE,33999,4.4,50,qled,3840,2160,TRUE,80,,,TRUE,flipkart,50,2
792,wobble,TRUE,FALSE,37999,4.5,55,qled,3840,2160,TRUE,80,,,TRUE,flipkart,51,2
793,wobble,TRUE,FALSE,25999,4.25,43,qled,3840,2160,TRUE,80,,,TRUE,amazon,48,2
794,blaupunkt,FALSE,FALSE,9749,4,32,qled,,768,TRUE,48,1,,TRUE,flipkart,34,2
795,thomson,FALSE,FALSE,9749,4.05,32,qled,,768,FALSE,36,1,,TRUE,flipkart,31,2
796,motorola,TRUE,FALSE,43999,4.55,65,qled,3840,2160,TRUE,50,2,32,TRUE,flipkart,61,2
797,realme,TRUE,FALSE,31999,4.35,55,led,3840,2160,TRUE,30,2,32,TRUE,flipkart,48,2
798,motorola,TRUE,FALSE,32999,4.15,55,qled,3840,2160,TRUE,50,2,32,TRUE,flipkart,59,2
799,realme,TRUE,FALSE,42499,4.5,65,led,3840,2160,TRUE,30,2,32,TRUE,flipkart,51,2
800,haier,TRUE,FALSE,60490,4.3,65,led,3840,2160,TRUE,20,2,32,TRUE,amazon,55,2
801,haier,TRUE,FALSE,41490,4.3,55,led,3840,2160,TRUE,20,2,32,TRUE,amazon,51,2
802,croma,TRUE,FALSE,27990,4.55,50,led,3840,2160,TRUE,20,2,16,TRUE,croma,48,2
803,vw,TRUE,FALSE,29999,4.75,55,qled,3840,2160,TRUE,48,2,16,TRUE,flipkart,52,2
804,motorola,FALSE,TRUE,22499,4.05,43,qled,1920,1080,TRUE,40,1,,TRUE,flipkart,40,2
805,croma,FALSE,TRUE,8490,4.75,32,led,,768,FALSE,20,,,TRUE,croma,21,2
806,croma,TRUE,FALSE,23990,4.15,43,led,3840,2160,FALSE,20,2,16,TRUE,croma,43,2
807,realme,TRUE,FALSE,30499,4.2,55,qled,3840,2160,TRUE,30,1,,TRUE,flipkart,50,2
808,croma,TRUE,FALSE,36990,4.15,55,qled,3840,2160,TRUE,20,2,,TRUE,croma,50,2
809,hisense,TRUE,FALSE,41990,4.4,55,led,3840,2160,TRUE,49,2,16,TRUE,flipkart,55,2
810,haier,TRUE,FALSE,105990,4.55,65,miniled,3840,2160,TRUE,50,4,64,TRUE,amazon,80,2
811,lg,TRUE,FALSE,78740,4.6,55,miniled,3840,2160,TRUE,20,,,TRUE,amazon,70,2
812,onida,TRUE,FALSE,24493,4.45,43,led,3840,2160,TRUE,20,2,,TRUE,flipkart,43,2
813,vzy,TRUE,FALSE,27990,4.45,43,qled,3840,2160,FALSE,40,2,32,TRUE,flipkart,49,2
814,sansui,TRUE,FALSE,37490,4,55,led,3840,2160,TRUE,20,2,16,TRUE,flipkart,50,2
815,onida,TRUE,FALSE,47999,4.75,55,miniled,3840,2160,TRUE,20,,,TRUE,amazon,58,2
816,kodak,TRUE,FALSE,44999,4.45,65,qled,3840,2160,TRUE,70,2,,TRUE,flipkart,56,2
817,haier,TRUE,FALSE,60490,4.15,65,led,3840,2160,TRUE,20,,,TRUE,flipkart,47,2
818,kodak,TRUE,FALSE,64999,4.35,75,qled,3840,2160,TRUE,70,2,,TRUE,flipkart,60,2
819,vu,TRUE,FALSE,93999,4.5,75,qled,3840,2160,TRUE,24,3,16,TRUE,flipkart,77,2
820,sansui,FALSE,TRUE,26990,4.5,43,led,1920,1080,TRUE,20,1,,TRUE,amazon,40,2
821,sansui,TRUE,FALSE,279990,4.3,100,qled,3840,2160,TRUE,60,3,32,TRUE,amazon,82,2
822,lg,FALSE,FALSE,15800,4.05,32,led,,768,TRUE,10,,,TRUE,flipkart,34,1
823,acer,TRUE,FALSE,27999,4.75,50,qled,3840,2160,TRUE,36,2,16,TRUE,amazon,55,2
824,elista,TRUE,FALSE,25960,4.7,43,led,3840,2160,TRUE,20,2,16,TRUE,flipkart,43,2
825,croma,FALSE,FALSE,58990,4.65,65,qled,3840,2160,TRUE,40,2,32,TRUE,croma,59,2
826,acer,TRUE,FALSE,43999,4.3,65,led,3840,2160,TRUE,40,2,16,TRUE,flipkart,56,2
827,acer,TRUE,FALSE,30999,4.4,55,led,3840,2160,TRUE,36,2,16,TRUE,amazon,54,2
828,wobble,TRUE,FALSE,20499,4.15,43,led,3840,2160,TRUE,30,2,16,TRUE,amazon,49,2
829,toshiba,TRUE,FALSE,249999,4.15,98,qled,3840,2160,TRUE,60,,16,TRUE,amazon,80,2
830,metz,FALSE,FALSE,13999,4.1,32,qled,,768,TRUE,20,,,TRUE,flipkart,35,2
831,tcl,TRUE,FALSE,399990,4.4,98,miniled,3840,2160,TRUE,20,3,64,TRUE,croma,82,1
832,metz,FALSE,TRUE,35999,4.25,43,qled,1920,1080,TRUE,20,,,TRUE,flipkart,43,2
833,toshiba,TRUE,FALSE,77499,4.2,75,qled,3840,2160,TRUE,36,,,TRUE,amazon,66,2
834,motorola,TRUE,FALSE,62999,4.35,75,qled,3840,2160,TRUE,30,2,32,TRUE,flipkart,61,2
835,metz,TRUE,FALSE,24999,4.25,43,qled,3840,2160,TRUE,30,,32,TRUE,flipkart,55,2
836,metz,TRUE,FALSE,55999,4.15,65,led,3840,2160,TRUE,30,,32,TRUE,flipkart,53,2
837,metz,TRUE,FALSE,59999,4.35,65,qled,3840,2160,TRUE,30,,32,TRUE,flipkart,65,2
838,metz,TRUE,FALSE,35999,4.3,55,led,3840,2160,TRUE,30,,32,TRUE,flipkart,49,2
839,sansui,TRUE,FALSE,58490,4.05,65,qled,3840,2160,TRUE,30,2,32,TRUE,amazon,65,2
840,blaupunkt,TRUE,FALSE,24999,4.05,50,qled,3840,2160,TRUE,48,2,,TRUE,flipkart,45,2
841,blaupunkt,TRUE,FALSE,28999,4.05,55,qled,3840,2160,TRUE,48,2,,TRUE,flipkart,46,2
842,tcl,TRUE,FALSE,64999,4.65,65,qled,3840,2160,TRUE,20,2,16,TRUE,flipkart,65,2
843,tcl,TRUE,FALSE,99999,4.3,75,qled,3840,2160,TRUE,20,2,16,TRUE,flipkart,67,2
844,thomson,TRUE,FALSE,27999,4.75,55,qled,3840,2160,TRUE,48,2,,TRUE,flipkart,46,2
845,nacson,FALSE,TRUE,19999,4.45,43,led,1920,1080,TRUE,30,,,TRUE,flipkart,37,2
846,bpl,FALSE,FALSE,12490,4.6,32,led,,768,TRUE,20,,,TRUE,flipkart,31,2
847,panasonic,TRUE,FALSE,46636,4.6,55,led,3840,2160,TRUE,20,2,16,TRUE,flipkart,53,2
848,skylive,FALSE,FALSE,8244,4.1,32,led,,768,TRUE,20,,,TRUE,flipkart,31,2
849,croma,TRUE,FALSE,29990,4.55,50,led,3840,2160,TRUE,20,2,32,TRUE,croma,48,2
850,sansui,FALSE,FALSE,12799,4.6,32,qled,,768,TRUE,20,1,,TRUE,flipkart,38,2
851,coocaa,FALSE,TRUE,22999,4.65,50,led,1920,1080,TRUE,20,,,TRUE,flipkart,35,2
852,nacson,FALSE,FALSE,11999,4.2,32,qled,,768,TRUE,30,,,TRUE,flipkart,38,2
853,sansui,TRUE,FALSE,82990,4.1,75,qled,3840,2160,TRUE,30,2,32,TRUE,amazon,67,2
854,sansui,FALSE,TRUE,22490,4.35,43,led,1920,1080,TRUE,20,1,,TRUE,flipkart,41,2
855,sansui,FALSE,TRUE,21990,4.25,43,led,1920,1080,TRUE,20,,,TRUE,amazon,36,2
856,sansui,FALSE,TRUE,28990,4.55,43,led,1920,1080,TRUE,30,2,32,TRUE,amazon,44,2
857,tcl,TRUE,FALSE,129999,4.75,75,qled,3840,2160,TRUE,20,3,64,TRUE,flipkart,78,2
858,nacson,FALSE,FALSE,12490,4.45,32,led,,768,TRUE,24,,,TRUE,flipkart,31,2
859,panasonic,TRUE,FALSE,28599,4.5,43,led,3840,2160,TRUE,20,2,16,TRUE,flipkart,47,2
860,blaupunkt,FALSE,FALSE,9149,4.35,32,qled,,768,TRUE,36,,,TRUE,flipkart,33,2
861,lg,TRUE,FALSE,524990,4,100,miniled,3840,2160,TRUE,40,,,TRUE,croma,80,2
862,sansui,FALSE,FALSE,12390,4.6,32,led,,768,TRUE,20,,,TRUE,amazon,31,2
863,hisense,TRUE,FALSE,37990,4.45,58,led,3840,2160,TRUE,24,,,TRUE,flipkart,50,2
864,sansui,FALSE,FALSE,12790,4.45,32,qled,,768,TRUE,20,,,TRUE,amazon,33,2
865,uniboom,FALSE,FALSE,7790,4.05,32,led,,768,FALSE,30,,,TRUE,amazon,21,2
866,innoq,FALSE,FALSE,7489,4,32,led,,768,TRUE,30,,,TRUE,flipkart,31,2
867,hisense,FALSE,TRUE,17818,4.3,40,led,1920,1080,TRUE,20,,,TRUE,flipkart,32,1
868,blaupunkt,TRUE,FALSE,58999,4.5,65,led,3840,2160,TRUE,8,2,16,TRUE,flipkart,64,2
869,realme,TRUE,FALSE,43999,4.15,65,qled,3840,2160,TRUE,40,,,TRUE,flipkart,51,2
870,uniboom,FALSE,TRUE,13990,4.5,43,led,1920,1080,FALSE,30,,,FALSE,amazon,32,
871,realme,TRUE,FALSE,27999,4.25,50,qled,3840,2160,TRUE,40,,,TRUE,flipkart,48,2
872,innoq,FALSE,FALSE,21629,4.15,32,led,,768,FALSE,30,,,TRUE,flipkart,25,2
873,croma,FALSE,TRUE,20990,4.2,43,led,1920,1080,TRUE,20,1,,TRUE,croma,43,2
874,panasonic,FALSE,FALSE,18490,4.4,32,led,,768,TRUE,20,5,,TRUE,croma,35,2
875,croma,FALSE,FALSE,9990,4.3,32,led,,768,TRUE,20,1,,TRUE,croma,31,2
876,realme,TRUE,FALSE,30999,4.25,55,led,3840,2160,TRUE,30,2,,TRUE,flipkart,45,2
877,croma,TRUE,FALSE,54990,4.2,65,qled,3840,2160,TRUE,20,2,32,TRUE,croma,57,2
878,realme,TRUE,FALSE,28999,4.3,50,led,3840,2160,TRUE,30,2,,TRUE,flipkart,44,2
879,vu,TRUE,FALSE,33999,4.3,55,qled,3840,2160,TRUE,24,2,16,TRUE,amazon,62,2
880,toshiba,TRUE,FALSE,39990,4.6,55,qled,3840,2160,TRUE,24,,,TRUE,amazon,56,2
881,lg,TRUE,FALSE,142999,4.2,75,qned,3840,2160,TRUE,20,,,TRUE,flipkart,62,1
882,kodak,FALSE,FALSE,7599,4.25,32,led,,768,FALSE,30,,,TRUE,flipkart,28,2
883,coocaa,TRUE,FALSE,35999,4.3,65,led,3840,2160,TRUE,30,2,32,TRUE,flipkart,55,2
884,tcl,TRUE,FALSE,149999,4.1,75,miniled,3840,2160,TRUE,20,3,64,TRUE,flipkart,79,1
885,philips,TRUE,FALSE,37999,4.5,55,qled,3840,2160,TRUE,30,2,32,TRUE,amazon,62,2
886,iffalcon,TRUE,FALSE,39999,4.25,55,qled,3840,2160,TRUE,20,3,32,TRUE,flipkart,60,1
887,nu,TRUE,FALSE,27499,4.1,43,qled,3840,2160,TRUE,20,2,16,TRUE,amazon,48,2
888,nu,FALSE,FALSE,11999,4.2,32,qled,,768,TRUE,20,5,,TRUE,amazon,38,2
889,philips,FALSE,TRUE,22999,4.65,43,led,1920,1080,TRUE,24,5,,TRUE,amazon,42,2
890,coocaa,TRUE,FALSE,32999,4.3,55,qled,3840,2160,TRUE,40,,32,TRUE,amazon,58,2
891,coocaa,FALSE,FALSE,8599,4.2,32,led,,768,TRUE,30,,,TRUE,flipkart,30,1
892,lg,TRUE,FALSE,179990,4.2,86,led,3840,2160,TRUE,20,,,TRUE,amazon,68,2
893,sony,TRUE,FALSE,275490,4.35,75,miniled,3840,2160,TRUE,20,,,TRUE,amazon,79,2
894,lg,TRUE,FALSE,94990,4.7,65,qned,3840,2160,TRUE,20,,,TRUE,flipkart,56,1
895,thomson,TRUE,FALSE,20999,4.35,43,qled,3840,2160,TRUE,50,2,16,TRUE,flipkart,49,2
896,tcl,TRUE,FALSE,129999,4.45,85,qled,3840,2160,TRUE,20,3,32,TRUE,flipkart,77,1
897,haier,TRUE,FALSE,27999,4.15,43,led,3840,2160,TRUE,16,2,16,TRUE,flipkart,46,2
898,acerpure,FALSE,FALSE,54999,4.5,65,qled,3840,2160,TRUE,50,,,TRUE,amazon,64,2
899,lg,TRUE,FALSE,155999,4.4,65,oled,3840,2160,TRUE,20,,,TRUE,flipkart,79,2
900,tcl,TRUE,FALSE,229990,4.65,98,qled,3840,2160,TRUE,20,3,64,TRUE,amazon,80,1
901,blaupunkt,FALSE,FALSE,10999,4.05,32,qled,,768,TRUE,48,1,,TRUE,flipkart,37,2
902,blaupunkt,TRUE,FALSE,41999,4.3,65,qled,3840,2160,TRUE,70,2,16,TRUE,flipkart,57,2
903,lg,TRUE,FALSE,44990,4.15,43,qned,3840,2160,TRUE,20,2,,TRUE,flipkart,46,2
904,beston,FALSE,FALSE,8999,4.2,32,led,,768,TRUE,20,,,TRUE,flipkart,32,2
905,beston,TRUE,FALSE,26599,4.45,55,qled,3840,2160,TRUE,30,,,TRUE,flipkart,48,2
906,beston,FALSE,FALSE,9199,4,32,qled,,768,TRUE,30,,,TRUE,flipkart,39,2
907,beston,FALSE,TRUE,14199,4.4,43,led,1920,1080,TRUE,20,,,TRUE,flipkart,35,2
908,hisense,TRUE,FALSE,239999,4.1,65,qled,3840,2160,TRUE,36,,,TRUE,amazon,82,2
909,beston,FALSE,TRUE,13099,4.05,40,led,1920,1080,TRUE,20,,,TRUE,flipkart,37,2
910,beston,TRUE,FALSE,51499,4.05,75,qled,3840,2160,TRUE,35,,,TRUE,flipkart,57,2
911,tcl,TRUE,FALSE,84999,4.2,75,qled,3840,2160,TRUE,20,3,32,TRUE,flipkart,70,1
912,philips,FALSE,TRUE,22999,4.5,43,led,1920,1080,TRUE,20,,,TRUE,flipkart,38,2
913,philips,FALSE,FALSE,13999,4,32,led,,768,TRUE,20,,,TRUE,flipkart,31,2
914,tcl,TRUE,FALSE,74990,4.55,75,qled,3840,2160,TRUE,20,2,16,TRUE,flipkart,64,2
915,croma,TRUE,FALSE,27990,4.25,43,qled,3840,2160,TRUE,40,2,32,TRUE,croma,56,2
916,lg,TRUE,FALSE,219890,4.05,65,oled,3840,2160,TRUE,60,,,TRUE,croma,80,3
917,samsung,TRUE,FALSE,64500,4.15,65,led,3840,2160,TRUE,20,,,TRUE,flipkart,56,1
918,lg,TRUE,FALSE,65599,4.55,55,miniled,3840,2160,TRUE,20,,,TRUE,flipkart,68,2
919,hisense,FALSE,FALSE,12999,4.15,32,qled,,768,TRUE,30,,,TRUE,flipkart,39,2
920,haier,TRUE,FALSE,179799,4,75,miniled,3840,2160,TRUE,60,3,32,TRUE,flipkart,79,2
921,haier,TRUE,FALSE,142899,4.3,65,miniled,3840,2160,TRUE,60,3,32,TRUE,flipkart,78,2
922,tcl,TRUE,FALSE,74990,4.25,75,qled,3840,2160,TRUE,20,3,32,TRUE,amazon,72,1
923,tcl,TRUE,FALSE,79990,4.75,75,qled,3840,2160,TRUE,20,3,32,TRUE,amazon,71,1
924,tcl,TRUE,FALSE,62980,4.7,65,qled,3840,2160,TRUE,20,,,TRUE,flipkart,66,
925,tcl,TRUE,FALSE,94999,4.75,75,miniled,3840,2160,TRUE,20,2,16,TRUE,flipkart,74,1
926,tcl,TRUE,FALSE,34990,4.35,55,led,3840,2160,TRUE,20,2,16,TRUE,amazon,50,1
927,thomson,FALSE,FALSE,7599,4.4,32,led,,768,FALSE,20,,,TRUE,flipkart,21,2
928,thomson,FALSE,FALSE,5599,4.6,24,led,,768,FALSE,20,,,TRUE,flipkart,19,2
929,haier,TRUE,FALSE,46990,4.6,55,qled,3840,2160,TRUE,30,2,32,TRUE,amazon,56,2
930,infinix,FALSE,FALSE,8999,4.6,32,qled,,768,TRUE,16,1,,TRUE,flipkart,35,2
931,haier,TRUE,FALSE,169999,4.65,65,oled,3840,2160,TRUE,50,3,32,TRUE,flipkart,81,2
932,onida,TRUE,FALSE,46990,4.45,55,led,3840,2160,FALSE,20,,16,TRUE,flipkart,47,1
933,samsung,TRUE,FALSE,59990,4.55,65,led,3840,2160,TRUE,20,,,TRUE,flipkart,58,1
934,samsung,TRUE,FALSE,161890,4.1,65,miniled,3840,2160,TRUE,40,,,TRUE,flipkart,77,2
935,xiaomi,TRUE,FALSE,32999,4.45,55,led,3840,2160,TRUE,30,2,32,TRUE,amazon,51,2
936,samsung,TRUE,FALSE,151999,4.6,65,oled,3840,2160,TRUE,40,,,TRUE,amazon,81,2
937,xiaomi,TRUE,FALSE,26499,4.15,43,led,3840,2160,TRUE,30,2,,TRUE,amazon,52,2
938,xiaomi,FALSE,TRUE,21999,4.65,43,led,1920,1080,TRUE,20,1,,TRUE,amazon,37,2
939,samsung,TRUE,FALSE,303390,4.65,75,miniled,3840,2160,TRUE,60,,,TRUE,croma,80,2
940,samsung,TRUE,FALSE,629900,4.75,85,miniled,3840,2160,TRUE,60,,,TRUE,flipkart,82,2
941,samsung,TRUE,FALSE,61000,4.7,50,qled,3840,2160,TRUE,20,,,TRUE,flipkart,56,2
942,tcl,TRUE,FALSE,66990,4,75,led,3840,2160,TRUE,30,2,16,TRUE,amazon,57,2
943,samsung,TRUE,FALSE,132490,4.75,75,qled,3840,2160,TRUE,20,,,TRUE,flipkart,67,1
944,samsung,TRUE,FALSE,233490,4.7,75,qled,3840,2160,TRUE,40,,,TRUE,croma,75,3
945,samsung,TRUE,FALSE,283390,4.05,85,qled,3840,2160,TRUE,20,,,TRUE,croma,71,2
946,tcl,TRUE,FALSE,49990,4,65,led,3840,2160,TRUE,10,2,16,TRUE,amazon,54,1
947,samsung,TRUE,FALSE,41990,4.1,55,led,3840,2160,TRUE,20,,,TRUE,amazon,54,1
948,toshiba,FALSE,FALSE,12990,4.5,32,qled,,768,TRUE,30,,,TRUE,amazon,37,2
949,samsung,FALSE,FALSE,15190,4.75,31.5,led,,768,TRUE,20,1,,TRUE,flipkart,37,1
950,realme,TRUE,FALSE,22899,4.75,43,led,3840,2160,TRUE,40,2,32,TRUE,flipkart,47,2
951,thomson,TRUE,FALSE,41999,4,65,qled,3840,2160,TRUE,60,2,16,TRUE,flipkart,55,2
952,thomson,TRUE,FALSE,27999,4.65,50,qled,3840,2160,TRUE,48,2,16,TRUE,flipkart,52,2
953,samsung,TRUE,FALSE,166990,4.05,65,miniled,,,TRUE,60,,,TRUE,amazon,75,2
954,thomson,TRUE,FALSE,30999,4.4,55,qled,3840,2160,TRUE,60,2,16,TRUE,flipkart,54,2
955,tcl,TRUE,FALSE,54090,4.55,65,qled,3840,2160,TRUE,20,2,16,TRUE,flipkart,60,2
956,samsung,TRUE,FALSE,41989,4.3,50,led,3840,2160,TRUE,20,,,TRUE,flipkart,53,1
957,samsung,TRUE,FALSE,42990,4.55,50,led,3840,2160,TRUE,20,,,TRUE,flipkart,54,1
958,samsung,TRUE,FALSE,59855,4.35,43,qled,3840,2160,TRUE,20,,,TRUE,flipkart,58,2
959,samsung,TRUE,FALSE,83690,4.75,65,qled,3840,2160,TRUE,20,,,TRUE,croma,61,1
960,samsung,TRUE,FALSE,130232,4.25,65,qled,3840,2160,TRUE,20,,,TRUE,flipkart,69,2
961,samsung,TRUE,FALSE,44955,4.4,50,qled,3840,2160,TRUE,20,,,TRUE,flipkart,55,1
962,lumio,TRUE,FALSE,32999,4.4,50,qled,3840,2160,TRUE,30,3,16,TRUE,amazon,58,3
963,haier,FALSE,FALSE,17490,4.3,32,led,,768,TRUE,20,,,TRUE,croma,37,2
964,uniboom,FALSE,FALSE,5190,4.45,24,led,,768,FALSE,30,,,TRUE,flipkart,20,2
965,uniboom,FALSE,FALSE,6490,4,24,led,,768,TRUE,30,,,TRUE,flipkart,31,2
966,vu,TRUE,FALSE,86990,4.45,75,qled,3840,2160,TRUE,24,3,16,TRUE,amazon,76,2
967,foxsky,FALSE,FALSE,6399,4.6,24,led,,768,TRUE,30,,,TRUE,flipkart,29,2
968,reliance,FALSE,TRUE,17490,4.55,43,led,1920,1080,TRUE,20,1,,TRUE,flipkart,35,2
969,toshiba,TRUE,FALSE,243999,4.5,100,qled,3840,2160,TRUE,60,,16,TRUE,flipkart,81,2
970,lg,TRUE,FALSE,99990,4,55,oled,3840,2160,TRUE,20,,,TRUE,flipkart,74,2
971,hyundai,TRUE,FALSE,30402,4,50,led,3840,2160,TRUE,20,2,16,TRUE,flipkart,44,2
972,toshiba,TRUE,FALSE,119999,4.2,85,led,3840,2160,TRUE,36,,16,TRUE,flipkart,70,2
973,onida,TRUE,FALSE,27002,4.35,43,qled,3840,2160,TRUE,20,2,16,TRUE,flipkart,53,2
974,blackdecker,TRUE,FALSE,34999,4.2,55,led,3840,2160,TRUE,30,2,16,TRUE,amazon,55,2
975,blackdecker,TRUE,FALSE,24999,4.25,43,led,3840,2160,TRUE,30,2,16,TRUE,amazon,52,2
976,reliance,FALSE,TRUE,19990,4.1,43,led,1920,1080,TRUE,24,5,,TRUE,flipkart,42,2
977,reliance,FALSE,FALSE,13715,4.1,32,qled,,768,TRUE,24,,,TRUE,flipkart,36,2
978,reliance,FALSE,FALSE,13410,4.45,32,led,,768,TRUE,24,5,,TRUE,flipkart,36,2
979,innoq,FALSE,TRUE,13990,4.05,43,led,1920,1080,TRUE,30,,,TRUE,flipkart,34,2
980,innoq,FALSE,FALSE,5090,4.55,24,led,,768,FALSE,30,,,TRUE,flipkart,20,2
981,acer,TRUE,FALSE,145999,4.5,85,qled,3840,2160,TRUE,60,2,16,TRUE,amazon,77,2
982,acer,TRUE,FALSE,100999,4.35,75,qled,3840,2160,TRUE,60,2,16,TRUE,amazon,73,2
983,aiwa,TRUE,FALSE,39548,4.75,55,qled,3840,2160,TRUE,24,2,16,TRUE,flipkart,55,2
984,tseries,FALSE,FALSE,11710,4.7,32,qled,,768,FALSE,20,5,,TRUE,flipkart,37,2
985,onida,FALSE,FALSE,12900,4.5,32,led,,768,TRUE,20,5,,TRUE,flipkart,36,2
986,haier,TRUE,FALSE,56299,4.1,55,qled,3840,2160,TRUE,30,3,32,TRUE,flipkart,62,2
987,acer,TRUE,FALSE,72999,4.1,55,led,3840,2160,TRUE,36,2,16,TRUE,flipkart,55,2
