,index,brand,ultra_hd,full_hd,Price,Rating,inches,display_type,wifi,rom,hdmi_port,value_score,smart_features,Company_amazon,Company_croma,Company_flipkart,brand_score,ppi,resolution_width,resolution_height,fast_charging,ram,usb_port,Spec_Score,size_category,charging_category
126,127,marq,0,1,12999,4.5,43.0,led,1,19.2,1,0.011077775213477959,4.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0
127,128,panasonic,1,0,21999,4.35,43.0,led,1,16.0,1,0.009886813036956224,4.0,0.0,1.0,0.0,8.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
128,129,sony,1,0,34999,4.05,43.0,led,1,22.4,1,0.005670162004628703,3.0,0.0,1.0,0.0,10.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0
129,130,samsung,0,0,13990,4.4,32.0,led,1,16.0,1,0.009749821300929235,3.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
130,131,kodak,0,1,15999,4.25,40.0,qled,1,19.2,1,0.011156947309206825,4.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0
131,132,lg,1,0,44999,4.2,43.0,miniled,1,19.2,1,0.005133447409942443,3.0,0.0,0.0,1.0,10.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0
132,133,lg,1,0,112990,4.6,65.0,miniled,1,44.8,1,0.003175502256836888,4.0,0.0,1.0,0.0,10.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0
133,134,lg,1,0,112890,4.75,48.0,oled,1,57.6,1,0.003324032243777128,4.0,0.0,1.0,0.0,10.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,2.0
134,135,lg,1,0,436990,4.35,77.0,oled,1,44.8,1,0.0008660381244422069,5.0,0.0,1.0,0.0,10.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0
135,136,tcl,1,0,34990,4.35,55.0,led,0,25.5,0,0.006750717783094052,1.8052738336714,0.0,1.0,0.0,8.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0
136,137,tcl,1,0,38990,4.15,50.0,qled,1,16.0,1,0.0061733777891767126,4.0,0.0,1.0,0.0,8.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
137,138,tcl,1,0,54990,4.25,65.0,led,1,16.0,1,0.004173486088379705,4.0,1.0,0.0,0.0,8.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0
138,139,tcl,1,0,52990,4.2,55.0,qled,1,32.0,1,0.005468956406869221,3.0,0.0,1.0,0.0,8.0,3.0,1.0,2.0,1.0,2.0,0.0,4.0,1.0,2.0
139,140,tcl,1,0,69990,4.55,65.0,qled,1,32.0,1,0.004745677953993427,3.0,0.0,1.0,0.0,8.0,2.0,1.0,2.0,1.0,2.0,0.0,4.0,1.0,2.0
140,141,tcl,1,0,41990,4.4,55.0,qled,1,16.0,1,0.006182424386758752,3.0,1.0,0.0,0.0,8.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0
141,142,tcl,1,0,32990,4.3,43.0,qled,1,16.0,1,0.007299181570172779,3.0,1.0,0.0,0.0,8.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0
142,143,samsung,1,0,62990,4.55,65.0,led,1,28.8,1,0.0045507223368788695,3.0,1.0,0.0,0.0,10.0,2.0,1.0,2.0,2.0,1.0,0.0,3.0,1.0,2.0
143,144,samsung,1,0,62990,4.0,55.0,miniled,1,22.4,1,0.0038736307350373074,3.0,0.0,1.0,0.0,10.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0
144,145,tcl,1,0,51999,4.65,55.0,qled,1,32.0,1,0.005991461374257197,3.0,0.0,0.0,1.0,8.0,3.0,1.0,2.0,2.0,2.0,0.0,4.0,1.0,1.0
145,146,motorola,1,0,109999,4.1,85.0,miniled,1,64.0,1,0.0028327530250275,5.0,0.0,0.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,0.0,2.0
146,147,realme,0,1,18199,4.45,40.0,qled,1,19.2,1,0.010758832902906754,4.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0
147,148,samsung,1,0,31490,4.3,43.0,led,1,25.6,1,0.007373769450619244,3.0,0.0,0.0,1.0,10.0,4.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0
148,149,toshiba,1,0,39990,4.6,55.0,led,1,19.2,1,0.006096524131032757,5.0,1.0,0.0,0.0,8.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0
149,150,samsung,1,0,44990,4.2,55.0,led,1,32.0,1,0.00550789064236497,3.0,1.0,0.0,0.0,10.0,3.0,1.0,2.0,2.0,1.0,0.0,3.0,1.0,2.0
150,151,croma,1,0,38990,4.2,55.0,qled,1,32.0,1,0.006247755834829444,4.0,0.0,1.0,0.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
151,152,lg,1,0,140490,4.65,55.0,oled,1,57.6,1,0.002647875293615204,4.0,0.0,1.0,0.0,10.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0
152,153,lg,1,0,68490,4.55,55.0,miniled,1,22.4,1,0.004451014746678346,3.0,0.0,1.0,0.0,10.0,3.0,1.0,2.0,1.0,1.0,0.0,4.0,1.0,2.0
153,154,vw,1,0,25999,4.5,50.0,qled,1,32.0,1,0.009346513327435671,4.0,1.0,0.0,0.0,,4.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0
154,155,lg,0,0,18390,4.0,32.0,led,1,16.0,1,0.007830342577487765,3.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
155,156,lg,1,0,44190,4.2,50.0,led,1,19.2,1,0.005227427019687712,3.0,0.0,1.0,0.0,10.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0
156,157,samsung,1,0,126990,4.2,55.0,micro,1,25.6,1,0.0024805102763997165,4.0,0.0,0.0,1.0,10.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0
157,158,lg,1,0,45999,4.05,55.0,led,1,19.2,1,0.004842496576012522,3.0,1.0,0.0,0.0,10.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0
158,159,lg,0,0,17690,4.55,32.0,led,1,16.0,1,0.009773883550028265,3.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
159,160,lg,0,0,18999,4.45,32.0,led,1,16.0,1,0.008432022738038844,3.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
160,161,lg,1,0,96999,4.35,65.0,miniled,1,16.0,1,0.0033185909133083844,3.0,1.0,0.0,0.0,10.0,2.0,1.0,2.0,1.0,1.0,0.0,4.0,1.0,2.0
161,162,motorola,0,0,11699,4.75,32.0,qled,1,16.0,1,0.01664672194204633,4.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0
162,163,motorola,1,0,32999,4.7,55.0,qled,1,32.0,1,0.008830570623352223,4.0,0.0,0.0,1.0,7.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0
163,164,xiaomi,1,0,71999,4.7,65.0,miniled,1,32.0,1,0.004373671856553563,3.0,1.0,0.0,0.0,8.0,2.0,1.0,2.0,2.0,1.0,0.0,4.0,1.0,1.0
164,165,acerpure,1,0,22999,4.7,42.52,qled,1,32.0,1,0.01144397582503587,4.0,0.0,0.0,1.0,5.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0
165,166,foxsky,0,1,11999,4.5,40.0,qled,1,19.2,1,0.013501125093757813,4.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0
166,167,xiaomi,1,0,75975,4.35,75.0,qled,1,32.0,1,0.0038933859822309963,4.0,0.0,0.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0
167,168,lg,1,0,84990,4.3,55.0,miniled,1,28.8,1,0.003389810565948935,4.0,0.0,0.0,1.0,10.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0
168,169,foxsky,1,0,20499,4.1,43.0,miniled,0,22.4,1,0.00900043904580711,3.0,0.0,0.0,1.0,4.0,4.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0
169,170,philips,1,0,57999,4.7,65.0,miniled,1,32.0,1,0.005510439835169572,4.0,1.0,0.0,0.0,8.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0
170,171,vw,1,0,21999,4.65,43.0,qled,1,16.0,1,0.010568662211918725,4.0,0.0,0.0,1.0,,4.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0
171,172,hisense,1,0,27490,4.2,43.0,qled,1,16.0,1,0.008555838486722445,4.0,0.0,0.0,1.0,8.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0
172,173,hisense,1,0,159999,4.75,75.0,miniled,1,35.2,1,0.0024937655860349127,4.0,1.0,0.0,0.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,0.0
173,174,vw,1,0,23799,4.0,55.0,qled,1,16.0,1,0.008403714441783268,4.0,0.0,0.0,1.0,,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0
174,175,thomson,1,0,32999,4.55,55.0,qled,1,32.0,1,0.008272977969029364,4.0,0.0,0.0,1.0,7.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,0.0
175,176,hisense,1,0,28990,4.2,43.0,qled,1,16.0,1,0.0072438771990341495,4.0,1.0,0.0,0.0,8.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0
176,177,acer,1,0,22999,4.3,43.0,led,1,16.0,1,0.009535197182486195,4.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0
177,178,acerpure,1,0,53999,4.25,75.0,qled,1,16.0,1,0.005273245800848164,4.0,0.0,0.0,1.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0
178,179,blaupunkt,1,0,18499,4.1,43.0,qled,1,22.4,1,0.009530244878101519,4.0,0.0,0.0,1.0,6.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0
179,180,acerpure,1,0,29999,4.6,55.0,qled,1,16.0,1,0.009200306676889229,4.0,0.0,0.0,1.0,5.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0
180,181,panasonic,0,0,13999,4.1,32.0,led,1,16.0,1,0.010250732195156797,3.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0
181,182,tcl,0,1,29990,4.7,50.0,qled,1,19.2,1,0.0073657885961987335,4.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
182,183,realme,1,0,31499,4.05,55.0,qled,1,22.4,1,0.0061716244960157455,4.0,0.0,0.0,1.0,7.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0
183,184,vu,1,0,28599,4.75,50.0,qled,1,16.0,1,0.010131473128431065,4.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
184,185,xiaomi,0,0,13999,4.5,32.0,led,1,16.0,1,0.010607900564326023,4.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
185,186,tcl,1,0,79999,4.2,55.0,miniled,1,64.0,1,0.003727546594332429,3.0,0.0,0.0,1.0,8.0,3.0,1.0,2.0,1.0,2.0,0.0,4.0,1.0,2.0
186,187,philips,1,0,34999,4.25,50.0,qled,1,32.0,1,0.007285922454927284,4.0,1.0,0.0,0.0,8.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0
187,188,tcl,1,0,229999,4.55,85.0,miniled,1,64.0,1,0.0015430501871747267,4.0,0.0,0.0,1.0,8.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,0.0,1.0
188,189,xiaomi,0,0,12999,4.15,32.0,qled,1,16.0,1,0.01277021309331487,4.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0
189,190,tcl,1,0,68656,4.65,65.0,miniled,1,19.2,1,0.004470111862036822,3.4,0.0,0.0,1.0,8.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0
190,191,coocaa,0,0,8999,4.6,32.0,qled,1,16.0,1,0.019424380486720745,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0
191,192,lg,1,0,38990,4.55,50.0,led,1,19.2,1,0.005951526032315978,3.0,0.0,0.0,1.0,10.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0
192,193,tcl,1,0,44999,4.05,55.0,miniled,1,25.6,1,0.00531011800262228,3.0,0.0,0.0,1.0,8.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0
193,194,hisense,1,0,49999,4.3,65.0,qled,1,25.6,1,0.005762115242304845,4.0,0.0,0.0,1.0,8.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0
194,195,hisense,1,0,99999,4.3,75.0,miniled,1,44.8,1,0.003354033540335403,4.0,1.0,0.0,0.0,8.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0
195,196,sony,1,0,121990,4.65,75.0,led,1,16.0,1,0.0025538978604803674,4.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0
196,197,hisense,1,0,26999,4.35,43.0,qled,1,28.8,1,0.009505907626208378,4.0,1.0,0.0,0.0,8.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0
197,198,tcl,1,0,27990,4.4,43.0,led,1,16.0,1,0.007545551982851019,3.0,1.0,0.0,0.0,8.0,4.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0
198,199,tcl,1,0,63999,4.75,65.0,miniled,1,16.0,1,0.00512117376834013,3.0,0.0,0.0,1.0,8.0,2.0,1.0,2.0,3.0,1.0,0.0,4.0,1.0,1.0
199,200,sony,1,0,65990,4.6,55.0,led,1,16.0,1,0.003903621760872859,4.0,1.0,0.0,0.0,10.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
200,201,motorola,1,0,32999,4.35,55.0,qled,1,32.0,1,0.00751386405648656,4.0,0.0,0.0,1.0,7.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0
201,202,haier,1,0,66990,4.25,55.0,miniled,1,32.0,1,0.004377519032691447,4.0,0.0,1.0,0.0,7.0,3.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0
202,203,motorola,1,0,45999,4.05,65.0,qled,1,32.0,1,0.005282723537468206,4.0,0.0,0.0,1.0,7.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0
203,204,samsung,1,0,28990,4.05,43.0,led,1,19.2,1,0.00726457399103139,3.0,0.0,0.0,1.0,10.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0
204,205,xiaomi,1,0,23999,4.4,43.0,led,1,32.0,1,0.008800366681945082,4.0,1.0,0.0,0.0,8.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
205,206,samsung,1,0,198890,4.4,65.0,oled,1,41.6,1,0.0018361908592689428,6.0,0.0,1.0,0.0,10.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,0.0
206,207,samsung,0,0,15989,4.5,32.0,led,1,16.0,1,0.010413409218837951,3.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
207,208,samsung,1,0,102999,4.2,65.0,miniled,1,32.0,1,0.0028951737395508693,4.0,0.0,0.0,1.0,10.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0
208,209,xiaomi,1,0,36999,4.7,55.0,led,1,22.4,1,0.006986675315549069,4.0,1.0,0.0,0.0,8.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0
209,210,samsung,1,0,104999,4.55,55.0,oled,1,38.4,1,0.003380032190782769,4.0,0.0,0.0,1.0,10.0,3.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0
210,211,samsung,1,0,172491,4.6,65.0,miniled,1,35.2,1,0.0020534404693578214,4.0,0.0,0.0,1.0,10.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0
211,212,hisense,1,0,40999,4.55,55.0,qled,1,28.8,1,0.007435547208468498,4.0,1.0,0.0,0.0,8.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0
212,213,tcl,1,0,25900,4.5,43.0,led,1,19.2,1,0.007992277992277991,3.0,0.0,0.0,1.0,8.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0
213,214,iffalcon,1,0,39999,4.2,65.0,led,1,16.0,1,0.005355133878346959,3.0,0.0,0.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0
214,215,tcl,0,1,20990,4.05,40.0,qled,1,19.2,1,0.008103858980466888,3.0,1.0,0.0,0.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0
215,216,tcl,1,0,40999,4.7,55.0,qled,1,16.0,1,0.006992853484231323,3.0,0.0,0.0,1.0,8.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0
216,217,iffalcon,0,1,18999,4.7,40.0,led,1,19.2,1,0.009400494762882256,3.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
217,218,samsung,1,0,52490,4.7,55.0,qled,1,19.2,1,0.005014288435892551,3.0,1.0,0.0,0.0,10.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0
218,219,samsung,1,0,30590,4.2,43.0,led,1,19.2,1,0.006864988558352402,3.0,0.0,1.0,0.0,10.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0
219,220,samsung,1,0,39852,4.6,43.0,qled,1,22.4,1,0.006233062330623306,3.0,0.0,0.0,1.0,10.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0
220,221,lumio,1,0,28999,4.7,43.0,qled,1,16.0,1,0.009238249594813615,5.0,0.0,0.0,1.0,,4.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0
221,222,xiaomi,1,0,55999,4.25,65.0,qled,1,32.0,1,0.005084912230575546,4.0,1.0,0.0,0.0,8.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0
222,223,tcl,0,0,14990,4.0,32.0,qled,1,16.0,1,0.010406937958639093,4.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
223,224,thomson,0,0,6799,4.3,24.0,led,1,16.0,1,0.019605824385939104,4.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0
224,225,lg,0,0,15990,4.1,32.0,led,1,16.0,1,0.008974358974358974,3.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
225,226,thomson,1,0,18999,4.1,43.0,qled,1,22.4,1,0.00992683825464498,4.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0
226,227,foxsky,1,0,27999,4.45,55.0,qled,1,16.0,1,0.009853923354405516,4.0,1.0,0.0,0.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0
227,228,vu,1,0,49990,4.15,55.0,qled,1,16.0,1,0.005728145629125826,4.0,1.0,0.0,0.0,7.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0
228,229,foxsky,0,0,8999,4.1,32.0,qled,1,16.0,1,0.017768640960106677,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0
229,230,infinix,1,0,19999,4.25,43.0,qled,1,16.0,1,0.010413020651032551,4.0,0.0,0.0,1.0,6.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0
230,231,acer,1,0,26999,4.75,43.0,qled,1,16.0,1,0.010028149190710767,4.0,1.0,0.0,0.0,7.0,4.0,1.0,2.0,3.0,1.0,1.0,3.0,0.0,1.0
231,232,realme,1,0,35999,4.15,65.0,led,1,16.0,1,0.005764049001361149,4.0,0.0,0.0,1.0,7.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0
232,233,realme,1,0,28999,4.25,50.0,qled,1,16.0,1,0.00791406600227594,4.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0
233,234,realme,1,0,18299,4.15,43.0,led,1,16.0,1,0.010205475709055141,4.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0
234,235,sony,1,0,77990,4.6,55.0,led,1,16.0,1,0.003715861007821515,4.0,1.0,0.0,0.0,10.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
235,236,haier,1,0,50400,4.55,65.0,qled,1,32.0,1,0.005958333333333334,4.0,0.0,0.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
236,237,sony,1,0,149990,4.6,55.0,miniled,1,32.0,1,0.0024534968997933196,4.0,0.0,0.0,1.0,10.0,3.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0
237,238,haier,1,0,33990,4.35,43.0,qled,1,32.0,1,0.007806707855251544,4.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,2.0
238,239,motorola,1,0,28999,4.55,50.0,miniled,1,16.0,1,0.008629607917514397,4.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
239,240,samsung,1,0,25999,4.3,43.0,led,1,22.4,1,0.008104157852225085,3.0,0.0,0.0,1.0,10.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0
240,241,lg,1,0,94990,4.1,55.0,oled,1,25.6,1,0.0031076955468996737,5.0,0.0,0.0,1.0,10.0,3.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0
241,242,hisense,1,0,21199,4.7,43.0,qled,1,16.0,1,0.012193971413745931,4.0,0.0,0.0,1.0,8.0,4.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0
242,243,panasonic,1,0,26299,4.55,43.0,led,1,16.0,1,0.008823529411764706,4.0,0.0,1.0,0.0,8.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0
243,244,foxsky,0,1,8299,4.4,32.0,led,1,19.2,1,0.01643571514640318,4.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0
244,245,marq,0,1,8999,4.6,32.0,led,1,19.2,1,0.015846205133903765,4.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0
245,246,lg,1,0,25999,4.55,43.0,led,1,28.8,1,0.008575329820377706,4.0,0.0,0.0,1.0,10.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
246,247,xiaomi,1,0,29999,4.4,50.0,led,1,16.0,1,0.007920264008800294,4.0,0.0,1.0,0.0,8.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0
247,248,xiaomi,1,0,24999,4.15,43.0,led,1,16.0,1,0.008798351934077363,4.0,0.0,1.0,0.0,8.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0
248,249,blaupunkt,1,0,17999,4.15,49.0,led,1,22.4,1,0.00968387132618479,4.0,0.0,0.0,1.0,6.0,4.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0
249,250,samsung,1,0,93990,4.45,55.0,qled,1,32.0,1,0.003361527822108735,4.0,0.0,1.0,0.0,10.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0
250,251,ifflacon,1,0,44999,4.45,65.0,led,1,19.2,1,0.005142336496366586,3.0,0.0,0.0,1.0,,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0
251,252,akai,0,1,21490,4.05,43.0,led,0,19.2,1,0.007161470451372731,2.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0
252,253,ifflacon,1,0,26999,4.25,43.0,led,1,22.4,1,0.00755583540131116,3.0,0.0,0.0,1.0,,4.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0
253,254,kodak,0,1,17999,4.05,43.0,qled,1,19.2,1,0.009450525029168287,4.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0
254,255,kodak,0,0,11999,4.35,32.0,qled,1,16.0,1,0.01377614801233436,4.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0
255,256,lg,1,0,139999,4.1,75.0,miniled,1,44.8,1,0.0022843020307287904,3.0,0.0,0.0,1.0,10.0,1.0,1.0,2.0,1.0,2.0,0.0,4.0,1.0,2.0
256,257,lg,1,0,303390,4.0,86.0,miniled,1,51.2,1,0.0010679323642835954,4.0,0.0,1.0,0.0,10.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,2.0
257,258,sony,1,0,295690,4.25,85.0,led,1,38.4,1,0.001106733403226352,4.0,0.0,1.0,0.0,10.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,2.0
258,259,tcl,1,0,84990,4.5,75.0,qled,1,16.0,1,0.0035474761736674905,4.0,0.0,1.0,0.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0
259,260,tcl,1,0,31990,4.15,43.0,led,1,22.4,1,0.006226945920600188,3.6,1.0,0.0,0.0,8.0,4.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0
260,261,samsung,1,0,316990,4.25,75.0,micro,1,44.8,1,0.001099403766680337,4.0,0.0,1.0,0.0,10.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0
261,262,tcl,1,0,39990,4.65,55.0,led,1,22.4,1,0.005930232558139535,3.6,1.0,0.0,0.0,8.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0
262,263,tcl,1,0,58990,4.55,65.0,qled,1,16.0,1,0.004782166468893032,3.0,1.0,0.0,0.0,8.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0
263,264,lg,1,0,181490,4.0,55.0,oled,1,44.8,1,0.0017852223262989696,5.0,0.0,1.0,0.0,10.0,3.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0
264,265,lg,1,0,409990,4.75,77.0,oled,1,51.2,1,0.0009384375228664114,4.0,0.0,1.0,0.0,10.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0
265,266,samsung,1,0,122490,4.75,48.0,oled,1,57.6,1,0.003063515389011348,4.0,0.0,1.0,0.0,10.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,2.0
