,index,brand,ultra_hd,full_hd,Price,Rating,inches,display_type,wifi,rom,hdmi_port,value_score,smart_features,Company_amazon,Company_croma,Company_flipkart,brand_score,ppi,resolution_width,resolution_height,fast_charging,ram,usb_port,Spec_Score,size_category,charging_category
266,267,samsung,1,0,100990,4.45,55.0,qled,1,25.6,1,0.0031725913456777904,4.0,0.0,1.0,0.0,10.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0
267,268,samsung,1,0,54790,4.4,55.0,led,1,25.6,1,0.004657784267202044,3.0,0.0,1.0,0.0,10.0,3.0,1.0,2.0,2.0,1.0,0.0,3.0,1.0,2.0
268,269,samsung,1,0,60990,4.5,50.0,qled,1,22.4,1,0.004131824889326119,4.0,0.0,1.0,0.0,10.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
269,270,samsung,1,0,208990,4.25,85.0,led,1,38.4,1,0.001443848987989856,3.0,0.0,1.0,0.0,10.0,1.0,1.0,2.0,1.0,2.0,0.0,4.0,0.0,2.0
270,271,samsung,1,0,44990,4.4,55.0,led,1,25.6,1,0.005574572127139365,3.0,0.0,0.0,1.0,10.0,3.0,1.0,2.0,2.0,1.0,0.0,3.0,1.0,2.0
271,272,lg,1,0,201690,4.4,85.0,led,1,35.2,1,0.0015270960384748873,3.0,0.0,1.0,0.0,10.0,1.0,1.0,2.0,1.0,2.0,0.0,4.0,0.0,2.0
272,273,tcl,1,0,89999,4.6,75.0,qled,1,32.0,1,0.0037311525683618703,3.0,0.0,0.0,1.0,8.0,1.0,1.0,2.0,2.0,2.0,0.0,4.0,1.0,1.0
273,274,samsung,1,0,144999,4.3,65.0,oled,1,38.4,1,0.0022834640238898196,4.0,0.0,0.0,1.0,10.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0
274,275,vw,1,0,39999,4.45,65.0,qled,1,32.0,1,0.00634140853521338,4.0,1.0,0.0,0.0,,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0
275,276,hisense,0,1,21999,4.6,43.0,qled,1,19.2,1,0.009409518614482476,4.0,0.0,0.0,1.0,8.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0
276,277,motorola,1,0,55999,4.55,65.0,miniled,1,64.0,1,0.005525098662476116,5.0,0.0,0.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0
277,278,croma,0,0,11990,4.5,32.0,led,1,16.0,1,0.014261884904086738,4.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
278,279,samsung,1,0,144490,4.45,55.0,oled,1,57.6,1,0.002463838327911966,4.0,0.0,1.0,0.0,10.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0
279,280,samsung,1,0,103790,4.4,65.0,miniled,1,32.0,1,0.003094710473070624,3.0,0.0,1.0,0.0,10.0,2.0,1.0,2.0,1.0,1.0,0.0,4.0,1.0,2.0
280,281,samsung,1,0,153790,4.65,75.0,miniled,1,28.8,1,0.002237466675336498,3.0,0.0,1.0,0.0,10.0,1.0,1.0,2.0,1.0,1.0,0.0,4.0,1.0,2.0
281,282,samsung,1,0,102990,4.35,75.0,miniled,1,35.2,1,0.002956597727934751,3.0,0.0,0.0,1.0,10.0,1.0,1.0,2.0,1.0,2.0,0.0,4.0,1.0,2.0
282,283,lg,1,0,39999,4.75,50.0,led,1,19.2,1,0.006175154378859471,3.0,1.0,0.0,0.0,10.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0
283,284,samsung,1,0,70990,4.25,55.0,qled,1,16.0,1,0.0037716579799971827,4.0,1.0,0.0,0.0,10.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
284,285,lg,1,0,194990,4.0,65.0,oled,1,44.8,1,0.0016000820554900252,4.0,0.0,1.0,0.0,10.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0
285,286,samsung,1,0,50490,4.15,50.0,miniled,1,25.6,1,0.004849475143592791,3.0,0.0,1.0,0.0,10.0,4.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0
286,287,samsung,1,0,88990,4.0,65.0,miniled,1,22.4,1,0.0029666254635352285,3.0,1.0,0.0,0.0,10.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0
287,288,samsung,1,0,233390,4.2,85.0,miniled,1,32.0,1,0.0013136809631946527,3.0,0.0,1.0,0.0,10.0,1.0,1.0,2.0,1.0,1.0,0.0,4.0,0.0,2.0
288,289,lg,1,0,102290,4.5,65.0,miniled,1,32.0,1,0.0032114576204907617,3.0,0.0,1.0,0.0,10.0,2.0,1.0,2.0,1.0,1.0,0.0,4.0,1.0,2.0
289,290,samsung,1,0,120990,4.75,75.0,miniled,1,35.2,1,0.002748161005041739,3.0,1.0,0.0,0.0,10.0,1.0,1.0,2.0,1.0,2.0,0.0,4.0,1.0,2.0
290,291,samsung,1,0,434990,4.65,77.0,oled,1,41.6,1,0.0009300213798018346,5.0,0.0,1.0,0.0,10.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,0.0
291,292,reliance,0,0,10490,4.0,32.0,led,1,16.0,1,0.011439466158245948,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
292,293,samsung,1,0,86990,4.75,55.0,qled,1,19.2,1,0.003221634670651799,4.0,0.0,1.0,0.0,10.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
293,294,samsung,1,0,189990,4.1,75.0,qled,1,35.2,1,0.0016832464866571922,4.0,0.0,1.0,0.0,10.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0
294,295,samsung,1,0,133490,4.75,65.0,qled,1,28.8,1,0.0027043224211551428,4.0,0.0,1.0,0.0,10.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0
295,296,lg,0,0,17499,4.75,32.0,led,1,16.0,1,0.009500542888165039,3.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
296,297,samsung,1,0,192990,4.7,65.0,oled,1,51.2,1,0.0019969946629359034,4.0,0.0,0.0,1.0,10.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0
297,298,hisense,1,0,31990,4.5,50.0,led,1,22.4,1,0.007314785870584557,4.0,1.0,0.0,0.0,8.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0
298,299,hisense,1,0,26990,4.4,43.0,led,1,22.4,1,0.008314190440904038,4.0,1.0,0.0,0.0,8.0,4.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0
299,300,toshiba,0,0,15990,4.15,32.0,qled,1,16.0,1,0.010900562851782364,4.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0
300,301,realme,1,0,22499,4.2,43.0,led,1,32.0,1,0.008587048313258367,4.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0
301,302,haier,1,0,45990,4.6,55.0,led,1,19.2,1,0.0045009784735812125,4.0,0.0,0.0,1.0,7.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
302,303,realme,0,0,11199,4.3,32.0,qled,1,16.0,1,0.01612643986070185,4.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0
303,304,xiaomi,1,0,99999,4.3,75.0,miniled,1,32.0,1,0.003053030530305303,3.0,0.0,0.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,0.0,4.0,1.0,1.0
304,305,realme,1,0,23499,4.15,43.0,qled,1,16.0,1,0.009536576024511682,4.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0
305,306,philips,1,0,89999,4.2,75.0,miniled,1,32.0,1,0.0034067045189390996,4.0,1.0,0.0,0.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0
306,307,foxsky,1,0,64999,4.65,75.0,miniled,0,19.2,1,0.003934675918091048,3.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0
307,308,onida,1,0,30999,4.3,55.0,led,1,19.2,1,0.005964708538985129,4.0,1.0,0.0,0.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
308,309,onida,1,0,24499,4.25,43.0,qled,1,19.2,1,0.007459488142373158,4.0,1.0,0.0,0.0,6.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
309,310,bush,0,0,8499,4.0,32.0,qled,1,16.0,1,0.015531238969290505,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0
310,311,bush,0,0,8299,4.2,32.0,led,1,16.0,1,0.01568863718520304,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0
311,312,bush,1,0,19999,4.65,43.0,led,1,22.4,1,0.009300465023251162,4.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0
312,313,vw,1,0,55199,4.15,75.0,qled,1,16.0,1,0.0042854037210819035,4.0,0.0,0.0,1.0,,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0
313,314,lg,1,0,31990,4.15,43.0,led,1,19.2,1,0.00596748984057518,4.0,0.0,0.0,1.0,10.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
314,315,lg,1,0,189999,4.35,75.0,miniled,1,28.8,1,0.0016942194432602276,4.0,0.0,0.0,1.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0
315,316,uniboom,0,0,6990,4.7,24.0,led,1,16.0,1,0.02017167381974249,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
316,317,rgl,0,1,17987,4.25,40.0,led,1,19.2,1,0.008506143325735254,4.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0
317,318,onida,1,0,45999,4.45,65.0,led,1,19.2,1,0.005320767842779191,3.0,0.0,0.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0
318,319,onida,1,0,29499,4.35,50.0,led,1,19.2,1,0.0073731312925861886,3.0,0.0,0.0,1.0,6.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0
319,320,onida,1,0,32499,4.55,55.0,led,1,19.2,1,0.00728022400689252,3.0,0.0,0.0,1.0,6.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0
320,321,croma,0,0,9990,4.15,32.0,led,1,16.0,1,0.01287787787787788,4.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
321,322,onida,1,0,36499,4.25,55.0,qled,1,19.2,1,0.006753609687936655,4.0,1.0,0.0,0.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
322,323,wobble,1,0,32999,4.45,55.0,led,1,16.0,1,0.007012333707082033,4.0,0.0,0.0,1.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0
323,324,foxsky,1,0,25999,4.55,50.0,miniled,0,22.4,1,0.008225316358321473,3.0,0.0,0.0,1.0,4.0,4.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0
324,325,foxsky,1,0,30999,4.3,55.0,miniled,0,22.4,1,0.006658279299332236,3.0,0.0,0.0,1.0,4.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0
325,326,foxsky,1,0,43999,4.55,65.0,miniled,0,22.4,1,0.005273983499624991,3.0,0.0,0.0,1.0,4.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0
326,327,realme,1,0,28999,4.0,50.0,led,1,32.0,1,0.006482982171799027,4.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
327,328,motorola,1,0,24599,4.3,43.0,qled,1,32.0,1,0.0082157811293142,4.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0
328,329,elista,1,0,27021,4.05,50.0,led,1,16.0,1,0.006744754080159876,4.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
329,330,haier,0,0,15990,4.3,32.0,led,1,16.0,1,0.008874296435272046,4.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
330,331,haier,1,0,36490,4.6,50.0,led,1,32.0,1,0.006303096738832556,4.0,1.0,0.0,0.0,7.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
331,332,haier,1,0,29490,4.6,43.0,led,1,32.0,1,0.007487283825025432,4.0,1.0,0.0,0.0,7.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
332,333,coocaa,1,0,45999,4.2,65.0,miniled,1,32.0,1,0.0058436052957672995,4.0,1.0,0.0,0.0,5.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0
333,334,panasonic,1,0,48990,4.45,55.0,led,1,16.0,1,0.005540926719738722,4.0,0.0,0.0,1.0,8.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
334,335,hisense,1,0,39190,4.35,55.0,qled,1,16.0,1,0.006659862209747384,4.0,0.0,0.0,1.0,8.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0
335,336,hisense,1,0,53890,4.15,65.0,qled,1,16.0,1,0.004851549452588607,4.0,0.0,0.0,1.0,8.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0
336,337,vzy,1,0,27500,4.55,43.0,qled,1,16.0,1,0.008934545454545454,4.0,1.0,0.0,0.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0
337,338,kodak,1,0,57999,4.75,65.0,miniled,1,19.2,1,0.00548716357178572,4.0,1.0,0.0,0.0,6.0,2.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0
338,339,haier,1,0,129990,4.25,75.0,miniled,1,64.0,1,0.0026809754596507423,4.0,1.0,0.0,0.0,7.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0
339,340,vzy,0,0,15990,4.2,32.0,led,1,16.0,1,0.009455909943714823,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
340,341,panasonic,1,0,66980,4.65,65.0,led,1,16.0,1,0.0041654225141833385,4.0,0.0,0.0,1.0,8.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
341,342,vzy,1,0,29725,4.45,43.0,qled,0,16.0,1,0.00823380992430614,3.0,0.0,0.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0
342,343,acerpure,1,0,209999,4.7,100.0,qled,1,32.0,1,0.0017904847165938886,4.0,0.0,0.0,1.0,5.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,0.0,1.0
343,344,vzy,1,0,38500,4.2,55.0,qled,0,16.0,1,0.006,3.0,1.0,0.0,0.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0
344,345,onida,1,0,43999,4.45,50.0,miniled,1,25.6,1,0.00576490374781245,4.0,1.0,0.0,0.0,6.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0
345,346,toshiba,1,0,32990,4.0,50.0,qled,1,16.0,1,0.0067899363443467715,4.0,1.0,0.0,0.0,8.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
346,347,toshiba,1,0,31990,4.7,43.0,qled,1,16.0,1,0.008080650203188497,4.0,1.0,0.0,0.0,8.0,4.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0
347,348,acer,0,0,11999,4.5,32.0,led,1,16.0,1,0.012376031335944662,4.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0
348,349,onida,1,0,29499,4.45,55.0,led,1,19.2,1,0.006939218278585716,4.0,0.0,0.0,1.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
349,350,blaupunkt,1,0,33999,4.5,55.0,qled,1,32.0,1,0.007279625871349157,4.0,0.0,0.0,1.0,6.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0
350,351,thomson,1,0,44999,4.0,65.0,qled,1,32.0,1,0.005689015311451366,4.0,0.0,0.0,1.0,7.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,0.0
351,352,blaupunkt,1,0,45999,4.2,65.0,qled,1,32.0,1,0.005295767299289116,4.0,0.0,0.0,1.0,6.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,0.0
352,353,kodak,1,0,32999,4.45,55.0,qled,1,22.4,1,0.007686596563532228,4.0,0.0,0.0,1.0,6.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,0.0
353,354,thomson,1,0,64999,4.65,75.0,qled,1,32.0,1,0.004793150663856367,4.0,0.0,0.0,1.0,7.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,0.0
354,355,blaupunkt,1,0,65999,4.35,75.0,qled,1,32.0,1,0.004218245730995924,4.0,0.0,0.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,0.0
355,356,lg,1,0,48990,4.65,55.0,led,1,19.2,1,0.004935701163502756,3.0,0.0,0.0,1.0,10.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0
356,357,acer,0,0,13499,4.2,32.0,qled,1,16.0,1,0.013378768797688718,4.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0
357,358,acer,1,0,23999,4.75,43.0,qled,1,16.0,1,0.010885870244593525,4.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0
358,359,acer,1,0,33999,4.05,55.0,qled,1,16.0,1,0.006670784434836318,4.0,1.0,0.0,0.0,7.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0
359,360,philips,1,0,72999,4.4,75.0,qled,1,16.0,1,0.004038411485088837,4.0,0.0,0.0,1.0,8.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0
360,361,wobble,0,1,15999,4.7,40.0,led,1,16.0,1,0.01116319769985624,4.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0
361,362,wobble,0,0,11999,4.0,32.0,led,1,16.0,1,0.012001000083340279,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0
362,363,croma,1,0,29990,4.0,55.0,led,1,16.0,1,0.006135378459486495,4.0,0.0,1.0,0.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
363,364,acer,0,1,15999,4.15,40.0,led,1,19.2,1,0.00933808363022689,4.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0
364,365,acer,1,0,24999,4.65,50.0,led,1,16.0,1,0.009858394335773431,4.0,1.0,0.0,0.0,7.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0
365,366,acerpure,1,0,35999,4.25,55.0,qled,1,16.0,1,0.00649323592322009,4.0,1.0,0.0,0.0,5.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0
366,367,hisense,1,0,55898,4.1,65.0,qled,1,25.6,1,0.004180829367777022,4.0,0.0,0.0,1.0,8.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0
367,368,hisense,1,0,38990,4.25,55.0,qled,1,19.2,1,0.005777122339061298,4.0,1.0,0.0,0.0,8.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0
368,369,metz,1,0,49999,4.35,55.0,qled,1,32.0,1,0.005481109622192443,4.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0
369,370,hisense,1,0,34990,4.2,50.0,qled,1,16.0,1,0.00612174907116319,4.0,1.0,0.0,0.0,8.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0
370,371,realme,1,0,61499,4.75,75.0,qled,1,22.4,1,0.004325273581684255,4.0,0.0,0.0,1.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0
371,372,vu,1,0,58499,4.15,75.0,qled,1,16.0,1,0.004753072702097472,4.0,0.0,0.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0
372,373,blaupunkt,1,0,20999,4.6,43.0,qled,1,16.0,1,0.010733844468784226,4.0,0.0,0.0,1.0,6.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0
373,374,kodal,1,0,30999,4.65,55.0,qled,1,16.0,1,0.007950256459885804,4.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0
374,375,thomson,1,0,24999,4.6,50.0,qled,1,16.0,1,0.008280331213248528,4.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0
375,376,bpl,1,0,24490,4.3,43.0,qled,1,22.4,1,0.007198856676194364,4.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0
376,377,croma,0,0,15990,4.35,32.0,qled,1,16.0,1,0.010337711069418385,4.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0
377,378,lg,1,0,243999,4.6,86.0,qned,1,22.4,1,0.0012631199308193886,3.0,0.0,0.0,1.0,10.0,1.0,1.0,2.0,1.0,1.0,0.0,4.0,0.0,2.0
378,379,sony,1,0,66490,4.2,50.0,led,1,16.0,1,0.003474206647616183,4.0,1.0,0.0,0.0,10.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
379,380,sansui,0,0,13490,4.25,32.0,led,1,16.0,1,0.01134173461823573,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0
380,381,coocaa,1,0,24999,4.15,55.0,led,1,32.0,1,0.0078023120924837,4.0,0.0,0.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
381,382,sansui,1,0,40490,4.65,55.0,qled,1,32.0,1,0.007235119782662387,4.0,0.0,0.0,1.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0
382,383,sansui,1,0,32490,4.45,43.0,qled,1,32.0,1,0.007533087103724223,4.0,1.0,0.0,0.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0
383,384,tcl,0,1,14790,4.45,32.0,qled,1,16.0,1,0.011132521974306964,4.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
384,385,tcl,1,0,79999,4.7,65.0,qled,1,64.0,1,0.004288803610045126,4.0,0.0,0.0,1.0,8.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0
385,386,tcl,1,0,229999,4.55,85.0,miniled,1,64.0,1,0.0015826155765894633,3.0,0.0,0.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,0.0,4.0,0.0,2.0
386,387,tcl,1,0,179999,4.0,75.0,miniled,1,64.0,1,0.001800010000055556,4.0,0.0,0.0,1.0,8.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0
387,388,croma,1,0,21990,4.3,43.0,qled,1,32.0,1,0.00958162801273306,4.0,0.0,1.0,0.0,6.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
388,389,kodak,1,0,41999,4.0,65.0,qled,1,16.0,1,0.005333460320483821,4.0,0.0,0.0,1.0,6.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0
389,390,panasonic,0,0,16979,4.05,32.0,led,1,16.0,1,0.008110018257847929,4.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0
390,391,tcl,1,0,269999,4.75,85.0,miniled,1,64.0,1,0.0014777832510490779,4.0,0.0,0.0,1.0,8.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,0.0,1.0
391,392,motorola,1,0,30499,4.4,50.0,qled,1,32.0,1,0.007790419358011739,4.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0
392,393,sansui,1,0,36990,4.6,50.0,qled,1,22.4,1,0.006715328467153284,4.0,1.0,0.0,0.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0
393,394,croma,0,0,10994,4.0,32.0,qled,1,16.0,1,0.014553392759687101,4.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0
394,395,blaupunkt,0,1,13999,4.05,40.0,led,1,19.2,1,0.009547110507893421,4.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0
395,396,croma,1,0,19990,4.25,43.0,led,1,32.0,1,0.00956728364182091,4.0,0.0,1.0,0.0,6.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
396,397,infinix,0,0,10999,4.75,32.0,qled,1,16.0,1,0.015115010455495953,4.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0
397,398,coocaa,0,0,8599,4.6,31.5,led,1,16.0,1,0.015513431794394695,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
398,399,reliance,0,1,11205,4.25,32.0,led,1,19.2,1,0.013275323516287373,5.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0
399,400,innoq,0,0,5989,4.4,24.0,led,1,16.0,1,0.022040407413591586,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0
400,401,uniboom,0,0,5490,4.1,24.0,led,0,16.0,1,0.014189435336976319,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0
401,402,uniboom,0,1,11790,4.2,40.0,led,0,19.2,1,0.011043256997455472,3.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0
402,403,blaupunkt,1,0,94999,4.35,75.0,led,1,16.0,1,0.0032052968978620827,4.0,0.0,0.0,1.0,6.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0
403,404,realme,1,0,42499,4.6,65.0,led,1,28.8,1,0.0053036542036283205,4.0,0.0,0.0,1.0,7.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
404,405,uniboom,0,0,8995,4.6,32.0,led,1,16.0,0,0.0158532518065592,2.8,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
405,406,croma,0,0,10494,4.4,32.0,led,1,16.0,1,0.01509433962264151,4.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
