,index,brand,ultra_hd,full_hd,Price,Rating,inches,display_type,resolution_width,resolution_height,wifi,fast_charging,ram,rom,hdmi_port,Spec_Score,Company,usb_port
206,207,samsung,0,0,15989,4.5,32.0,led,1920.0,768.0,1,20.0,1.8,16.0,1,37.0,flipkart,1.0
207,208,samsung,1,0,102999,4.2,65.0,miniled,3840.0,2160.0,1,20.0,2.8,32.0,1,71.0,flipkart,2.0
208,209,xiaomi,1,0,36999,4.7,55.0,led,3840.0,2160.0,1,34.0,2.0,22.4,1,55.0,amazon,2.0
209,210,samsung,1,0,104999,4.55,55.0,oled,3840.0,2160.0,1,40.0,2.8,38.4,1,78.0,flipkart,2.0
210,211,samsung,1,0,172491,4.6,65.0,miniled,3840.0,2160.0,1,60.0,2.8,35.2,1,77.0,flipkart,2.0
211,212,hisense,1,0,40999,4.55,55.0,qled,3840.0,2160.0,1,20.0,2.4,28.8,1,67.0,amazon,2.0
212,213,tcl,1,0,25900,4.5,43.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,46.0,flipkart,1.0
213,214,iffalcon,1,0,39999,4.2,65.0,led,3840.0,2160.0,1,20.0,2.0,16.0,1,51.0,flipkart,1.0
214,215,tcl,0,1,20990,4.05,40.0,qled,1920.0,1080.0,1,24.0,1.0,19.2,1,42.0,amazon,1.0
215,216,tcl,1,0,40999,4.7,55.0,qled,3840.0,2160.0,1,20.0,2.0,16.0,1,61.0,flipkart,1.0
216,217,iffalcon,0,1,18999,4.7,40.0,led,1920.0,1080.0,1,24.0,1.0,19.2,1,38.0,flipkart,1.0
217,218,samsung,1,0,52490,4.7,55.0,qled,3840.0,2160.0,1,20.0,2.0,19.2,1,56.0,amazon,1.0
218,219,samsung,1,0,30590,4.2,43.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,50.0,croma,1.0
219,220,samsung,1,0,39852,4.6,43.0,qled,3840.0,2160.0,1,20.0,2.0,22.4,1,54.0,flipkart,1.0
220,221,lumio,1,0,28999,4.7,43.0,qled,3840.0,2160.0,1,24.0,3.0,16.0,1,57.0,flipkart,3.0
221,222,xiaomi,1,0,55999,4.25,65.0,qled,3840.0,2160.0,1,34.0,2.0,32.0,1,67.0,amazon,2.0
222,223,tcl,0,0,14990,4.0,32.0,qled,1920.0,768.0,1,16.0,1.0,16.0,1,39.0,amazon,2.0
223,224,thomson,0,0,6799,4.3,24.0,led,1920.0,768.0,1,24.0,2.6,16.0,1,31.0,flipkart,2.0
224,225,lg,0,0,15990,4.1,32.0,led,1920.0,768.0,1,20.0,1.0,16.0,1,35.0,croma,1.0
225,226,thomson,1,0,18999,4.1,43.0,qled,3840.0,2160.0,1,40.0,2.0,22.4,1,46.0,flipkart,2.0
226,227,foxsky,1,0,27999,4.45,55.0,qled,3840.0,2160.0,1,30.0,2.0,16.0,1,62.0,amazon,2.0
227,228,vu,1,0,49990,4.15,55.0,qled,3840.0,2160.0,1,24.0,3.0,16.0,1,69.0,amazon,2.0
228,229,foxsky,0,0,8999,4.1,32.0,qled,1920.0,768.0,1,30.0,3.4,16.0,1,39.0,flipkart,2.0
229,230,infinix,1,0,19999,4.25,43.0,qled,3840.0,2160.0,1,40.0,2.0,16.0,1,49.0,flipkart,2.0
230,231,acer,1,0,26999,4.75,43.0,qled,3840.0,2160.0,1,60.0,2.0,16.0,1,57.0,amazon,2.0
231,232,realme,1,0,35999,4.15,65.0,led,3840.0,2160.0,1,44.0,2.0,16.0,1,50.0,flipkart,2.0
232,233,realme,1,0,28999,4.25,50.0,qled,3840.0,2160.0,1,30.0,2.0,16.0,1,54.0,flipkart,2.0
233,234,realme,1,0,18299,4.15,43.0,led,3840.0,2160.0,1,30.0,2.0,16.0,1,45.0,flipkart,2.0
234,235,sony,1,0,77990,4.6,55.0,led,3840.0,2160.0,1,20.0,2.2,16.0,1,63.0,amazon,2.0
235,236,haier,1,0,50400,4.55,65.0,qled,3840.0,2160.0,1,24.0,2.0,32.0,1,66.0,flipkart,2.0
236,237,sony,1,0,149990,4.6,55.0,miniled,3840.0,2160.0,1,40.0,2.8,32.0,1,80.0,flipkart,2.0
237,238,haier,1,0,33990,4.35,43.0,qled,3840.0,2160.0,1,24.0,2.0,32.0,1,61.0,flipkart,2.0
238,239,motorola,1,0,28999,4.55,50.0,miniled,3840.0,2160.0,1,20.0,2.0,16.0,1,55.0,flipkart,2.0
239,240,samsung,1,0,25999,4.3,43.0,led,3840.0,2160.0,1,20.0,2.0,22.4,1,49.0,flipkart,1.0
240,241,lg,1,0,94990,4.1,55.0,oled,3840.0,2160.0,1,40.0,2.4,25.6,1,72.0,flipkart,3.0
241,242,hisense,1,0,21199,4.7,43.0,qled,3840.0,2160.0,1,24.0,1.0,16.0,1,55.0,flipkart,2.0
242,243,panasonic,1,0,26299,4.55,43.0,led,3840.0,2160.0,1,20.0,2.0,16.0,1,51.0,croma,2.0
243,244,foxsky,0,1,8299,4.4,32.0,led,1920.0,1080.0,1,30.0,2.6,19.2,1,31.0,flipkart,2.0
244,245,marq,0,1,8999,4.6,32.0,led,1920.0,1080.0,1,24.0,1.8,19.2,1,31.0,flipkart,2.0
245,246,lg,1,0,25999,4.55,43.0,led,3840.0,2160.0,1,20.0,2.0,28.8,1,49.0,flipkart,2.0
246,247,xiaomi,1,0,29999,4.4,50.0,led,3840.0,2160.0,1,40.0,2.0,16.0,1,54.0,croma,2.0
247,248,xiaomi,1,0,24999,4.15,43.0,led,3840.0,2160.0,1,30.0,2.0,16.0,1,53.0,croma,2.0
248,249,blaupunkt,1,0,17999,4.15,49.0,led,3840.0,2160.0,1,40.0,1.0,22.4,1,42.0,flipkart,2.0
249,250,samsung,1,0,93990,4.45,55.0,qled,3840.0,2160.0,1,20.0,2.8,32.0,1,71.0,croma,2.0
250,251,ifflacon,1,0,44999,4.45,65.0,led,3840.0,2160.0,1,24.0,2.0,19.2,1,52.0,flipkart,1.0
251,252,akai,0,1,21490,4.05,43.0,led,1920.0,1080.0,0,25.0,5.0,19.2,1,38.0,flipkart,1.0
252,253,ifflacon,1,0,26999,4.25,43.0,led,3840.0,2160.0,1,24.0,2.0,22.4,1,48.0,flipkart,1.0
253,254,kodak,0,1,17999,4.05,43.0,qled,1920.0,1080.0,1,40.0,1.0,19.2,1,42.0,flipkart,2.0
254,255,kodak,0,0,11999,4.35,32.0,qled,1920.0,768.0,1,40.0,1.0,16.0,1,38.0,flipkart,2.0
255,256,lg,1,0,139999,4.1,75.0,miniled,3840.0,2160.0,1,20.0,3.0,44.8,1,78.0,flipkart,1.0
256,257,lg,1,0,303390,4.0,86.0,miniled,3840.0,2160.0,1,20.0,3.0,51.2,1,81.0,croma,2.0
257,258,sony,1,0,295690,4.25,85.0,led,3840.0,2160.0,1,20.0,2.8,38.4,1,77.0,croma,2.0
258,259,tcl,1,0,84990,4.5,75.0,qled,3840.0,2160.0,1,30.0,2.0,16.0,1,67.0,croma,2.0
259,260,tcl,1,0,31990,4.15,43.0,led,3840.0,2160.0,1,24.0,3.2,22.4,1,48.0,amazon,1.6
260,261,samsung,1,0,316990,4.25,75.0,micro,3840.0,2160.0,1,30.0,3.0,44.8,1,82.0,croma,2.0
261,262,tcl,1,0,39990,4.65,55.0,led,3840.0,2160.0,1,24.0,2.6,22.4,1,51.0,amazon,1.6
262,263,tcl,1,0,58990,4.55,65.0,qled,3840.0,2160.0,1,24.0,2.0,16.0,1,62.0,amazon,1.0
263,264,lg,1,0,181490,4.0,55.0,oled,3840.0,2160.0,1,40.0,2.8,44.8,1,81.0,croma,3.0
264,265,lg,1,0,409990,4.75,77.0,oled,3840.0,2160.0,1,20.0,3.0,51.2,1,81.0,croma,2.0
265,266,samsung,1,0,122490,4.75,48.0,oled,3840.0,2160.0,1,20.0,3.0,57.6,1,79.0,croma,2.0
266,267,samsung,1,0,100990,4.45,55.0,qled,3840.0,2160.0,1,30.0,2.2,25.6,1,72.0,croma,2.0
267,268,samsung,1,0,54790,4.4,55.0,led,3840.0,2160.0,1,30.0,2.2,25.6,1,58.0,croma,1.0
268,269,samsung,1,0,60990,4.5,50.0,qled,3840.0,2160.0,1,20.0,2.0,22.4,1,56.0,croma,2.0
269,270,samsung,1,0,208990,4.25,85.0,led,3840.0,2160.0,1,20.0,3.0,38.4,1,71.0,croma,1.0
270,271,samsung,1,0,44990,4.4,55.0,led,3840.0,2160.0,1,30.0,2.0,25.6,1,57.0,flipkart,1.0
271,272,lg,1,0,201690,4.4,85.0,led,3840.0,2160.0,1,20.0,2.8,35.2,1,70.0,croma,1.0
272,273,tcl,1,0,89999,4.6,75.0,qled,3840.0,2160.0,1,35.0,3.0,32.0,1,73.0,flipkart,1.0
273,274,samsung,1,0,144999,4.3,65.0,oled,3840.0,2160.0,1,20.0,2.8,38.4,1,77.0,flipkart,2.0
274,275,vw,1,0,39999,4.45,65.0,qled,3840.0,2160.0,1,60.0,2.0,32.0,1,57.0,amazon,2.0
275,276,hisense,0,1,21999,4.6,43.0,qled,1920.0,1080.0,1,26.0,2.8,19.2,1,45.0,flipkart,2.0
276,277,motorola,1,0,55999,4.55,65.0,miniled,3840.0,2160.0,1,20.0,2.0,64.0,1,68.0,flipkart,3.0
277,278,croma,0,0,11990,4.5,32.0,led,1920.0,768.0,1,20.0,1.0,16.0,1,38.0,croma,2.0
278,279,samsung,1,0,144490,4.45,55.0,oled,3840.0,2160.0,1,20.0,3.0,57.6,1,80.0,croma,2.0
279,280,samsung,1,0,103790,4.4,65.0,miniled,3840.0,2160.0,1,20.0,2.6,32.0,1,73.0,croma,1.0
280,281,samsung,1,0,153790,4.65,75.0,miniled,3840.0,2160.0,1,20.0,2.6,28.8,1,74.0,croma,1.0
281,282,samsung,1,0,102990,4.35,75.0,miniled,3840.0,2160.0,1,20.0,2.8,35.2,1,70.0,flipkart,1.0
282,283,lg,1,0,39999,4.75,50.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,52.0,amazon,1.0
283,284,samsung,1,0,70990,4.25,55.0,qled,3840.0,2160.0,1,20.0,2.6,16.0,1,63.0,amazon,2.0
284,285,lg,1,0,194990,4.0,65.0,oled,3840.0,2160.0,1,20.0,3.0,44.8,1,78.0,croma,2.0
285,286,samsung,1,0,50490,4.15,50.0,miniled,3840.0,2160.0,1,20.0,2.2,25.6,1,59.0,croma,1.0
286,287,samsung,1,0,88990,4.0,65.0,miniled,3840.0,2160.0,1,20.0,2.8,22.4,1,66.0,amazon,1.0
287,288,samsung,1,0,233390,4.2,85.0,miniled,3840.0,2160.0,1,20.0,2.6,32.0,1,73.0,croma,1.0
288,289,lg,1,0,102290,4.5,65.0,miniled,3840.0,2160.0,1,20.0,2.6,32.0,1,73.0,croma,1.0
289,290,samsung,1,0,120990,4.75,75.0,miniled,3840.0,2160.0,1,20.0,2.8,35.2,1,70.0,amazon,1.0
290,291,samsung,1,0,434990,4.65,77.0,oled,3840.0,2160.0,1,70.0,3.0,41.6,1,87.0,croma,3.0
291,292,reliance,0,0,10490,4.0,32.0,led,1920.0,768.0,1,24.0,1.8,16.0,1,30.0,flipkart,2.0
292,293,samsung,1,0,86990,4.75,55.0,qled,3840.0,2160.0,1,20.0,2.0,19.2,1,59.0,croma,2.0
293,294,samsung,1,0,189990,4.1,75.0,qled,3840.0,2160.0,1,30.0,2.8,35.2,1,78.0,croma,2.0
294,295,samsung,1,0,133490,4.75,65.0,qled,3840.0,2160.0,1,30.0,2.8,28.8,1,76.0,croma,2.0
295,296,lg,0,0,17499,4.75,32.0,led,1920.0,768.0,1,10.0,5.0,16.0,1,35.0,amazon,1.0
296,297,samsung,1,0,192990,4.7,65.0,oled,3840.0,2160.0,1,20.0,3.0,51.2,1,82.0,flipkart,2.0
297,298,hisense,1,0,31990,4.5,50.0,led,3840.0,2160.0,1,30.0,2.0,22.4,1,52.0,amazon,2.0
298,299,hisense,1,0,26990,4.4,43.0,led,3840.0,2160.0,1,30.0,1.8,22.4,1,51.0,amazon,2.0
299,300,toshiba,0,0,15990,4.15,32.0,qled,1920.0,768.0,1,26.0,2.6,16.0,1,42.0,amazon,2.0
300,301,realme,1,0,22499,4.2,43.0,led,3840.0,2160.0,1,30.0,2.0,32.0,1,46.0,flipkart,2.0
301,302,haier,1,0,45990,4.6,55.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,45.0,flipkart,2.0
302,303,realme,0,0,11199,4.3,32.0,qled,1920.0,768.0,1,20.0,1.0,16.0,1,42.0,flipkart,2.0
303,304,xiaomi,1,0,99999,4.3,75.0,miniled,3840.0,2160.0,1,34.0,2.0,32.0,1,71.0,flipkart,1.0
304,305,realme,1,0,23499,4.15,43.0,qled,3840.0,2160.0,1,40.0,2.0,16.0,1,54.0,flipkart,2.0
305,306,philips,1,0,89999,4.2,75.0,miniled,3840.0,2160.0,1,36.0,2.0,32.0,1,73.0,amazon,2.0
306,307,foxsky,1,0,64999,4.65,75.0,miniled,3840.0,2160.0,0,40.0,1.0,19.2,1,55.0,flipkart,2.0
307,308,onida,1,0,30999,4.3,55.0,led,3840.0,2160.0,1,24.0,2.6,19.2,1,43.0,amazon,2.0
308,309,onida,1,0,24499,4.25,43.0,qled,3840.0,2160.0,1,24.0,2.6,19.2,1,43.0,amazon,2.0
309,310,bush,0,0,8499,4.0,32.0,qled,1920.0,768.0,1,20.0,2.6,16.0,1,33.0,flipkart,2.0
310,311,bush,0,0,8299,4.2,32.0,led,1920.0,768.0,1,20.0,2.6,16.0,1,31.0,flipkart,2.0
311,312,bush,1,0,19999,4.65,43.0,led,3840.0,2160.0,1,20.0,3.2,22.4,1,40.0,flipkart,2.0
312,313,vw,1,0,55199,4.15,75.0,qled,3840.0,2160.0,1,48.0,2.0,16.0,1,57.0,flipkart,2.0
313,314,lg,1,0,31990,4.15,43.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,46.0,flipkart,2.0
314,315,lg,1,0,189999,4.35,75.0,miniled,3840.0,2160.0,1,20.0,2.4,28.8,1,74.0,flipkart,2.0
315,316,uniboom,0,0,6990,4.7,24.0,led,1920.0,768.0,1,30.0,1.8,16.0,1,30.0,amazon,1.0
316,317,rgl,0,1,17987,4.25,40.0,led,1920.0,1080.0,1,30.0,2.6,19.2,1,36.0,flipkart,2.0
317,318,onida,1,0,45999,4.45,65.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,55.0,flipkart,1.0
318,319,onida,1,0,29499,4.35,50.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,50.0,flipkart,1.0
319,320,onida,1,0,32499,4.55,55.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,52.0,flipkart,1.0
320,321,croma,0,0,9990,4.15,32.0,led,1920.0,768.0,1,24.0,1.0,16.0,1,31.0,croma,2.0
321,322,onida,1,0,36499,4.25,55.0,qled,3840.0,2160.0,1,20.0,2.0,19.2,1,58.0,amazon,2.0
322,323,wobble,1,0,32999,4.45,55.0,led,3840.0,2160.0,1,36.0,2.0,16.0,1,52.0,flipkart,2.0
323,324,foxsky,1,0,25999,4.55,50.0,miniled,3840.0,2160.0,0,40.0,1.0,22.4,1,47.0,flipkart,2.0
324,325,foxsky,1,0,30999,4.3,55.0,miniled,3840.0,2160.0,0,40.0,1.0,22.4,1,48.0,flipkart,2.0
325,326,foxsky,1,0,43999,4.55,65.0,miniled,3840.0,2160.0,0,40.0,1.0,22.4,1,51.0,flipkart,2.0
326,327,realme,1,0,28999,4.0,50.0,led,3840.0,2160.0,1,30.0,2.0,32.0,1,47.0,flipkart,2.0
327,328,motorola,1,0,24599,4.3,43.0,qled,3840.0,2160.0,1,30.0,2.0,32.0,1,47.0,flipkart,2.0
328,329,elista,1,0,27021,4.05,50.0,led,3840.0,2160.0,1,20.0,2.0,16.0,1,45.0,flipkart,2.0
329,330,haier,0,0,15990,4.3,32.0,led,1920.0,768.0,1,16.0,1.0,16.0,1,33.0,amazon,2.0
330,331,haier,1,0,36490,4.6,50.0,led,3840.0,2160.0,1,20.0,2.0,32.0,1,50.0,amazon,2.0
331,332,haier,1,0,29490,4.6,43.0,led,3840.0,2160.0,1,20.0,2.0,32.0,1,48.0,amazon,2.0
332,333,coocaa,1,0,45999,4.2,65.0,miniled,3840.0,2160.0,1,36.0,2.0,32.0,1,64.0,amazon,2.0
333,334,panasonic,1,0,48990,4.45,55.0,led,3840.0,2160.0,1,20.0,2.0,16.0,1,61.0,flipkart,2.0
334,335,hisense,1,0,39190,4.35,55.0,qled,3840.0,2160.0,1,30.0,2.0,16.0,1,60.0,flipkart,2.0
335,336,hisense,1,0,53890,4.15,65.0,qled,3840.0,2160.0,1,30.0,2.0,16.0,1,63.0,flipkart,2.0
336,337,vzy,1,0,27500,4.55,43.0,qled,3840.0,2160.0,1,24.0,2.0,16.0,1,54.0,amazon,2.0
337,338,kodak,1,0,57999,4.75,65.0,miniled,3840.0,2160.0,1,8.0,2.0,19.2,1,67.0,amazon,2.0
338,339,haier,1,0,129990,4.25,75.0,miniled,3840.0,2160.0,1,50.0,4.0,64.0,1,82.0,amazon,2.0
339,340,vzy,0,0,15990,4.2,32.0,led,1920.0,768.0,1,20.0,1.0,16.0,1,36.0,amazon,2.0
340,341,panasonic,1,0,66980,4.65,65.0,led,3840.0,2160.0,1,20.0,2.0,16.0,1,60.0,flipkart,2.0
341,342,vzy,1,0,29725,4.45,43.0,qled,3840.0,2160.0,0,40.0,2.0,16.0,1,55.0,flipkart,2.0
342,343,acerpure,1,0,209999,4.7,100.0,qled,3840.0,2160.0,1,60.0,3.0,32.0,1,80.0,flipkart,2.0
343,344,vzy,1,0,38500,4.2,55.0,qled,3840.0,2160.0,0,50.0,2.0,16.0,1,55.0,amazon,2.0
344,345,onida,1,0,43999,4.45,50.0,miniled,3840.0,2160.0,1,20.0,2.0,25.6,1,57.0,amazon,2.0
345,346,toshiba,1,0,32990,4.0,50.0,qled,3840.0,2160.0,1,24.0,2.0,16.0,1,56.0,amazon,2.0
346,347,toshiba,1,0,31990,4.7,43.0,qled,3840.0,2160.0,1,24.0,1.8,16.0,1,55.0,amazon,2.0
347,348,acer,0,0,11999,4.5,32.0,led,1920.0,768.0,1,28.4,2.6,16.0,1,33.0,amazon,2.0
348,349,onida,1,0,29499,4.45,55.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,46.0,flipkart,2.0
349,350,blaupunkt,1,0,33999,4.5,55.0,qled,3840.0,2160.0,1,80.0,2.0,32.0,1,55.0,flipkart,2.0
350,351,thomson,1,0,44999,4.0,65.0,qled,3840.0,2160.0,1,70.0,2.0,32.0,1,64.0,flipkart,2.0
351,352,blaupunkt,1,0,45999,4.2,65.0,qled,3840.0,2160.0,1,80.0,2.0,32.0,1,58.0,flipkart,2.0
352,353,kodak,1,0,32999,4.45,55.0,qled,3840.0,2160.0,1,70.0,2.0,22.4,1,57.0,flipkart,2.0
353,354,thomson,1,0,64999,4.65,75.0,qled,3840.0,2160.0,1,70.0,2.0,32.0,1,67.0,flipkart,2.0
354,355,blaupunkt,1,0,65999,4.35,75.0,qled,3840.0,2160.0,1,80.0,2.0,32.0,1,64.0,flipkart,2.0
355,356,lg,1,0,48990,4.65,55.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,52.0,flipkart,1.0
356,357,acer,0,0,13499,4.2,32.0,qled,1920.0,768.0,1,30.0,1.0,16.0,1,43.0,amazon,2.0
357,358,acer,1,0,23999,4.75,43.0,qled,3840.0,2160.0,1,30.0,2.0,16.0,1,55.0,flipkart,2.0
358,359,acer,1,0,33999,4.05,55.0,qled,3840.0,2160.0,1,36.0,2.0,16.0,1,56.0,amazon,2.0
359,360,philips,1,0,72999,4.4,75.0,qled,3840.0,2160.0,1,50.0,3.0,16.0,1,67.0,flipkart,2.0
360,361,wobble,0,1,15999,4.7,40.0,led,1920.0,1080.0,1,30.0,5.0,16.0,1,38.0,flipkart,2.0
361,362,wobble,0,0,11999,4.0,32.0,led,1920.0,768.0,1,30.0,5.0,16.0,1,36.0,flipkart,2.0
362,363,croma,1,0,29990,4.0,55.0,led,3840.0,2160.0,1,20.0,2.0,16.0,1,46.0,croma,2.0
363,364,acer,0,1,15999,4.15,40.0,led,1920.0,1080.0,1,26.0,2.6,19.2,1,36.0,flipkart,2.0
364,365,acer,1,0,24999,4.65,50.0,led,3840.0,2160.0,1,36.0,2.0,16.0,1,53.0,amazon,2.0
365,366,acerpure,1,0,35999,4.25,55.0,qled,3840.0,2160.0,1,40.0,2.0,16.0,1,55.0,amazon,2.0
366,367,hisense,1,0,55898,4.1,65.0,qled,3840.0,2160.0,1,48.0,2.0,25.6,1,57.0,flipkart,2.0
367,368,hisense,1,0,38990,4.25,55.0,qled,3840.0,2160.0,1,48.0,2.0,19.2,1,53.0,amazon,2.0
368,369,metz,1,0,49999,4.35,55.0,qled,3840.0,2160.0,1,30.0,2.2,32.0,1,63.0,flipkart,2.0
369,370,hisense,1,0,34990,4.2,50.0,qled,3840.0,2160.0,1,48.0,2.0,16.0,1,51.0,amazon,2.0
370,371,realme,1,0,61499,4.75,75.0,qled,3840.0,2160.0,1,30.0,2.0,22.4,1,56.0,flipkart,2.0
371,372,vu,1,0,58499,4.15,75.0,qled,3840.0,2160.0,1,24.0,2.0,16.0,1,67.0,flipkart,2.0
372,373,blaupunkt,1,0,20999,4.6,43.0,qled,3840.0,2160.0,1,50.0,2.0,16.0,1,49.0,flipkart,2.0
373,374,kodal,1,0,30999,4.65,55.0,qled,3840.0,2160.0,1,60.0,2.0,16.0,1,53.0,flipkart,2.0
374,375,thomson,1,0,24999,4.6,50.0,qled,3840.0,2160.0,1,48.0,2.0,16.0,1,45.0,flipkart,2.0
375,376,bpl,1,0,24490,4.3,43.0,qled,3840.0,2160.0,1,20.0,3.2,22.4,1,41.0,flipkart,2.0
376,377,croma,0,0,15990,4.35,32.0,qled,1920.0,768.0,1,40.0,1.0,16.0,1,38.0,croma,2.0
377,378,lg,1,0,243999,4.6,86.0,qned,3840.0,2160.0,1,20.0,2.4,22.4,1,67.0,flipkart,1.0
378,379,sony,1,0,66490,4.2,50.0,led,3840.0,2160.0,1,20.0,2.0,16.0,1,55.0,amazon,2.0
379,380,sansui,0,0,13490,4.25,32.0,led,1920.0,768.0,1,20.0,3.4,16.0,1,36.0,flipkart,2.0
380,381,coocaa,1,0,24999,4.15,55.0,led,3840.0,2160.0,1,20.0,2.0,32.0,1,47.0,flipkart,2.0
381,382,sansui,1,0,40490,4.65,55.0,qled,3840.0,2160.0,1,30.0,2.0,32.0,1,63.0,flipkart,2.0
382,383,sansui,1,0,32490,4.45,43.0,qled,3840.0,2160.0,1,30.0,2.0,32.0,1,55.0,amazon,2.0
383,384,tcl,0,1,14790,4.45,32.0,qled,1920.0,768.0,1,20.0,1.8,16.0,1,37.0,flipkart,2.0
384,385,tcl,1,0,79999,4.7,65.0,qled,3840.0,2160.0,1,20.0,3.0,64.0,1,73.0,flipkart,2.0
385,386,tcl,1,0,229999,4.55,85.0,miniled,3840.0,2160.0,1,20.0,3.0,64.0,1,80.0,flipkart,1.0
386,387,tcl,1,0,179999,4.0,75.0,miniled,3840.0,2160.0,1,32.0,3.0,64.0,1,81.0,flipkart,2.0
387,388,croma,1,0,21990,4.3,43.0,qled,3840.0,2160.0,1,20.0,2.0,32.0,1,49.0,croma,2.0
388,389,kodak,1,0,41999,4.0,65.0,qled,3840.0,2160.0,1,60.0,2.0,16.0,1,56.0,flipkart,2.0
389,390,panasonic,0,0,16979,4.05,32.0,led,1920.0,768.0,1,20.0,5.0,16.0,1,34.0,flipkart,2.0
390,391,tcl,1,0,269999,4.75,85.0,miniled,3840.0,2160.0,1,54.0,3.0,64.0,1,84.0,flipkart,2.0
391,392,motorola,1,0,30499,4.4,50.0,qled,3840.0,2160.0,1,48.0,2.0,32.0,1,54.0,flipkart,2.0
392,393,sansui,1,0,36990,4.6,50.0,qled,3840.0,2160.0,1,30.0,2.0,22.4,1,54.0,amazon,2.0
393,394,croma,0,0,10994,4.0,32.0,qled,1920.0,768.0,1,20.0,1.0,16.0,1,40.0,croma,2.0
394,395,blaupunkt,0,1,13999,4.05,40.0,led,1920.0,1080.0,1,36.0,1.8,19.2,1,33.0,flipkart,2.0
395,396,croma,1,0,19990,4.25,43.0,led,3840.0,2160.0,1,20.0,2.0,32.0,1,45.0,croma,2.0
396,397,infinix,0,0,10999,4.75,32.0,qled,1920.0,768.0,1,20.0,3.4,16.0,1,35.0,flipkart,2.0
397,398,coocaa,0,0,8599,4.6,31.5,led,1920.0,768.0,1,20.0,1.8,16.0,1,29.0,flipkart,2.0
398,399,reliance,0,1,11205,4.25,32.0,led,1920.0,1080.0,1,24.0,2.6,19.2,1,35.0,flipkart,3.0
399,400,innoq,0,0,5989,4.4,24.0,led,1920.0,768.0,1,30.0,1.8,16.0,1,30.0,flipkart,2.0
400,401,uniboom,0,0,5490,4.1,24.0,led,1920.0,768.0,0,30.0,1.8,16.0,1,19.0,amazon,2.0
401,402,uniboom,0,1,11790,4.2,40.0,led,1920.0,1080.0,0,30.0,2.6,19.2,1,31.0,amazon,2.0
402,403,blaupunkt,1,0,94999,4.35,75.0,led,3840.0,2160.0,1,8.0,2.0,16.0,1,70.0,flipkart,2.0
403,404,realme,1,0,42499,4.6,65.0,led,3840.0,2160.0,1,30.0,2.0,28.8,1,49.0,flipkart,2.0
404,405,uniboom,0,0,8995,4.6,32.0,led,1920.0,768.0,1,30.0,1.8,16.0,0,31.0,amazon,1.8
405,406,croma,0,0,10494,4.4,32.0,led,1920.0,768.0,1,20.0,1.0,16.0,1,36.0,croma,2.0
406,407,toshiba,1,0,55990,4.0,65.0,qled,3840.0,2160.0,1,24.0,2.2,28.8,1,60.0,amazon,2.0
407,408,vu,1,0,47999,4.4,65.0,qled,3840.0,2160.0,1,24.0,2.0,16.0,1,66.0,amazon,2.0
408,409,croma,1,0,31990,4.3,50.0,qled,3840.0,2160.0,1,20.0,2.0,32.0,1,53.0,croma,2.0
409,410,vu,1,0,23990,4.15,43.0,qled,3840.0,2160.0,1,24.0,2.0,16.0,1,59.0,amazon,2.0
410,411,haier,1,0,26500,4.15,43.0,led,3840.0,2160.0,1,20.0,2.0,32.0,1,44.0,flipkart,2.0
411,412,realme,0,0,10999,4.05,32.0,qled,1920.0,768.0,1,26.0,1.0,16.0,1,36.0,flipkart,2.0
412,413,sony,1,0,546690,4.0,98.0,miniled,3840.0,2160.0,1,20.0,3.0,51.2,1,82.0,croma,2.0
413,414,kenstar,1,0,25299,4.3,55.0,led,3840.0,2160.0,1,24.0,5.0,25.6,1,45.0,flipkart,2.0
414,415,kenstar,1,0,21799,4.0,50.0,led,3840.0,2160.0,1,24.0,5.0,19.2,1,43.0,flipkart,2.0
415,416,haier,1,0,65990,4.7,65.0,qled,3840.0,2160.0,1,30.0,2.0,32.0,1,64.0,croma,2.0
416,417,motorola,0,0,11699,4.35,32.0,qled,1920.0,768.0,1,40.0,1.0,16.0,1,38.0,flipkart,2.0
417,418,iffalcon,1,0,69999,4.7,75.0,led,3840.0,2160.0,1,30.0,3.0,32.0,1,61.0,flipkart,1.0
418,419,thomson,1,0,94999,4.25,75.0,miniled,3840.0,2160.0,1,8.0,2.0,16.0,1,70.0,flipkart,2.0
419,420,iffalcon,1,0,49999,4.45,65.0,qled,3840.0,2160.0,1,20.0,3.0,32.0,1,63.0,flipkart,1.0
420,421,kodak,0,0,9149,4.75,32.0,qled,1920.0,768.0,1,36.0,1.8,16.0,1,32.0,amazon,2.0
421,422,kodak,0,1,13999,4.4,40.0,qled,1920.0,1080.0,1,36.0,1.8,19.2,1,35.0,flipkart,2.0
422,423,kodak,0,0,6899,4.6,24.0,qled,1920.0,768.0,1,24.0,2.6,16.0,1,31.0,flipkart,2.0
