,index,brand,ultra_hd,full_hd,Price,Rating,inches,display_type,resolution_width,resolution_height,wifi,fast_charging,ram,rom,hdmi_port,Spec_Score,Company,usb_port
641,642,panasonic,0,1,27815,4.75,43.0,led,1920.0,1080.0,1,20.0,1.8,19.2,1,35.0,flipkart,1.0
642,643,blaupunkt,1,0,27599,4.1,55.0,led,3840.0,2160.0,1,60.0,2.0,22.4,1,45.0,croma,2.0
643,644,tcl,0,1,32192,4.75,43.0,led,3840.0,2160.0,0,24.0,3.2,19.2,1,42.0,flipkart,1.0
644,645,motorola,1,0,25499,4.45,55.0,led,3840.0,2160.0,1,20.0,2.0,16.0,1,46.0,flipkart,2.0
645,646,croma,0,1,15990,4.75,43.0,led,1920.0,1080.0,1,20.0,1.8,19.2,1,34.0,croma,2.0
646,647,haier,1,0,42890,4.4,55.0,led,3840.0,2160.0,1,20.0,2.0,32.0,1,52.0,flipkart,2.0
647,648,iffalcon,1,0,34099,4.45,55.0,qled,3840.0,2160.0,1,56.0,2.0,19.2,1,55.0,croma,1.0
648,649,hisense,1,0,499999,4.2,120.0,laser,3840.0,2160.0,1,40.0,2.2,28.8,1,67.0,amazon,2.0
649,650,xiaomi,1,0,36899,4.7,55.0,led,3840.0,2160.0,1,30.0,2.0,19.2,1,53.0,flipkart,2.0
650,651,xiaomi,1,0,26990,4.4,43.0,led,3840.0,2160.0,1,30.0,2.0,25.6,1,50.0,flipkart,2.0
651,652,xiaomi,1,0,30399,4.65,50.0,led,3840.0,2160.0,1,30.0,2.0,22.4,1,51.0,flipkart,2.0
652,653,lg,1,0,94990,4.3,48.0,oled,3840.0,2160.0,1,20.0,2.0,19.2,1,58.0,flipkart,2.0
653,654,lg,1,0,99990,4.45,55.0,oled,3840.0,2160.0,1,20.0,2.0,19.2,1,61.0,flipkart,2.0
654,655,panasonic,0,0,13490,4.05,32.0,led,1920.0,768.0,1,20.0,2.6,16.0,1,34.0,croma,2.0
655,656,panasonic,0,0,23999,4.75,32.0,led,1920.0,768.0,1,20.0,5.0,16.0,1,36.0,flipkart,2.0
656,657,onida,0,0,14294,4.3,32.0,led,1920.0,768.0,1,20.0,5.0,16.0,1,36.0,flipkart,2.0
657,658,westinghouse,0,0,8999,4.05,32.0,led,1920.0,768.0,1,36.0,1.0,16.0,1,33.0,croma,2.0
658,659,lg,1,0,64990,4.65,65.0,led,3840.0,2160.0,1,20.0,2.2,22.4,1,52.0,flipkart,2.0
659,660,lg,1,0,45080,4.7,55.0,led,3840.0,2160.0,1,20.0,2.2,19.2,1,53.0,flipkart,2.0
660,661,lg,1,0,44999,4.35,50.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,46.0,flipkart,2.0
661,662,haier,1,0,39990,4.3,50.0,led,3840.0,2160.0,1,20.0,2.0,32.0,1,51.0,croma,2.0
662,663,haier,1,0,32990,4.45,43.0,led,3840.0,2160.0,1,20.0,2.0,32.0,1,49.0,croma,2.0
663,664,kodak,0,0,9149,4.4,32.0,led,1920.0,768.0,1,30.0,1.8,16.0,1,32.0,flipkart,2.0
664,665,lg,1,0,31255,4.55,43.0,led,3840.0,2160.0,1,20.0,2.0,22.4,1,48.0,flipkart,2.0
665,666,sony,1,0,653899,4.75,77.0,oled,3840.0,2160.0,1,60.0,2.8,32.0,1,76.0,flipkart,2.0
666,667,blaupunkt,0,1,13999,4.1,40.0,led,1920.0,1080.0,1,48.0,1.0,19.2,1,38.0,flipkart,2.0
667,668,sony,1,0,74990,4.05,55.0,led,3840.0,2160.0,1,10.0,2.6,32.0,1,62.0,flipkart,2.0
668,669,sony,1,0,57990,4.35,55.0,led,3840.0,2160.0,1,20.0,2.0,25.6,1,57.0,flipkart,2.0
669,670,thomson,0,0,9149,4.75,32.0,led,1920.0,768.0,1,30.0,2.6,16.0,1,33.0,flipkart,2.0
670,671,marq,0,0,7499,4.2,32.0,led,1920.0,768.0,0,24.0,1.8,16.0,1,21.0,flipkart,2.0
671,672,panasonic,1,0,41499,4.35,55.0,led,3840.0,1665.6,0,20.0,3.2,19.2,0,55.2,flipkart,2.0
672,673,blaupunkt,0,1,13999,4.65,39.37,led,1920.0,1080.0,1,40.0,1.0,19.2,1,33.0,flipkart,2.0
673,674,samsung,1,0,40352,4.7,43.0,led,3840.0,2160.0,1,20.0,2.6,19.2,1,43.0,flipkart,2.0
674,675,xelectron,0,0,6999,4.45,32.0,led,1920.0,768.0,0,20.0,1.8,16.0,1,21.0,flipkart,2.0
675,676,samsung,1,0,54990,4.65,55.0,qled,3840.0,2160.0,1,20.0,2.0,25.6,1,50.0,flipkart,2.0
676,677,haier,0,0,20595,4.2,32.0,led,1920.0,768.0,1,10.0,1.8,16.0,1,31.0,flipkart,1.0
677,678,samsung,1,0,94990,4.2,75.0,led,3840.0,2160.0,1,20.0,2.8,22.4,1,65.0,flipkart,1.0
678,679,beethosol,0,1,17990,4.55,43.0,led,1920.0,1080.0,1,24.0,1.0,19.2,1,35.0,amazon,2.0
679,680,lloyd,1,0,29812,4.65,43.0,qled,3840.0,2160.0,1,20.0,2.0,22.4,1,46.0,flipkart,2.0
680,681,thomson,0,0,6999,4.1,24.0,led,1920.0,768.0,1,20.0,2.6,16.0,1,31.0,flipkart,2.0
681,682,samsung,0,0,18728,4.75,32.0,led,1920.0,768.0,1,20.0,1.8,16.0,1,31.0,flipkart,1.0
682,683,samsung,0,1,22490,4.45,43.0,led,1920.0,1080.0,1,20.0,1.8,19.2,1,35.0,croma,1.0
683,684,hisense,1,0,76999,4.15,65.0,qled,3840.0,2160.0,1,20.0,3.0,19.2,1,52.0,flipkart,2.0
684,685,lloyd,0,0,17590,4.55,32.0,led,1920.0,768.0,1,20.0,1.8,16.0,1,32.0,flipkart,2.0
685,686,samsung,1,0,44990,4.55,55.0,led,3840.0,2160.0,1,20.0,2.6,22.4,1,44.0,flipkart,1.0
686,687,infinix,1,0,32999,4.15,55.0,qled,3840.0,2160.0,1,36.0,2.0,22.4,1,47.0,flipkart,2.0
687,688,lg,1,0,54990,4.0,55.0,led,3840.0,2160.0,1,20.0,2.2,22.4,1,52.0,flipkart,2.0
688,689,thomson,1,0,51999,4.25,65.0,qled,3840.0,2160.0,1,40.0,2.0,22.4,1,50.0,flipkart,2.0
689,690,lg,1,0,66990,4.75,65.0,led,3840.0,2160.0,1,20.0,2.0,22.4,1,54.0,flipkart,2.0
690,691,vu,1,0,39490,4.45,55.0,led,3840.0,2160.0,1,4.0,2.0,16.0,1,64.0,amazon,2.0
691,692,lg,1,0,44990,4.0,55.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,45.0,flipkart,2.0
692,693,lg,1,0,32990,4.05,43.0,led,3840.0,2160.0,1,20.0,3.2,22.4,1,42.0,croma,2.0
693,694,lg,1,0,33999,4.0,43.0,led,3840.0,2160.0,1,20.0,5.0,19.2,1,43.0,croma,2.0
694,695,lg,1,0,43990,4.65,55.0,led,3840.0,2160.0,1,20.0,3.8,19.2,1,43.0,croma,1.0
695,696,lg,0,1,21518,4.15,32.0,led,1920.0,768.0,1,20.0,3.4,16.0,1,35.0,flipkart,1.0
696,697,infinix,0,0,7999,4.4,32.0,led,1920.0,768.0,1,20.0,2.6,16.0,1,31.0,flipkart,2.0
697,698,lg,1,0,28999,4.25,43.0,led,3840.0,2160.0,1,20.0,5.0,19.2,1,42.0,flipkart,1.0
698,699,tcl,1,0,49990,4.05,65.0,led,3840.0,2160.0,1,30.0,2.0,25.6,1,46.0,flipkart,1.0
699,700,samsung,1,0,179980,4.2,65.0,qled,7680.0,4320.0,1,60.0,1.4,19.2,1,67.0,flipkart,3.0
700,701,sony,1,0,59990,4.7,43.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,46.0,flipkart,2.0
701,702,samsung,1,0,31999,4.35,43.0,led,3840.0,2160.0,1,20.0,5.0,19.2,1,43.0,flipkart,1.0
702,703,lg,0,1,31490,4.05,32.0,led,1920.0,1080.0,1,20.0,2.4,19.2,1,37.0,flipkart,1.0
703,704,sony,1,0,74990,4.6,65.0,led,3840.0,2160.0,1,20.0,2.0,22.4,1,54.0,flipkart,2.0
704,705,lg,0,0,13790,4.15,32.0,led,1920.0,768.0,1,20.0,1.8,16.0,1,37.0,croma,1.0
705,706,xiaomi,0,0,11999,4.15,32.0,led,1920.0,768.0,1,20.0,1.0,16.0,1,34.0,flipkart,2.0
706,707,samsung,1,0,35000,4.05,43.0,led,3840.0,2160.0,1,20.0,3.2,22.4,1,42.0,amazon,2.0
707,708,samsung,1,0,114990,4.3,65.0,qled,3840.0,2160.0,1,60.0,2.0,19.2,1,62.0,flipkart,2.0
708,709,samsung,1,0,54990,4.0,55.0,qled,3840.0,2160.0,1,20.0,2.0,19.2,1,55.0,flipkart,2.0
709,710,samsung,1,0,129990,4.1,65.0,qled,3840.0,2160.0,1,60.0,2.0,19.2,1,59.0,flipkart,2.0
710,711,samsung,1,0,45990,4.25,55.0,led,3840.0,2160.0,1,20.0,2.6,22.4,1,44.0,amazon,2.0
711,712,samsung,1,0,94990,4.25,75.0,led,3840.0,2160.0,1,20.0,2.0,25.6,1,57.0,flipkart,1.0
712,713,foxsky,1,0,24999,4.25,50.0,led,3840.0,2160.0,1,30.0,1.0,25.6,1,39.0,amazon,2.0
713,714,thomson,1,0,30999,4.25,54.72,led,3840.0,2160.0,1,40.0,2.0,22.4,1,43.0,flipkart,2.0
714,715,tseries,0,0,7389,4.75,23.62,led,1920.0,768.0,0,24.8,1.0,16.0,1,20.0,flipkart,2.0
715,716,lg,1,0,69990,4.65,65.0,led,3840.0,2160.0,1,20.0,2.2,19.2,1,53.0,flipkart,2.0
716,717,lg,1,0,89990,4.6,55.0,oled,3840.0,2160.0,1,40.0,2.0,32.0,1,64.0,flipkart,2.0
717,718,foxsky,0,1,12999,4.7,43.0,led,1920.0,1080.0,1,30.0,1.0,19.2,1,36.0,flipkart,2.0
718,719,samsung,1,0,59990,4.4,55.0,qled,3840.0,2160.0,1,20.0,2.0,25.6,1,57.0,flipkart,2.0
719,720,samsung,1,0,54990,4.0,50.0,qled,3840.0,2160.0,1,20.0,2.2,19.2,1,53.0,flipkart,2.0
720,721,samsung,1,0,79990,4.05,65.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,61.0,flipkart,2.0
721,722,samsung,1,0,114990,4.75,65.0,qled,3840.0,2160.0,1,60.0,2.0,19.2,1,62.0,flipkart,2.0
722,723,samsung,1,0,74990,4.65,55.0,qled,3840.0,2160.0,1,60.0,2.0,22.4,1,56.0,flipkart,2.0
723,724,samsung,1,0,33990,4.45,43.0,led,3840.0,2160.0,1,20.0,3.8,19.2,1,43.0,flipkart,1.0
724,725,samsung,1,0,89990,4.1,75.0,led,3840.0,2160.0,1,20.0,2.0,22.4,1,56.0,flipkart,2.0
725,726,samsung,1,0,43990,4.3,55.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,46.0,flipkart,1.0
726,727,samsung,1,0,32990,4.25,43.0,led,3840.0,2160.0,1,20.0,3.8,19.2,1,43.0,flipkart,1.0
727,728,compaq,0,0,9999,4.35,32.0,led,1920.0,768.0,1,24.0,5.0,16.0,1,35.0,flipkart,2.0
728,729,lg,1,0,59999,4.75,65.0,led,3840.0,2160.0,1,20.0,2.2,22.4,1,52.0,flipkart,2.0
729,730,samsung,1,0,33990,4.35,43.0,led,3840.0,2160.0,1,20.0,2.6,19.2,1,43.0,flipkart,2.0
730,731,samsung,0,0,15212,4.15,32.0,led,1920.0,768.0,0,20.0,1.8,16.0,1,22.0,flipkart,1.0
731,732,xiaomi,1,0,38626,4.35,55.0,led,3840.0,2160.0,1,20.0,2.0,25.6,1,47.0,flipkart,2.0
732,733,samsung,0,0,22499,4.4,32.0,led,1920.0,768.0,1,10.0,1.8,16.0,1,31.0,flipkart,1.0
733,734,lg,0,1,34420,4.05,43.0,led,1920.0,1080.0,1,20.0,1.0,19.2,1,39.0,flipkart,1.0
734,735,lg,1,0,124999,4.25,75.0,led,3840.0,2160.0,1,20.0,2.0,16.0,1,59.0,flipkart,3.0
735,736,samsung,1,0,128999,4.05,55.0,qled,3840.0,2160.0,1,40.0,2.0,28.8,1,57.0,flipkart,2.0
736,737,rgl,0,1,9006,4.6,32.0,led,1920.0,1080.0,1,20.0,1.8,19.2,1,30.0,flipkart,2.0
737,738,xiaomi,0,0,12999,4.35,32.0,led,1920.0,768.0,1,20.0,1.0,16.0,1,34.0,flipkart,2.0
738,739,lg,1,0,89999,4.6,65.0,led,3840.0,2160.0,1,20.0,2.0,19.2,1,55.0,flipkart,2.0
739,740,lloyd,1,0,28599,4.45,43.0,qled,3840.0,2160.0,1,20.0,2.0,19.2,1,46.0,flipkart,2.0
740,741,ifflacon,1,0,34999,4.45,55.0,led,3840.0,2160.0,1,24.0,2.0,22.4,1,50.0,flipkart,1.0
741,742,lg,1,0,97990,4.25,75.0,led,3840.0,2160.0,1,20.0,2.8,22.4,1,66.0,croma,1.0
742,743,tcl,1,0,79990,4.75,75.0,qled,3840.0,2160.0,1,24.0,2.0,16.0,1,66.0,amazon,1.0
743,744,sansui,0,1,23990,4.2,43.0,led,1920.0,1080.0,1,20.0,4.0,19.2,1,39.0,amazon,2.0
744,745,samsung,1,0,44290,4.1,50.0,led,3840.0,2160.0,1,30.0,2.0,25.6,1,56.0,croma,1.0
745,746,samsung,1,0,240990,4.1,65.0,micro,3840.0,2160.0,1,70.0,3.0,41.6,1,80.0,croma,2.0
746,747,samsung,1,0,77590,4.55,65.0,led,3840.0,2160.0,1,30.0,2.2,28.8,1,63.0,croma,1.0
747,748,samsung,1,0,54490,4.4,43.0,qled,3840.0,2160.0,1,20.0,2.0,19.2,1,55.0,croma,2.0
748,749,samsung,1,0,62999,4.4,65.0,led,3840.0,2160.0,1,30.0,2.2,28.8,1,60.0,flipkart,1.0
749,750,samsung,1,0,37990,4.25,43.0,led,3840.0,2160.0,1,30.0,2.0,22.4,1,52.0,croma,1.0
750,751,tcl,1,0,67999,4.6,65.0,qled,3840.0,2160.0,1,35.0,3.0,32.0,1,70.0,flipkart,1.0
751,752,tseries,0,1,20099,4.75,43.0,led,1920.0,1080.0,1,20.0,2.6,19.2,1,38.0,flipkart,2.0
752,753,hisense,0,0,13999,4.7,32.0,qled,1920.0,768.0,1,26.0,3.4,16.0,1,40.0,flipkart,2.0
753,754,lg,1,0,72790,4.45,65.0,led,3840.0,2160.0,1,20.0,2.4,19.2,1,62.0,croma,1.0
754,755,lg,1,0,67999,4.15,65.0,led,3840.0,2160.0,1,20.0,2.2,25.6,1,59.0,amazon,1.0
755,756,croma,0,0,13490,4.0,32.0,led,1920.0,768.0,1,20.0,1.0,16.0,1,39.0,croma,2.0
756,757,realme,0,1,21899,4.55,43.0,led,1920.0,1080.0,1,30.0,1.0,19.2,1,42.0,flipkart,2.0
757,758,toshiba,1,0,27990,4.25,43.0,led,3840.0,2160.0,1,30.0,1.8,25.6,1,49.0,amazon,2.0
758,759,hisense,1,0,49990,4.2,65.0,led,3840.0,2160.0,1,30.0,2.0,22.4,1,56.0,amazon,2.0
759,760,samsung,1,0,96889,4.65,65.0,qled,3840.0,2160.0,1,20.0,2.4,19.2,1,68.0,amazon,2.0
760,761,toshiba,1,0,31990,4.55,50.0,led,3840.0,2160.0,1,30.0,1.8,22.4,1,51.0,amazon,3.0
761,762,samsung,1,0,86990,4.5,75.0,led,3840.0,2160.0,1,20.0,2.4,22.4,1,67.0,amazon,1.0
762,763,samsung,1,0,180990,4.5,55.0,oled,3840.0,2160.0,1,70.0,3.0,41.6,1,82.0,croma,3.0
763,764,samsung,1,0,102490,4.25,75.0,led,3840.0,2160.0,1,20.0,2.4,22.4,1,67.0,croma,1.0
764,765,samsung,1,0,107999,4.55,55.0,oled,3840.0,2160.0,1,20.0,2.4,38.4,1,75.0,flipkart,2.0
765,766,samsung,1,0,219990,4.55,65.0,oled,3840.0,2160.0,1,70.0,3.0,41.6,1,84.0,amazon,3.0
766,767,samsung,1,0,570990,4.4,100.0,qled,3840.0,2160.0,1,30.0,3.0,44.8,1,82.0,croma,2.0
767,768,samsung,1,0,124990,4.2,65.0,qled,3840.0,2160.0,1,20.0,2.2,19.2,1,66.0,croma,2.0
768,769,toshiba,0,1,24990,4.35,43.0,qled,1920.0,1080.0,1,26.0,2.8,19.2,1,45.0,amazon,2.0
769,770,hisense,1,0,35990,4.15,55.0,led,3840.0,2160.0,1,30.0,2.0,22.4,1,54.0,amazon,2.0
770,771,motorola,0,1,22499,4.3,43.0,qled,1920.0,1080.0,1,50.0,1.0,19.2,1,46.0,flipkart,2.0
771,772,croma,1,0,41990,4.65,55.0,qled,3840.0,2160.0,1,20.0,2.0,32.0,1,57.0,croma,2.0
772,773,coocaa,1,0,63999,4.35,75.0,miniled,3840.0,2160.0,1,36.0,2.0,32.0,1,69.0,amazon,2.0
773,774,akai,0,0,12980,4.4,32.0,led,1920.0,768.0,1,20.0,1.0,16.0,1,35.0,flipkart,2.0
774,775,onida,1,0,32999,4.55,55.0,qled,3840.0,2160.0,1,28.8,2.0,22.4,1,46.0,amazon,2.0
775,776,samsung,1,0,291490,4.0,98.0,qled,3840.0,2160.0,1,20.0,3.0,38.4,1,71.0,croma,1.0
776,777,bush,1,0,25499,4.0,55.0,led,3840.0,2160.0,1,20.0,2.6,19.2,1,43.0,flipkart,2.0
777,778,bush,0,1,14999,4.2,43.0,led,1920.0,1080.0,1,20.0,2.6,19.2,1,36.0,flipkart,2.0
778,779,haier,0,1,26980,4.5,43.0,led,1920.0,1080.0,1,20.0,2.0,19.2,1,39.0,flipkart,2.0
779,780,realme,1,0,97499,4.3,85.0,qled,3840.0,2160.0,1,30.0,2.0,32.0,1,72.0,flipkart,2.0
780,781,realme,1,0,44499,4.45,65.0,qled,3840.0,2160.0,1,40.0,2.0,32.0,1,59.0,flipkart,2.0
781,782,onida,1,0,27799,4.6,43.0,qled,3840.0,2160.0,1,20.0,2.0,25.6,1,50.0,flipkart,2.0
782,783,onida,1,0,26499,4.75,43.0,led,3840.0,2160.0,1,20.0,2.0,22.4,1,49.0,flipkart,1.0
783,784,onida,1,0,32499,4.35,50.0,qled,3840.0,2160.0,1,20.0,2.2,22.4,1,52.0,flipkart,2.0
784,785,realme,0,0,11199,4.6,32.0,qled,1920.0,768.0,1,20.0,1.0,16.0,1,37.0,flipkart,2.0
785,786,rgl,1,0,21986,4.45,43.0,led,3840.0,2160.0,1,30.0,1.8,25.6,1,39.0,flipkart,2.0
786,787,rgl,0,1,18987,4.55,43.0,led,1920.0,1080.0,0,30.0,2.6,19.2,1,30.0,flipkart,2.0
787,788,rgl,1,0,37006,4.75,55.0,led,3840.0,2160.0,0,30.0,1.8,25.6,1,42.0,flipkart,2.0
788,789,wobble,0,1,18999,4.5,43.0,led,1920.0,1080.0,1,30.0,2.6,19.2,1,36.0,flipkart,2.0
789,790,wobble,1,0,43999,4.35,65.0,led,3840.0,2160.0,1,36.0,2.0,16.0,1,55.0,flipkart,2.0
790,791,wobble,1,0,33999,4.4,50.0,qled,3840.0,2160.0,1,80.0,2.0,22.4,1,50.0,flipkart,2.0
791,792,wobble,1,0,37999,4.5,55.0,qled,3840.0,2160.0,1,80.0,2.0,22.4,1,51.0,flipkart,2.0
792,793,wobble,1,0,25999,4.25,43.0,qled,3840.0,2160.0,1,80.0,2.0,22.4,1,48.0,amazon,2.0
793,794,blaupunkt,0,0,9749,4.0,32.0,qled,1920.0,768.0,1,48.0,1.0,16.0,1,34.0,flipkart,2.0
794,795,thomson,0,0,9749,4.05,32.0,qled,1920.0,768.0,0,36.0,1.0,16.0,1,31.0,flipkart,2.0
795,796,motorola,1,0,43999,4.55,65.0,qled,3840.0,2160.0,1,50.0,2.0,32.0,1,61.0,flipkart,2.0
796,797,realme,1,0,31999,4.35,55.0,led,3840.0,2160.0,1,30.0,2.0,32.0,1,48.0,flipkart,2.0
797,798,motorola,1,0,32999,4.15,55.0,qled,3840.0,2160.0,1,50.0,2.0,32.0,1,59.0,flipkart,2.0
798,799,realme,1,0,42499,4.5,65.0,led,3840.0,2160.0,1,30.0,2.0,32.0,1,51.0,flipkart,2.0
799,800,haier,1,0,60490,4.3,65.0,led,3840.0,2160.0,1,20.0,2.0,32.0,1,55.0,amazon,2.0
800,801,haier,1,0,41490,4.3,55.0,led,3840.0,2160.0,1,20.0,2.0,32.0,1,51.0,amazon,2.0
801,802,croma,1,0,27990,4.55,50.0,led,3840.0,2160.0,1,20.0,2.0,16.0,1,48.0,croma,2.0
802,803,vw,1,0,29999,4.75,55.0,qled,3840.0,2160.0,1,48.0,2.0,16.0,1,52.0,flipkart,2.0
803,804,motorola,0,1,22499,4.05,43.0,qled,1920.0,1080.0,1,40.0,1.0,19.2,1,40.0,flipkart,2.0
804,805,croma,0,1,8490,4.75,32.0,led,1920.0,768.0,0,20.0,1.8,16.0,1,21.0,croma,2.0
805,806,croma,1,0,23990,4.15,43.0,led,3840.0,2160.0,0,20.0,2.0,16.0,1,43.0,croma,2.0
806,807,realme,1,0,30499,4.2,55.0,qled,3840.0,2160.0,1,30.0,1.0,25.6,1,50.0,flipkart,2.0
807,808,croma,1,0,36990,4.15,55.0,qled,3840.0,2160.0,1,20.0,2.0,25.6,1,50.0,croma,2.0
808,809,hisense,1,0,41990,4.4,55.0,led,3840.0,2160.0,1,49.0,2.0,16.0,1,55.0,flipkart,2.0
809,810,haier,1,0,105990,4.55,65.0,miniled,3840.0,2160.0,1,50.0,4.0,64.0,1,80.0,amazon,2.0
810,811,lg,1,0,78740,4.6,55.0,miniled,3840.0,2160.0,1,20.0,2.6,38.4,1,70.0,amazon,2.0
811,812,onida,1,0,24493,4.45,43.0,led,3840.0,2160.0,1,20.0,2.0,22.4,1,43.0,flipkart,2.0
812,813,vzy,1,0,27990,4.45,43.0,qled,3840.0,2160.0,0,40.0,2.0,32.0,1,49.0,flipkart,2.0
813,814,sansui,1,0,37490,4.0,55.0,led,3840.0,2160.0,1,20.0,2.0,16.0,1,50.0,flipkart,2.0
814,815,onida,1,0,47999,4.75,55.0,miniled,3840.0,2160.0,1,20.0,2.0,19.2,1,58.0,amazon,2.0
815,816,kodak,1,0,44999,4.45,65.0,qled,3840.0,2160.0,1,70.0,2.0,22.4,1,56.0,flipkart,2.0
816,817,haier,1,0,60490,4.15,65.0,led,3840.0,2160.0,1,20.0,2.0,22.4,1,47.0,flipkart,2.0
817,818,kodak,1,0,64999,4.35,75.0,qled,3840.0,2160.0,1,70.0,2.0,25.6,1,60.0,flipkart,2.0
818,819,vu,1,0,93999,4.5,75.0,qled,3840.0,2160.0,1,24.0,3.0,16.0,1,77.0,flipkart,2.0
819,820,sansui,0,1,26990,4.5,43.0,led,1920.0,1080.0,1,20.0,1.0,19.2,1,40.0,amazon,2.0
820,821,sansui,1,0,279990,4.3,100.0,qled,3840.0,2160.0,1,60.0,3.0,32.0,1,82.0,amazon,2.0
821,822,lg,0,0,15800,4.05,32.0,led,1920.0,768.0,1,10.0,1.8,16.0,1,34.0,flipkart,1.0
822,823,acer,1,0,27999,4.75,50.0,qled,3840.0,2160.0,1,36.0,2.0,16.0,1,55.0,amazon,2.0
823,824,elista,1,0,25960,4.7,43.0,led,3840.0,2160.0,1,20.0,2.0,16.0,1,43.0,flipkart,2.0
824,825,croma,0,0,58990,4.65,65.0,qled,3840.0,2160.0,1,40.0,2.0,32.0,1,59.0,croma,2.0
825,826,acer,1,0,43999,4.3,65.0,led,3840.0,2160.0,1,40.0,2.0,16.0,1,56.0,flipkart,2.0
826,827,acer,1,0,30999,4.4,55.0,led,3840.0,2160.0,1,36.0,2.0,16.0,1,54.0,amazon,2.0
827,828,wobble,1,0,20499,4.15,43.0,led,3840.0,2160.0,1,30.0,2.0,16.0,1,49.0,amazon,2.0
828,829,toshiba,1,0,249999,4.15,98.0,qled,3840.0,2160.0,1,60.0,2.4,16.0,1,80.0,amazon,2.0
829,830,metz,0,0,13999,4.1,32.0,qled,1920.0,768.0,1,20.0,3.4,16.0,1,35.0,flipkart,2.0
830,831,tcl,1,0,399990,4.4,98.0,miniled,3840.0,2160.0,1,20.0,3.0,64.0,1,82.0,croma,1.0
831,832,metz,0,1,35999,4.25,43.0,qled,1920.0,1080.0,1,20.0,1.8,19.2,1,43.0,flipkart,2.0
832,833,toshiba,1,0,77499,4.2,75.0,qled,3840.0,2160.0,1,36.0,2.4,28.8,1,66.0,amazon,2.0
833,834,motorola,1,0,62999,4.35,75.0,qled,3840.0,2160.0,1,30.0,2.0,32.0,1,61.0,flipkart,2.0
834,835,metz,1,0,24999,4.25,43.0,qled,3840.0,2160.0,1,30.0,2.0,32.0,1,55.0,flipkart,2.0
835,836,metz,1,0,55999,4.15,65.0,led,3840.0,2160.0,1,30.0,2.0,32.0,1,53.0,flipkart,2.0
836,837,metz,1,0,59999,4.35,65.0,qled,3840.0,2160.0,1,30.0,2.0,32.0,1,65.0,flipkart,2.0
837,838,metz,1,0,35999,4.3,55.0,led,3840.0,2160.0,1,30.0,1.8,32.0,1,49.0,flipkart,2.0
838,839,sansui,1,0,58490,4.05,65.0,qled,3840.0,2160.0,1,30.0,2.0,32.0,1,65.0,amazon,2.0
839,840,blaupunkt,1,0,24999,4.05,50.0,qled,3840.0,2160.0,1,48.0,2.0,16.0,1,45.0,flipkart,2.0
840,841,blaupunkt,1,0,28999,4.05,55.0,qled,3840.0,2160.0,1,48.0,2.0,16.0,1,46.0,flipkart,2.0
841,842,tcl,1,0,64999,4.65,65.0,qled,3840.0,2160.0,1,20.0,2.0,16.0,1,65.0,flipkart,2.0
842,843,tcl,1,0,99999,4.3,75.0,qled,3840.0,2160.0,1,20.0,2.0,16.0,1,67.0,flipkart,2.0
843,844,thomson,1,0,27999,4.75,55.0,qled,3840.0,2160.0,1,48.0,2.0,16.0,1,46.0,flipkart,2.0
844,845,nacson,0,1,19999,4.45,43.0,led,1920.0,1080.0,1,30.0,3.4,19.2,1,37.0,flipkart,2.0
845,846,bpl,0,0,12490,4.6,32.0,led,1920.0,768.0,1,20.0,2.6,16.0,1,31.0,flipkart,2.0
846,847,panasonic,1,0,46636,4.6,55.0,led,3840.0,2160.0,1,20.0,2.0,16.0,1,53.0,flipkart,2.0
847,848,skylive,0,0,8244,4.1,32.0,led,1920.0,768.0,1,20.0,2.6,16.0,1,31.0,flipkart,2.0
848,849,croma,1,0,29990,4.55,50.0,led,3840.0,2160.0,1,20.0,2.0,32.0,1,48.0,croma,2.0
849,850,sansui,0,0,12799,4.6,32.0,qled,1920.0,768.0,1,20.0,1.0,16.0,1,38.0,flipkart,2.0
850,851,coocaa,0,1,22999,4.65,50.0,led,1920.0,1080.0,1,20.0,2.0,19.2,1,35.0,flipkart,2.0
851,852,nacson,0,0,11999,4.2,32.0,qled,1920.0,768.0,1,30.0,3.4,16.0,1,38.0,flipkart,2.0
852,853,sansui,1,0,82990,4.1,75.0,qled,3840.0,2160.0,1,30.0,2.0,32.0,1,67.0,amazon,2.0
853,854,sansui,0,1,22490,4.35,43.0,led,1920.0,1080.0,1,20.0,1.0,19.2,1,41.0,flipkart,2.0
854,855,sansui,0,1,21990,4.25,43.0,led,1920.0,1080.0,1,20.0,2.6,19.2,1,36.0,amazon,2.0
855,856,sansui,0,1,28990,4.55,43.0,led,1920.0,1080.0,1,30.0,2.0,32.0,1,44.0,amazon,2.0
856,857,tcl,1,0,129999,4.75,75.0,qled,3840.0,2160.0,1,20.0,3.0,64.0,1,78.0,flipkart,2.0
857,858,nacson,0,0,12490,4.45,32.0,led,1920.0,768.0,1,24.0,2.6,16.0,1,31.0,flipkart,2.0
858,859,panasonic,1,0,28599,4.5,43.0,led,3840.0,2160.0,1,20.0,2.0,16.0,1,47.0,flipkart,2.0
