,index,brand,ultra_hd,full_hd,Price,Rating,inches,display_type,wifi,rom,hdmi_port,value_score,smart_features,Company_amazon,Company_croma,Company_flipkart,ppi,resolution_width,resolution_height,fast_charging,ram,usb_port,Spec_Score,size_category,charging_category,brand_score
97,98,lg,1,0,11.233092507461846,4.4,55.0,miniled,1,32.0,1,0.0041910305595978,4.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,10.0
98,99,lg,1,0,11.121363262031055,4.7,55.0,miniled,1,16.0,1,0.0047278805899495,3.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,4.0,1.0,2.0,10.0
99,100,xiaomi,1,0,10.858998997563564,4.4,55.0,miniled,1,32.0,1,0.0054154887593992,3.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,8.0
100,101,vw,1,0,9.998797732340453,4.4,43.0,qled,1,32.0,1,0.0102004636574389,4.0,1.0,0.0,0.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,7.538144329896907
101,102,iffalcon,1,0,10.819778284410283,4.45,55.0,qled,1,19.2,1,0.0056071121422428,4.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0
102,103,kenstar,0,0,9.121509158269568,4.0,32.0,qled,1,16.0,1,0.014955514695145557,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,7.538144329896907
103,104,philips,1,0,10.736396675471232,4.7,55.0,miniled,1,32.0,1,0.00674362486141,4.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,8.0
104,105,vw,0,0,9.121509158269568,4.35,32.0,led,1,16.0,1,0.014955514695145557,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,7.538144329896907
105,106,coocaa,1,0,10.404262840448617,4.6,55.0,miniled,1,32.0,1,0.0086426861420043,4.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0
106,107,samsung,1,0,10.403990075979044,4.1,43.0,qled,1,19.2,1,0.0064625644134586,3.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,10.0
107,108,innoq,0,0,9.121509158269568,4.6,32.0,led,0,16.0,1,0.014955514695145557,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,3.0
108,109,vw,0,1,9.480367509189245,4.75,40.0,qled,1,19.2,1,0.014504924040003,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,7.538144329896907
109,110,vw,0,1,9.560997243589352,4.35,43.0,led,1,19.2,1,0.0113353053031903,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,7.538144329896907
110,111,vw,0,0,9.121509158269568,4.7,32.0,led,1,16.0,1,0.014955514695145557,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,7.538144329896907
111,112,vu,1,0,10.491024186183038,4.2,55.0,qled,1,16.0,1,0.0073520422339538,4.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,0.0,7.0
112,113,xiaomi,0,0,9.472704636443671,4.6,32.0,led,1,16.0,1,0.0127394414954996,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,8.0
113,114,blaupunkt,0,1,9.51044496442652,4.75,40.0,qled,1,19.2,1,0.014955514695145557,4.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,6.0
114,115,hisense,1,0,11.156250521031495,4.45,65.0,miniled,1,32.0,1,0.0046407805825797,4.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,8.0
115,116,sony,1,0,10.736201004154935,4.3,43.0,led,1,19.2,1,0.0049554250924113,4.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,10.0
116,117,sony,1,0,11.034744492199986,4.45,55.0,led,1,16.0,1,0.0041635747701242,4.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,10.0
117,118,tcl,1,0,10.714417768752456,4.0,55.0,qled,1,32.0,1,0.0055112335829685,3.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0,8.0
118,119,samsung,0,0,9.71057005652877,4.05,32.0,led,0,16.0,1,0.0083505154639175,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,10.0
119,120,samsung,1,0,10.69174034652358,4.1,55.0,qled,1,25.6,1,0.0054989770402364,3.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,10.0
120,121,tcl,0,1,10.126271039034782,4.55,43.0,qled,1,19.2,1,0.0081932773109243,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,8.0
121,122,samsung,1,0,11.141861783579396,4.25,55.0,miniled,1,19.2,1,0.0040652763083522,4.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,10.0
122,123,samsung,1,0,10.257343526911065,4.7,43.0,led,1,19.2,1,0.0087434187434187,3.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,10.0
123,124,lg,1,0,10.165505603232392,4.75,43.0,led,1,19.2,1,0.0082243170450173,4.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,10.0
124,125,toshiba,1,0,9.998797732340453,4.0,43.0,qled,1,16.0,1,0.0101822810127733,4.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,8.0
125,126,tcl,1,0,10.46310334047155,4.55,43.0,qled,1,32.0,1,0.007280208005943,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,8.0
126,127,marq,0,1,9.472704636443671,4.5,43.0,led,1,19.2,1,0.0110777752134779,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0
127,128,panasonic,1,0,9.998797732340453,4.35,43.0,led,1,16.0,1,0.0098868130369562,4.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,8.0
128,129,sony,1,0,10.46310334047155,4.05,43.0,led,1,22.4,1,0.0056701620046287,3.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,10.0
129,130,samsung,0,0,9.546169544733283,4.4,32.0,led,1,16.0,1,0.0097498213009292,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0
130,131,kodak,0,1,9.680344001221918,4.25,40.0,qled,1,19.2,1,0.0111569473092068,4.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,6.0
131,132,lg,1,0,10.714417768752456,4.2,43.0,miniled,1,19.2,1,0.0051334474099424,3.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,10.0
132,133,lg,1,0,11.635063448504866,4.6,65.0,miniled,1,44.8,1,0.0031755022568368,4.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,10.0
133,134,lg,1,0,11.634178030396887,4.75,48.0,oled,1,44.8,1,0.0033240322437771,4.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,2.0,10.0
134,135,lg,1,0,12.345797413264954,4.35,77.0,oled,1,44.8,1,0.001542252479739705,4.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,10.0
135,136,tcl,1,0,10.462846164547514,4.35,55.0,led,0,25.5,0,0.006750717783094,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,8.0
136,137,tcl,1,0,10.571086129249698,4.15,50.0,qled,1,16.0,1,0.0061733777891767,4.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,8.0
137,138,tcl,1,0,10.91492481446108,4.25,65.0,led,1,16.0,1,0.0041734860883797,4.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,8.0
138,139,tcl,1,0,10.87787736679393,4.2,55.0,qled,1,32.0,1,0.0054689564068692,3.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,0.0,4.0,1.0,2.0,8.0
139,140,tcl,1,0,11.15612194133691,4.55,65.0,qled,1,32.0,1,0.0047456779539934,3.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,4.0,1.0,2.0,8.0
140,141,tcl,1,0,10.645210588588755,4.4,55.0,qled,1,16.0,1,0.0061824243867587,3.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,8.0
141,142,tcl,1,0,10.403990075979044,4.3,43.0,qled,1,16.0,1,0.0072991815701727,3.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,8.0
142,143,samsung,1,0,11.05074713802576,4.55,65.0,led,1,28.8,1,0.0045507223368788,3.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,3.0,1.0,2.0,10.0
143,144,samsung,1,0,11.05074713802576,4.0,55.0,miniled,1,22.4,1,0.0038736307350373,3.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,10.0
144,145,tcl,1,0,10.858998997563564,4.65,55.0,qled,1,32.0,1,0.0059914613742571,3.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,0.0,4.0,1.0,1.0,8.0
145,146,motorola,1,0,11.608235644774552,4.1,77.0,miniled,1,44.8,1,0.0028327530250275,4.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,0.0,2.0,7.0
146,147,realme,0,1,9.809176873064889,4.45,40.0,qled,1,19.2,1,0.0107588329029067,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,7.0
147,148,samsung,1,0,10.357457069703909,4.3,43.0,led,1,25.6,1,0.0073737694506192,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,10.0
148,149,toshiba,1,0,10.596409707779776,4.6,55.0,led,1,19.2,1,0.0060965241310327,4.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,8.0
149,150,samsung,1,0,10.714217748749787,4.2,55.0,led,1,32.0,1,0.0055078906423649,3.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0,3.0,1.0,2.0,10.0
150,151,croma,1,0,10.571086129249698,4.2,55.0,qled,1,32.0,1,0.0062477558348294,4.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,6.0
151,152,lg,1,0,11.852898708764702,4.65,55.0,oled,1,44.8,1,0.0026478752936152,4.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,10.0
152,153,lg,1,0,11.134457628756993,4.55,55.0,miniled,1,22.4,1,0.0044510147466783,3.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,4.0,1.0,2.0,10.0
153,154,vw,1,0,10.16585181700362,4.5,50.0,qled,1,32.0,1,0.0093465133274356,4.0,1.0,0.0,0.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,7.538144329896907
154,155,lg,0,0,9.81961669349898,4.0,32.0,led,1,16.0,1,0.0078303425774877,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0
155,156,lg,1,0,10.69627642742294,4.2,50.0,led,1,19.2,1,0.0052274270196877,3.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,10.0
156,157,samsung,1,0,11.751871496787873,4.2,55.0,micro,1,25.6,1,0.0024805102763997,4.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,10.0
157,158,lg,1,0,10.736396675471232,4.05,55.0,led,1,19.2,1,0.0048424965760125,3.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,10.0
158,159,lg,0,0,9.780811314668616,4.55,32.0,led,1,16.0,1,0.0097738835500282,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0
159,160,lg,0,0,9.852194258148575,4.45,32.0,led,1,16.0,1,0.0084320227380388,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0
160,161,lg,1,0,11.48246625748552,4.35,65.0,miniled,1,16.0,1,0.0033185909133083,3.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,4.0,1.0,2.0,10.0
161,162,motorola,0,0,9.367344120785848,4.75,32.0,qled,1,16.0,1,0.014955514695145557,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,7.0
162,163,motorola,1,0,10.404262840448617,4.7,55.0,qled,1,32.0,1,0.0088305706233522,4.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,7.0
163,164,xiaomi,1,0,11.184421397998191,4.7,65.0,miniled,1,32.0,1,0.0043736718565535,3.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,4.0,1.0,1.0,8.0
164,165,acerpure,1,0,10.043249494911286,4.7,42.52,qled,1,32.0,1,0.0114439758250358,4.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,5.0
165,166,foxsky,0,1,9.392661928770137,4.5,40.0,qled,1,19.2,1,0.0135011250937578,4.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,4.0
166,167,xiaomi,1,0,11.238172779922788,4.35,75.0,qled,1,32.0,1,0.0038933859822309,4.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,8.0
167,168,lg,1,0,11.35030064751358,4.3,55.0,miniled,1,28.8,1,0.0033898105659489,4.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,10.0
168,169,foxsky,1,0,9.9281801651265,4.1,43.0,miniled,0,22.4,1,0.0090004390458071,3.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,4.0
169,170,philips,1,0,10.968198289528557,4.7,65.0,miniled,1,32.0,1,0.0055104398351695,4.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,8.0
170,171,vw,1,0,9.998797732340453,4.65,43.0,qled,1,16.0,1,0.0105686622119187,4.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,7.538144329896907
171,172,hisense,1,0,10.221613957361985,4.2,43.0,qled,1,16.0,1,0.0085558384867224,4.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,8.0
172,173,hisense,1,0,11.982929094215963,4.75,75.0,miniled,1,35.2,1,0.0024937655860349,4.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,0.0,8.0
173,174,vw,1,0,10.077440859659566,4.0,55.0,qled,1,16.0,1,0.0084037144417832,4.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,7.538144329896907
174,175,thomson,1,0,10.404262840448617,4.55,55.0,qled,1,32.0,1,0.0082729779690293,4.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,0.0,7.0
175,176,hisense,1,0,10.274740715974104,4.2,43.0,qled,1,16.0,1,0.0072438771990341,4.0,1.0,0.0,0.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,8.0
176,177,acer,1,0,10.043249494911286,4.3,43.0,led,1,16.0,1,0.0095351971824861,4.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,7.0
177,178,acerpure,1,0,10.896739325546411,4.25,75.0,qled,1,16.0,1,0.0052732458008481,4.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,5.0
178,179,blaupunkt,1,0,9.825526011066415,4.1,43.0,qled,1,22.4,1,0.0095302448781015,4.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,6.0
179,180,acerpure,1,0,10.308952660644293,4.6,55.0,qled,1,16.0,1,0.0092003066768892,4.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0
180,181,panasonic,0,0,9.546812608597396,4.1,32.0,led,1,16.0,1,0.0102507321951567,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,8.0
181,182,tcl,0,1,10.30865261563529,4.7,50.0,qled,1,19.2,1,0.0073657885961987,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0
182,183,realme,1,0,10.357742824813725,4.05,55.0,qled,1,22.4,1,0.0061716244960157,4.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,7.0
183,184,vu,1,0,10.261161996807944,4.75,50.0,qled,1,16.0,1,0.010131473128431,4.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,7.0
184,185,xiaomi,0,0,9.546812608597396,4.5,32.0,led,1,16.0,1,0.010607900564326,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,8.0
185,186,tcl,1,0,11.289781913656018,4.2,55.0,miniled,1,44.8,1,0.0037275465943324,3.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0,4.0,1.0,2.0,8.0
186,187,philips,1,0,10.46310334047155,4.25,50.0,qled,1,32.0,1,0.0072859224549272,4.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,8.0
187,188,tcl,1,0,12.345797413264954,4.55,77.0,miniled,1,44.8,1,0.0015430501871747,4.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,0.0,1.0,8.0
188,189,xiaomi,0,0,9.472704636443671,4.15,32.0,qled,1,16.0,1,0.0127702130933148,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,8.0
189,190,tcl,1,0,11.13687837249461,4.65,65.0,miniled,1,19.2,1,0.0044701118620368,3.4,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,8.0
190,191,coocaa,0,0,9.121509158269568,4.6,32.0,qled,1,16.0,1,0.014955514695145557,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,5.0
191,192,lg,1,0,10.571086129249698,4.55,50.0,led,1,19.2,1,0.0059515260323159,3.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,10.0
192,193,tcl,1,0,10.714417768752456,4.05,55.0,miniled,1,25.6,1,0.0053101180026222,3.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,8.0
193,194,hisense,1,0,10.819778284410283,4.3,65.0,qled,1,25.6,1,0.0057621152423048,4.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,8.0
194,195,hisense,1,0,11.512925464970229,4.3,75.0,miniled,1,44.8,1,0.0033540335403354,4.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,8.0
195,196,sony,1,0,11.711702550502414,4.65,75.0,led,1,16.0,1,0.0025538978604803,4.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,10.0
196,197,hisense,1,0,10.203592144986466,4.35,43.0,qled,1,28.8,1,0.0095059076262083,4.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,8.0
197,198,tcl,1,0,10.239638308916676,4.4,43.0,led,1,16.0,1,0.007545551982851,3.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,8.0
198,199,tcl,1,0,11.06663836234181,4.75,65.0,miniled,1,16.0,1,0.0051211737683401,3.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,4.0,1.0,1.0,8.0
199,200,sony,1,0,11.097273648073832,4.6,55.0,led,1,16.0,1,0.0039036217608728,4.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,10.0
200,201,motorola,1,0,10.404262840448617,4.35,55.0,qled,1,32.0,1,0.0075138640564865,4.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,7.0
201,202,haier,1,0,11.112313560992032,4.25,55.0,miniled,1,32.0,1,0.0043775190326914,4.0,0.0,1.0,0.0,3.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,7.0
202,203,motorola,1,0,10.736396675471232,4.05,65.0,qled,1,32.0,1,0.0052827235374682,4.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,7.0
203,204,samsung,1,0,10.274740715974104,4.05,43.0,led,1,19.2,1,0.0072645739910313,3.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,10.0
204,205,xiaomi,1,0,10.085809109330082,4.4,43.0,led,1,32.0,1,0.008800366681945,4.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,8.0
205,206,samsung,1,0,12.200512214949525,4.4,65.0,oled,1,41.6,1,0.0018361908592689,4.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,0.0,10.0
206,207,samsung,0,0,9.679718805828,4.5,32.0,led,1,16.0,1,0.0104134092188379,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0
207,208,samsung,1,0,11.542484267211773,4.2,65.0,miniled,1,32.0,1,0.0028951737395508,4.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,10.0
208,209,xiaomi,1,0,10.51867319162636,4.7,55.0,led,1,22.4,1,0.006986675315549,4.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0
209,210,samsung,1,0,11.56171562913966,4.55,55.0,oled,1,38.4,1,0.0033800321907827,4.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,10.0
210,211,samsung,1,0,12.05810613756652,4.6,65.0,miniled,1,35.2,1,0.0020534404693578,4.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,10.0
211,212,hisense,1,0,10.621327345686446,4.55,55.0,qled,1,28.8,1,0.0074355472084684,4.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,8.0
212,213,tcl,1,0,10.16203685698089,4.5,43.0,led,1,19.2,1,0.0079922779922779,3.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,8.0
213,214,iffalcon,1,0,10.596634733096073,4.2,65.0,led,1,16.0,1,0.0053551338783469,3.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,7.0
214,215,tcl,0,1,9.951849053414008,4.05,40.0,qled,1,19.2,1,0.0081038589804668,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,8.0
215,216,tcl,1,0,10.621327345686446,4.7,55.0,qled,1,16.0,1,0.0069928534842313,3.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,8.0
216,217,iffalcon,0,1,9.852194258148575,4.7,40.0,led,1,19.2,1,0.0094004947628822,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0
217,218,samsung,1,0,10.86839700531273,4.7,55.0,qled,1,19.2,1,0.0050142884358925,3.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,10.0
218,219,samsung,1,0,10.328461127032336,4.2,43.0,led,1,19.2,1,0.0068649885583524,3.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,10.0
219,220,samsung,1,0,10.592952963693447,4.6,43.0,qled,1,22.4,1,0.0062330623306233,3.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,10.0
220,221,lumio,1,0,10.275051108968611,4.7,43.0,qled,1,16.0,1,0.0092382495948136,4.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,7.538144329896907
221,222,xiaomi,1,0,10.933106969717286,4.25,65.0,qled,1,32.0,1,0.0050849122305755,4.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,8.0
222,223,tcl,0,0,9.615205300012317,4.0,32.0,qled,1,16.0,1,0.010406937958639,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0
223,224,thomson,0,0,9.121509158269568,4.3,32.0,led,1,16.0,1,0.014955514695145557,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,7.0
224,225,lg,0,0,9.679781342959442,4.1,32.0,led,1,16.0,1,0.0089743589743589,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0
225,226,thomson,1,0,9.852194258148575,4.1,43.0,qled,1,22.4,1,0.0099268382546449,4.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,7.0
226,227,foxsky,1,0,10.23995978915734,4.45,55.0,qled,1,16.0,1,0.0098539233544055,4.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,4.0
227,228,vu,1,0,10.819598268208338,4.15,55.0,qled,1,16.0,1,0.0057281456291258,4.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,7.0
228,229,foxsky,0,0,9.121509158269568,4.1,32.0,qled,1,16.0,1,0.014955514695145557,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,4.0
229,230,infinix,1,0,9.903487552536127,4.25,43.0,qled,1,16.0,1,0.0104130206510325,4.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,6.0
