,index,brand,ultra_hd,full_hd,Rating,inches,display_type,wifi,rom,value_score,smart_features,Company_amazon,Company_croma,Company_flipkart,ppi,resolution_width,resolution_height,fast_charging,ram,Spec_Score,size_category,charging_category,brand_category,Price
136,137,45.0,1,0,4.15,50.0,6.0,1,16.0,0.0061733777891767,4.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,10.571086129249698
137,138,45.0,1,0,4.25,65.0,2.0,1,16.0,0.0041734860883797,4.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,10.91492481446108
138,139,45.0,1,0,4.2,55.0,6.0,1,32.0,0.0054689564068692,3.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,10.87787736679393
139,140,45.0,1,0,4.55,65.0,6.0,1,32.0,0.0047456779539934,3.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,11.15612194133691
140,141,45.0,1,0,4.4,55.0,6.0,1,16.0,0.0061824243867587,3.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,10.645210588588755
141,142,45.0,1,0,4.3,43.0,6.0,1,16.0,0.0072991815701727,3.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,10.403990075979044
142,143,41.0,1,0,4.55,65.0,2.0,1,28.8,0.0045507223368788,3.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,11.05074713802576
143,144,41.0,1,0,4.0,55.0,4.0,1,22.4,0.0038736307350373,3.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,11.05074713802576
144,145,45.0,1,0,4.65,55.0,6.0,1,32.0,0.0059914613742571,3.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0,10.858998997563564
145,146,31.0,1,0,4.1,77.0,4.0,1,44.8,0.0028327530250275,4.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,0.0,2.0,0.0,11.608235644774552
146,147,37.0,0,1,4.45,40.0,6.0,1,19.2,0.0107588329029067,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,9.809176873064889
147,148,41.0,1,0,4.3,43.0,2.0,1,25.6,0.0073737694506192,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,10.357457069703909
148,149,47.0,1,0,4.6,55.0,2.0,1,19.2,0.0060965241310327,4.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,10.596409707779776
149,150,41.0,1,0,4.2,55.0,2.0,1,32.0,0.0055078906423649,3.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,10.714217748749787
150,151,13.0,1,0,4.2,55.0,6.0,1,32.0,0.0062477558348294,4.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,10.571086129249698
151,152,26.0,1,0,4.65,55.0,5.0,1,44.8,0.0026478752936152,4.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,11.852898708764702
152,153,26.0,1,0,4.55,55.0,4.0,1,22.4,0.0044510147466783,3.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,11.134457628756993
153,154,51.0,1,0,4.5,50.0,6.0,1,32.0,0.0093465133274356,4.0,1.0,0.0,0.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,10.16585181700362
154,155,26.0,0,0,4.0,32.0,2.0,1,16.0,0.0078303425774877,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.81961669349898
155,156,26.0,1,0,4.2,50.0,2.0,1,19.2,0.0052274270196877,3.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,10.69627642742294
156,157,41.0,1,0,4.2,55.0,3.0,1,25.6,0.0024805102763997,4.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,0.0,11.751871496787873
157,158,26.0,1,0,4.05,55.0,2.0,1,19.2,0.0048424965760125,3.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,10.736396675471232
158,159,26.0,0,0,4.55,32.0,2.0,1,16.0,0.0097738835500282,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.780811314668616
159,160,26.0,0,0,4.45,32.0,2.0,1,16.0,0.0084320227380388,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.852194258148575
160,161,26.0,1,0,4.35,65.0,4.0,1,16.0,0.0033185909133083,3.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,11.48246625748552
161,162,31.0,0,0,4.75,32.0,6.0,1,16.0,0.0149555146951455,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,9.367344120785848
162,163,31.0,1,0,4.7,55.0,6.0,1,32.0,0.0088305706233522,4.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,10.404262840448617
163,164,56.0,1,0,4.7,65.0,4.0,1,32.0,0.0043736718565535,3.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,0.0,11.184421397998191
164,165,1.0,1,0,4.7,42.52,6.0,1,32.0,0.0114439758250358,4.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,10.043249494911286
165,166,15.0,0,1,4.5,40.0,6.0,1,19.2,0.0135011250937578,4.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,9.392661928770137
166,167,56.0,1,0,4.35,75.0,6.0,1,32.0,0.0038933859822309,4.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,0.0,11.238172779922788
167,168,26.0,1,0,4.3,55.0,4.0,1,28.8,0.0033898105659489,4.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,11.35030064751358
168,169,15.0,1,0,4.1,43.0,4.0,0,22.4,0.0090004390458071,3.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,9.9281801651265
169,170,36.0,1,0,4.7,65.0,4.0,1,32.0,0.0055104398351695,4.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,0.0,10.968198289528557
170,171,51.0,1,0,4.65,43.0,6.0,1,16.0,0.0105686622119187,4.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,9.998797732340453
171,172,17.0,1,0,4.2,43.0,6.0,1,16.0,0.0085558384867224,4.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,10.221613957361985
172,173,17.0,1,0,4.75,75.0,4.0,1,35.2,0.0024937655860349,4.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,0.0,0.0,11.982929094215963
173,174,51.0,1,0,4.0,55.0,6.0,1,16.0,0.0084037144417832,4.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,10.077440859659566
174,175,46.0,1,0,4.55,55.0,6.0,1,32.0,0.0082729779690293,4.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,0.0,10.404262840448617
175,176,17.0,1,0,4.2,43.0,6.0,1,16.0,0.0072438771990341,4.0,1.0,0.0,0.0,4.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,10.274740715974104
176,177,0.0,1,0,4.3,43.0,2.0,1,16.0,0.0095351971824861,4.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,10.043249494911286
177,178,1.0,1,0,4.25,75.0,6.0,1,16.0,0.0052732458008481,4.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,10.896739325546411
178,179,8.0,1,0,4.1,43.0,6.0,1,22.4,0.0095302448781015,4.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,9.825526011066415
179,180,1.0,1,0,4.6,55.0,6.0,1,16.0,0.0092003066768892,4.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,10.308952660644293
180,181,35.0,0,0,4.1,32.0,2.0,1,16.0,0.0102507321951567,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,9.546812608597396
181,182,45.0,0,1,4.7,50.0,6.0,1,19.2,0.0073657885961987,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,10.30865261563529
182,183,37.0,1,0,4.05,55.0,6.0,1,22.4,0.0061716244960157,4.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,10.357742824813725
183,184,50.0,1,0,4.75,50.0,6.0,1,16.0,0.010131473128431,4.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,10.261161996807944
184,185,56.0,0,0,4.5,32.0,2.0,1,16.0,0.010607900564326,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,9.546812608597396
185,186,45.0,1,0,4.2,55.0,4.0,1,44.8,0.0037275465943324,3.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,11.289781913656018
186,187,36.0,1,0,4.25,50.0,6.0,1,32.0,0.0072859224549272,4.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,10.46310334047155
187,188,45.0,1,0,4.55,77.0,4.0,1,44.8,0.0015430501871747,4.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,0.0,1.0,0.0,12.345797413264954
188,189,56.0,0,0,4.15,32.0,6.0,1,16.0,0.0127702130933148,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,9.472704636443671
189,190,45.0,1,0,4.65,65.0,4.0,1,19.2,0.0044701118620368,3.4,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,11.13687837249461
190,191,12.0,0,0,4.6,32.0,6.0,1,16.0,0.0149555146951455,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,9.121509158269568
191,192,26.0,1,0,4.55,50.0,2.0,1,19.2,0.0059515260323159,3.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,10.571086129249698
192,193,45.0,1,0,4.05,55.0,4.0,1,25.6,0.0053101180026222,3.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,10.714417768752456
193,194,17.0,1,0,4.3,65.0,6.0,1,25.6,0.0057621152423048,4.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,0.0,10.819778284410283
194,195,17.0,1,0,4.3,75.0,4.0,1,44.8,0.0033540335403354,4.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,11.512925464970229
195,196,44.0,1,0,4.65,75.0,2.0,1,16.0,0.0025538978604803,4.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,11.711702550502414
196,197,17.0,1,0,4.35,43.0,6.0,1,28.8,0.0095059076262083,4.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,1.0,3.0,0.0,2.0,0.0,10.203592144986466
197,198,45.0,1,0,4.4,43.0,2.0,1,16.0,0.007545551982851,3.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,10.239638308916676
198,199,45.0,1,0,4.75,65.0,4.0,1,16.0,0.0051211737683401,3.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,0.0,11.06663836234181
199,200,44.0,1,0,4.6,55.0,2.0,1,16.0,0.0039036217608728,4.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,11.097273648073832
200,201,31.0,1,0,4.35,55.0,6.0,1,32.0,0.0075138640564865,4.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,10.404262840448617
201,202,16.0,1,0,4.25,55.0,4.0,1,32.0,0.0043775190326914,4.0,0.0,1.0,0.0,3.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,0.0,11.112313560992032
202,203,31.0,1,0,4.05,65.0,6.0,1,32.0,0.0052827235374682,4.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,10.736396675471232
203,204,41.0,1,0,4.05,43.0,2.0,1,19.2,0.0072645739910313,3.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,10.274740715974104
204,205,56.0,1,0,4.4,43.0,2.0,1,32.0,0.008800366681945,4.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,10.085809109330082
205,206,41.0,1,0,4.4,65.0,5.0,1,41.6,0.0018361908592689,4.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,0.0,0.0,12.200512214949525
206,207,41.0,0,0,4.5,32.0,2.0,1,16.0,0.0104134092188379,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,9.679718805828
207,208,41.0,1,0,4.2,65.0,4.0,1,32.0,0.0028951737395508,4.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,11.542484267211773
208,209,56.0,1,0,4.7,55.0,2.0,1,22.4,0.006986675315549,4.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,10.51867319162636
209,210,41.0,1,0,4.55,55.0,5.0,1,38.4,0.0033800321907827,4.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,0.0,11.56171562913966
210,211,41.0,1,0,4.6,65.0,4.0,1,35.2,0.0020534404693578,4.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,0.0,12.05810613756652
211,212,17.0,1,0,4.55,55.0,6.0,1,28.8,0.0074355472084684,4.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,10.621327345686446
212,213,45.0,1,0,4.5,43.0,2.0,1,19.2,0.0079922779922779,3.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,10.16203685698089
213,214,19.0,1,0,4.2,65.0,2.0,1,16.0,0.0053551338783469,3.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,10.596634733096073
214,215,45.0,0,1,4.05,40.0,6.0,1,19.2,0.0081038589804668,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,9.951849053414008
215,216,45.0,1,0,4.7,55.0,6.0,1,16.0,0.0069928534842313,3.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,10.621327345686446
216,217,19.0,0,1,4.7,40.0,2.0,1,19.2,0.0094004947628822,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,9.852194258148575
217,218,41.0,1,0,4.7,55.0,6.0,1,19.2,0.0050142884358925,3.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,10.86839700531273
218,219,41.0,1,0,4.2,43.0,2.0,1,19.2,0.0068649885583524,3.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,10.328461127032336
219,220,41.0,1,0,4.6,43.0,6.0,1,22.4,0.0062330623306233,3.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,10.592952963693447
220,221,28.0,1,0,4.7,43.0,6.0,1,16.0,0.0092382495948136,4.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,10.275051108968611
221,222,56.0,1,0,4.25,65.0,6.0,1,32.0,0.0050849122305755,4.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,0.0,10.933106969717286
222,223,45.0,0,0,4.0,32.0,6.0,1,16.0,0.010406937958639,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.615205300012317
223,224,46.0,0,0,4.3,32.0,2.0,1,16.0,0.0149555146951455,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,9.121509158269568
224,225,26.0,0,0,4.1,32.0,2.0,1,16.0,0.0089743589743589,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,9.679781342959442
225,226,46.0,1,0,4.1,43.0,6.0,1,22.4,0.0099268382546449,4.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,9.852194258148575
226,227,15.0,1,0,4.45,55.0,6.0,1,16.0,0.0098539233544055,4.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,10.23995978915734
227,228,50.0,1,0,4.15,55.0,6.0,1,16.0,0.0057281456291258,4.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,10.819598268208338
228,229,15.0,0,0,4.1,32.0,6.0,1,16.0,0.0149555146951455,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,9.121509158269568
229,230,21.0,1,0,4.25,43.0,6.0,1,16.0,0.0104130206510325,4.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,9.903487552536127
230,231,0.0,1,0,4.75,43.0,6.0,1,16.0,0.0100281491907107,4.0,1.0,0.0,0.0,4.0,1.0,2.0,3.0,1.0,3.0,0.0,1.0,0.0,10.203592144986466
231,232,37.0,1,0,4.15,65.0,2.0,1,16.0,0.0057640490013611,4.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,10.491274217438248
232,233,37.0,1,0,4.25,50.0,6.0,1,16.0,0.0079140660022759,4.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,10.275051108968611
233,234,37.0,1,0,4.15,43.0,2.0,1,16.0,0.0102054757090551,4.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,9.814656338829511
234,235,44.0,1,0,4.6,55.0,2.0,1,16.0,0.0037158610078215,4.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,11.264348714399029
235,236,16.0,1,0,4.55,65.0,6.0,1,32.0,0.0059583333333333,4.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,10.827766295132466
236,237,44.0,1,0,4.6,55.0,4.0,1,32.0,0.0024534968997933,4.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,0.0,11.918330571278322
237,238,16.0,1,0,4.35,43.0,6.0,1,32.0,0.0078067078552515,4.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,0.0,2.0,0.0,10.43385106267516
238,239,31.0,1,0,4.55,50.0,4.0,1,16.0,0.0086296079175143,4.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,10.275051108968611
239,240,41.0,1,0,4.3,43.0,2.0,1,22.4,0.008104157852225,3.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,10.16585181700362
240,241,26.0,1,0,4.1,55.0,5.0,1,25.6,0.0031076955468996,4.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,0.0,11.461537429252754
241,242,17.0,1,0,4.7,43.0,6.0,1,16.0,0.0121939714137459,4.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,9.961756460660103
242,243,35.0,1,0,4.55,43.0,2.0,1,16.0,0.0088235294117647,4.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,10.177324218165856
243,244,15.0,0,1,4.4,32.0,2.0,1,19.2,0.0149555146951455,4.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,9.121509158269568
244,245,29.0,0,1,4.6,32.0,2.0,1,19.2,0.0149555146951455,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,9.121509158269568
245,246,26.0,1,0,4.55,43.0,2.0,1,28.8,0.0085753298203777,4.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,10.16585181700362
246,247,56.0,1,0,4.4,50.0,2.0,1,16.0,0.0079202640088002,4.0,0.0,1.0,0.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,10.308952660644293
247,248,56.0,1,0,4.15,43.0,2.0,1,16.0,0.0087983519340773,4.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,10.126631103850338
248,249,8.0,1,0,4.15,49.0,2.0,1,22.4,0.0096838713261847,4.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,9.798127036878302
249,250,41.0,1,0,4.45,55.0,6.0,1,32.0,0.0033615278221087,4.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,11.450954311987475
250,251,20.0,1,0,4.45,65.0,2.0,1,19.2,0.0051423364963665,3.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,10.714417768752456
251,252,3.0,0,1,4.05,43.0,2.0,0,19.2,0.0071614704513727,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,9.975389521825209
252,253,20.0,1,0,4.25,43.0,2.0,1,22.4,0.0075558354013111,3.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,10.203592144986466
253,254,24.0,0,1,4.05,43.0,6.0,1,19.2,0.0094505250291682,4.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,9.798127036878302
254,255,24.0,0,0,4.35,32.0,6.0,1,16.0,0.0137761480123343,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,9.392661928770137
255,256,26.0,1,0,4.1,75.0,4.0,1,44.8,0.0022843020307287,3.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,11.84939770159144
256,257,26.0,1,0,4.0,77.0,4.0,1,44.8,0.0015422524797397,4.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,0.0,2.0,0.0,12.345797413264954
257,258,44.0,1,0,4.25,77.0,2.0,1,38.4,0.0015422524797397,4.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,0.0,2.0,0.0,12.345797413264954
258,259,45.0,1,0,4.5,75.0,6.0,1,16.0,0.0035474761736674,4.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,0.0,11.35030064751358
259,260,45.0,1,0,4.15,43.0,2.0,1,22.4,0.0062269459206001,3.6,1.0,0.0,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,10.373209892223665
260,261,41.0,1,0,4.25,75.0,3.0,1,44.8,0.0015422524797397,4.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,0.0,12.345797413264954
261,262,45.0,1,0,4.65,55.0,2.0,1,22.4,0.0059302325581395,3.6,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,10.596409707779776
262,263,45.0,1,0,4.55,65.0,6.0,1,16.0,0.004782166468893,3.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,10.985140168879203
263,264,26.0,1,0,4.0,55.0,5.0,1,44.8,0.0017852223262989,4.0,0.0,1.0,0.0,3.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,0.0,12.108961344680718
264,265,26.0,1,0,4.75,77.0,5.0,1,44.8,0.0015422524797397,4.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,12.345797413264954
265,266,41.0,1,0,4.75,48.0,5.0,1,44.8,0.0030635153890113,4.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,4.0,0.0,2.0,0.0,11.715792836880157
266,267,41.0,1,0,4.45,55.0,6.0,1,25.6,0.0031725913456777,4.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,0.0,11.52278668294207
267,268,41.0,1,0,4.4,55.0,2.0,1,25.6,0.004657784267202,3.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,10.911281225871654
268,269,41.0,1,0,4.5,50.0,6.0,1,22.4,0.0041318248893261,4.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,11.0184815912866
269,270,41.0,1,0,4.25,77.0,2.0,1,38.4,0.0015422524797397,3.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,0.0,2.0,0.0,12.250046467818787
270,271,41.0,1,0,4.4,55.0,2.0,1,25.6,0.0055745721271393,3.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,10.714217748749787
271,272,26.0,1,0,4.4,77.0,2.0,1,35.2,0.0015422524797397,3.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,0.0,2.0,0.0,12.214492102222922
272,273,45.0,1,0,4.6,75.0,6.0,1,32.0,0.0037311525683618,3.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0,11.407564949312402
273,274,41.0,1,0,4.3,65.0,5.0,1,38.4,0.0022834640238898,4.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,11.884489021402713
274,275,51.0,1,0,4.45,65.0,6.0,1,32.0,0.0063414085352133,4.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,10.596634733096073
275,276,17.0,0,1,4.6,43.0,6.0,1,19.2,0.0094095186144824,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,9.998797732340453
