,index,brand,ultra_hd,full_hd,Rating,inches,display_type,wifi,rom,value_score,smart_features,Company_amazon,Company_croma,Company_flipkart,ppi,resolution_width,resolution_height,fast_charging,ram,Spec_Score,size_category,charging_category,brand_category,Price
276,277,31.0,1,0,4.55,65.0,4.0,1,44.8,0.0055250986624761,4.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,10.933106969717286
277,278,13.0,0,0,4.5,32.0,2.0,1,16.0,0.0142618849040867,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,9.391911647379434
278,279,41.0,1,0,4.45,55.0,5.0,1,44.8,0.0024638383279119,4.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,11.880972500857888
279,280,41.0,1,0,4.4,65.0,4.0,1,32.0,0.0030947104730706,3.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,11.5501345407525
280,281,41.0,1,0,4.65,75.0,4.0,1,28.8,0.0022374666753364,3.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,11.943349816786196
281,282,41.0,1,0,4.35,75.0,4.0,1,35.2,0.0029565977279347,3.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,11.54239688475326
282,283,26.0,1,0,4.75,50.0,2.0,1,19.2,0.0061751543788594,3.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,10.596634733096073
283,284,41.0,1,0,4.25,55.0,6.0,1,16.0,0.0037716579799971,4.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,11.170308387425273
284,285,26.0,1,0,4.0,65.0,5.0,1,44.8,0.00160008205549,4.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,12.180708682634608
285,286,41.0,1,0,4.15,50.0,4.0,1,25.6,0.0048494751435927,3.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,10.829550381558986
286,287,41.0,1,0,4.0,65.0,4.0,1,22.4,0.0029666254635352,3.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,11.396290520005437
287,288,41.0,1,0,4.2,77.0,4.0,1,32.0,0.0015422524797397,3.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,4.0,0.0,2.0,0.0,12.345797413264954
288,289,26.0,1,0,4.5,65.0,4.0,1,32.0,0.0032114576204907,3.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,11.535576971529968
289,290,41.0,1,0,4.75,75.0,4.0,1,35.2,0.0027481610050417,3.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,11.703471441647247
290,291,41.0,1,0,4.65,77.0,5.0,1,41.6,0.0015422524797397,4.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,0.0,0.0,12.345797413264954
291,292,39.0,0,0,4.0,32.0,2.0,1,16.0,0.0114394661582459,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,9.258273025731484
292,293,41.0,1,0,4.75,55.0,6.0,1,19.2,0.0032216346706517,4.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,11.373559944009717
293,294,41.0,1,0,4.1,75.0,6.0,1,35.2,0.0016832464866571,4.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,0.0,12.154731981599651
294,295,41.0,1,0,4.75,65.0,6.0,1,28.8,0.0027043224211551,4.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,0.0,11.801789338819562
295,296,26.0,0,0,4.75,32.0,2.0,1,16.0,0.009500542888165,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,9.769956159911606
296,297,41.0,1,0,4.7,65.0,5.0,1,44.8,0.0019969946629359,4.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,12.17039883467536
297,298,17.0,1,0,4.5,50.0,2.0,1,22.4,0.0073147858705845,4.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,10.373209892223665
298,299,17.0,1,0,4.4,43.0,2.0,1,22.4,0.008314190440904,4.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,10.203258756085228
299,300,47.0,0,0,4.15,32.0,6.0,1,16.0,0.0109005628517823,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,9.679781342959442
300,301,37.0,1,0,4.2,43.0,2.0,1,32.0,0.0085870483132583,4.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,10.021270588192513
301,302,16.0,1,0,4.6,55.0,2.0,1,19.2,0.0045009784735812,4.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,10.736201004154935
302,303,37.0,0,0,4.3,32.0,6.0,1,16.0,0.0149555146951455,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,9.323669057283183
303,304,56.0,1,0,4.3,75.0,4.0,1,32.0,0.0030530305303053,3.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,0.0,11.512925464970229
304,305,37.0,1,0,4.15,43.0,6.0,1,16.0,0.0095365760245116,4.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,10.06475570013225
305,306,36.0,1,0,4.2,75.0,4.0,1,32.0,0.003406704518939,4.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,0.0,11.407564949312402
306,307,15.0,1,0,4.65,75.0,4.0,0,19.2,0.003934675918091,3.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,11.082142548877776
307,308,34.0,1,0,4.3,55.0,2.0,1,19.2,0.0059647085389851,4.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,10.341742483467284
308,309,34.0,1,0,4.25,43.0,6.0,1,19.2,0.0074594881423731,4.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,10.106428396532818
309,310,10.0,0,0,4.0,32.0,6.0,1,16.0,0.0149555146951455,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,9.121509158269568
310,311,10.0,0,0,4.2,32.0,2.0,1,16.0,0.0149555146951455,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,9.121509158269568
311,312,10.0,1,0,4.65,43.0,2.0,1,22.4,0.0093004650232511,4.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,9.903487552536127
312,313,51.0,1,0,4.15,75.0,6.0,1,16.0,0.0042854037210819,4.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,10.918718232265189
313,314,26.0,1,0,4.15,43.0,2.0,1,19.2,0.0059674898405751,4.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,10.373209892223665
314,315,26.0,1,0,4.35,75.0,4.0,1,28.8,0.0016942194432602,4.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,12.154779351142624
315,316,49.0,0,0,4.7,32.0,2.0,1,16.0,0.0149555146951455,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,9.121509158269568
316,317,40.0,0,1,4.25,40.0,2.0,1,19.2,0.0085061433257352,4.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,9.797460147890598
317,318,34.0,1,0,4.45,65.0,2.0,1,19.2,0.0053207678427791,3.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,10.736396675471232
318,319,34.0,1,0,4.35,50.0,2.0,1,19.2,0.0073731312925861,3.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,10.292145542327912
319,320,34.0,1,0,4.55,55.0,2.0,1,19.2,0.0072802240068925,3.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,10.388995368317827
320,321,13.0,0,0,4.15,32.0,2.0,1,16.0,0.0128778778778778,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,9.20943996673302
321,322,34.0,1,0,4.25,55.0,6.0,1,19.2,0.0067536096879366,4.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,10.505067539570582
322,323,54.0,1,0,4.45,55.0,2.0,1,16.0,0.007012333707082,4.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,10.404262840448617
323,324,15.0,1,0,4.55,50.0,4.0,0,22.4,0.0082253163583214,3.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,10.16585181700362
324,325,15.0,1,0,4.3,55.0,4.0,0,22.4,0.0066582792993322,3.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,10.341742483467284
325,326,15.0,1,0,4.55,65.0,4.0,0,22.4,0.0052739834996249,3.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,10.691944912900398
326,327,37.0,1,0,4.0,50.0,2.0,1,32.0,0.006482982171799,4.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,10.275051108968611
327,328,31.0,1,0,4.3,43.0,6.0,1,32.0,0.0082157811293142,4.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,10.110501721920452
328,329,14.0,1,0,4.05,50.0,2.0,1,16.0,0.0067447540801598,4.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,10.204406628019903
329,330,16.0,0,0,4.3,32.0,2.0,1,16.0,0.008874296435272,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.679781342959442
330,331,16.0,1,0,4.6,50.0,2.0,1,32.0,0.0063030967388325,4.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,10.50482093382342
331,332,16.0,1,0,4.6,43.0,2.0,1,32.0,0.0074872838250254,4.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,10.29184041103433
332,333,12.0,1,0,4.2,65.0,4.0,1,32.0,0.0058436052957672,4.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,10.736396675471232
333,334,35.0,1,0,4.45,55.0,2.0,1,16.0,0.0055409267197387,4.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,10.79939188675334
334,335,17.0,1,0,4.35,55.0,6.0,1,16.0,0.0066598622097473,4.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,10.57620240758158
335,336,17.0,1,0,4.15,65.0,6.0,1,16.0,0.0048515494525886,4.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,10.894718767073805
336,337,52.0,1,0,4.55,43.0,6.0,1,16.0,0.0089345454545454,4.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,10.221977646629885
337,338,24.0,1,0,4.75,65.0,4.0,1,19.2,0.0054871635717857,4.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,4.0,1.0,2.0,1.0,10.968198289528557
338,339,16.0,1,0,4.25,75.0,4.0,1,44.8,0.0026809754596507,4.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,0.0,11.775220496271928
339,340,52.0,0,0,4.2,32.0,2.0,1,16.0,0.0094559099437148,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,9.679781342959442
340,341,35.0,1,0,4.65,65.0,2.0,1,16.0,0.0041654225141833,4.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,11.112164276066547
341,342,52.0,1,0,4.45,43.0,6.0,0,16.0,0.0082338099243061,3.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,10.29977736270884
342,343,1.0,1,0,4.7,77.0,6.0,1,32.0,0.0017904847165938,4.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,0.0,1.0,1.0,12.254862809699606
343,344,52.0,1,0,4.2,55.0,6.0,0,16.0,0.006,3.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,10.55843949396453
344,345,34.0,1,0,4.45,50.0,4.0,1,25.6,0.0057649037478124,4.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,10.691944912900398
345,346,47.0,1,0,4.0,50.0,6.0,1,16.0,0.0067899363443467,4.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,10.403990075979044
346,347,47.0,1,0,4.7,43.0,6.0,1,16.0,0.0080806502031884,4.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,10.373209892223665
347,348,0.0,0,0,4.5,32.0,2.0,1,16.0,0.0123760313359446,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,9.392661928770137
348,349,34.0,1,0,4.45,55.0,2.0,1,19.2,0.0069392182785857,4.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,10.292145542327912
349,350,8.0,1,0,4.5,55.0,6.0,1,32.0,0.0072796258713491,4.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,10.4341158035983
350,351,46.0,1,0,4.0,65.0,6.0,1,32.0,0.0056890153114513,4.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,0.0,10.714417768752456
351,352,8.0,1,0,4.2,65.0,6.0,1,32.0,0.0052957672992891,4.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,1.0,10.736396675471232
352,353,24.0,1,0,4.45,55.0,6.0,1,22.4,0.0076865965635322,4.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,1.0,10.404262840448617
353,354,46.0,1,0,4.65,75.0,6.0,1,32.0,0.0047931506638563,4.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,0.0,0.0,11.082142548877776
354,355,8.0,1,0,4.35,75.0,6.0,1,32.0,0.0042182457309959,4.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,1.0,11.097410021008562
355,356,26.0,1,0,4.65,55.0,2.0,1,19.2,0.0049357011635027,3.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,10.79939188675334
356,357,0.0,0,0,4.2,32.0,6.0,1,16.0,0.0133787687976887,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,9.51044496442652
357,358,0.0,1,0,4.75,43.0,6.0,1,16.0,0.0108858702445935,4.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,10.085809109330082
358,359,0.0,1,0,4.05,55.0,6.0,1,16.0,0.0066707844348363,4.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,10.4341158035983
359,360,36.0,1,0,4.4,75.0,6.0,1,16.0,0.0040384114850888,4.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,0.0,11.198214720130528
360,361,54.0,0,1,4.7,40.0,2.0,1,16.0,0.0111631976998562,4.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,9.680344001221918
361,362,54.0,0,0,4.0,32.0,2.0,1,16.0,0.0120010000833402,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,9.392661928770137
362,363,13.0,1,0,4.0,55.0,2.0,1,16.0,0.0061353784594864,4.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,10.30865261563529
363,364,0.0,0,1,4.15,40.0,2.0,1,19.2,0.0093380836302268,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,9.680344001221918
364,365,0.0,1,0,4.65,50.0,2.0,1,16.0,0.0098583943357734,4.0,1.0,0.0,0.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,10.126631103850338
365,366,1.0,1,0,4.25,55.0,6.0,1,16.0,0.00649323592322,4.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,10.491274217438248
366,367,17.0,1,0,4.1,65.0,6.0,1,25.6,0.004180829367777,4.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,10.931301769895525
367,368,17.0,1,0,4.25,55.0,6.0,1,19.2,0.0057771223390612,4.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,10.571086129249698
368,369,30.0,1,0,4.35,55.0,6.0,1,32.0,0.0054811096221924,4.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,10.819778284410283
369,370,17.0,1,0,4.2,50.0,6.0,1,16.0,0.0061217490711631,4.0,1.0,0.0,0.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,10.462846164547514
370,371,37.0,1,0,4.75,75.0,6.0,1,22.4,0.0043252735816842,4.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,11.02679245379461
371,372,50.0,1,0,4.15,75.0,6.0,1,16.0,0.0047530727020974,4.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,10.976782033219948
372,373,8.0,1,0,4.6,43.0,6.0,1,16.0,0.0107338444687842,4.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,9.95227771670556
373,374,25.0,1,0,4.65,55.0,6.0,1,16.0,0.0079502564598858,4.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,10.341742483467284
374,375,46.0,1,0,4.6,50.0,6.0,1,16.0,0.0082803312132485,4.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,10.126631103850338
375,376,9.0,1,0,4.3,43.0,6.0,1,22.4,0.0071988566761943,4.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,10.106060982105628
376,377,13.0,0,0,4.35,32.0,6.0,1,16.0,0.0103377110694183,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,9.679781342959442
377,378,26.0,1,0,4.6,77.0,7.0,1,22.4,0.0015422524797397,3.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,0.0,2.0,0.0,12.345797413264954
378,379,44.0,1,0,4.2,50.0,2.0,1,16.0,0.0034742066476161,4.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,11.10482187913902
379,380,42.0,0,0,4.25,32.0,2.0,1,16.0,0.0113417346182357,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,9.509778075438817
380,381,12.0,1,0,4.15,55.0,2.0,1,32.0,0.0078023120924837,4.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,10.126631103850338
381,382,42.0,1,0,4.65,55.0,6.0,1,32.0,0.0072351197826623,4.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,10.608835006177392
382,383,42.0,1,0,4.45,43.0,6.0,1,32.0,0.0075330871037242,4.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,10.38871840689063
383,384,45.0,0,1,4.45,32.0,6.0,1,16.0,0.0111325219743069,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,9.60177416667137
384,385,45.0,1,0,4.7,65.0,6.0,1,44.8,0.0042888036100451,4.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,11.289781913656018
385,386,45.0,1,0,4.55,77.0,4.0,1,44.8,0.0015826155765894,3.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,0.0,2.0,0.0,12.345797413264954
386,387,45.0,1,0,4.0,75.0,4.0,1,44.8,0.0018000100000555,4.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0,12.100712129872347
387,388,13.0,1,0,4.3,43.0,6.0,1,32.0,0.009581628012733,4.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,9.998388557730848
388,389,24.0,1,0,4.0,65.0,6.0,1,16.0,0.0053334603204838,4.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,10.645424897265505
389,390,35.0,0,0,4.05,32.0,2.0,1,16.0,0.0081100182578479,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,9.73979145986534
390,391,45.0,1,0,4.75,77.0,4.0,1,44.8,0.0015422524797397,4.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,0.0,1.0,0.0,12.345797413264954
391,392,31.0,1,0,4.4,50.0,6.0,1,32.0,0.0077904193580117,4.0,0.0,0.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,10.325481962595504
392,393,42.0,1,0,4.6,50.0,6.0,1,22.4,0.0067153284671532,4.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,10.518429918794682
393,394,13.0,0,0,4.0,32.0,6.0,1,16.0,0.0145533927596871,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,9.305195902988862
394,395,8.0,0,1,4.05,40.0,2.0,1,19.2,0.0095471105078934,4.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,9.546812608597396
395,396,13.0,1,0,4.25,43.0,2.0,1,32.0,0.0095672836418209,4.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,9.903037451255743
396,397,21.0,0,0,4.75,32.0,6.0,1,16.0,0.0149555146951455,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,9.305650551780507
397,398,12.0,0,0,4.6,32.0,2.0,1,16.0,0.0149555146951455,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,9.121509158269568
398,399,39.0,0,1,4.25,32.0,2.0,1,19.2,0.0132753235162873,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,9.32420462812523
399,400,22.0,0,0,4.4,32.0,2.0,1,16.0,0.0149555146951455,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,9.121509158269568
400,401,49.0,0,0,4.1,32.0,2.0,0,16.0,0.0141894353369763,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,9.121509158269568
401,402,49.0,0,1,4.2,40.0,2.0,0,19.2,0.0110432569974554,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,9.375091807576672
402,403,8.0,1,0,4.35,75.0,2.0,1,16.0,0.003205296897862,4.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,4.0,1.0,2.0,1.0,11.461632170582678
403,404,37.0,1,0,4.6,65.0,2.0,1,28.8,0.0053036542036283,4.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,10.657259354912508
404,405,49.0,0,0,4.6,32.0,2.0,1,16.0,0.0149555146951455,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,9.121509158269568
405,406,13.0,0,0,4.4,32.0,2.0,1,16.0,0.0149555146951455,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,9.258654232254733
406,407,47.0,1,0,4.0,65.0,6.0,1,28.8,0.0042864797285229,4.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,10.932946242515648
407,408,50.0,1,0,4.4,65.0,6.0,1,16.0,0.0060501260442925,4.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,10.778956289890028
408,409,13.0,1,0,4.3,50.0,6.0,1,32.0,0.0071241012816505,4.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,10.373209892223665
409,410,50.0,1,0,4.15,43.0,6.0,1,16.0,0.0102063359733222,4.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,3.0,0.0,2.0,0.0,10.085434039
410,411,16.0,1,0,4.15,43.0,2.0,1,32.0,0.0068905660377358,4.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,10.184937747111393
411,412,37.0,0,0,4.05,32.0,6.0,1,16.0,0.0132557505227747,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,9.305650551780507
412,413,44.0,1,0,4.0,77.0,4.0,1,44.8,0.0015422524797397,4.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,0.0,2.0,0.0,12.345797413264954
413,414,23.0,1,0,4.3,55.0,2.0,1,25.6,0.0076485236570615,4.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,10.138559674715612
414,415,23.0,1,0,4.0,50.0,2.0,1,19.2,0.0078902701958805,4.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,9.98966524877718
415,416,16.0,1,0,4.7,65.0,6.0,1,32.0,0.0045582664040006,4.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,11.097273648073832
